training_iteration,CTDE_MAPPO,GNN_DRL
1608,0.3351388888888889,
1610,0.3451388888888889,
1611,0.34291666666666665,
1639,0.3805555555555556,
1754,0.3043849206349206,
1769,0.3077182539682539,
1819,0.28305555555555556,
1824,0.2863888888888889,
1869,0.33333333333333337,
1874,0.3455555555555555,
1878,0.33,
1921,0.3133333333333333,
1946,0.3481666666666666,
1960,0.3399444444444445,
1974,0.3635000000000001,
1986,0.3813333333333334,
2025,0.35655555555555557,
2052,0.3915555555555556,
2071,0.365,
2077,0.37200000000000005,
2095,0.3521111111111111,
2156,0.39600000000000013,
2186,0.385,
2212,0.3534444444444445,
2215,0.3514444444444446,
2226,0.36744444444444446,
2227,0.36644444444444446,
2236,0.3804444444444444,
2249,0.3733611111111111,
2254,0.3882500000000001,
2273,0.38502777777777786,
2281,0.38502777777777786,
2313,0.36733333333333335,
2319,0.3483333333333333,
2325,0.3593333333333333,
2330,0.3566666666666667,
2340,0.33033333333333337,
2349,0.3443333333333334,
2355,0.35033333333333344,
2450,0.32888888888888895,
2515,0.34775000000000006,
2516,0.34675000000000006,
2534,0.36297222222222225,
2541,0.3413055555555556,
2548,0.34630555555555553,
2571,0.3605555555555556,
2578,0.3335555555555556,
2611,0.3486666666666667,
2647,0.30600000000000005,
2649,0.30400000000000005,
2684,0.296,
2688,0.3020000000000001,
2690,0.30300000000000005,
2753,0.33675000000000005,
2783,0.3338253968253969,
2891,0.28276515151515147,
2998,0.3223131313131313,
3012,0.32372727272727275,
3052,0.3344444444444445,
3067,0.3198989898989899,
3099,0.2927272727272727,
3128,0.26818181818181813,
3142,0.2500757575757575,
3171,0.26909090909090905,
3189,0.30583333333333335,
3218,0.32833333333333337,
3225,0.32262820512820517,
3248,0.321025641025641,
3256,0.32480769230769224,
3339,0.32467948717948725,
3352,0.335448717948718,
3361,0.3308333333333333,
3399,0.3011888111888112,
3407,0.29811188811188816,
3427,0.33041958041958047,
3429,0.33811188811188814,
3436,0.37349650349650354,
3452,0.3830769230769231,
3477,0.4148717948717949,
3504,0.3979487179487179,
3538,0.4062237762237762,
3556,0.4065034965034966,
3577,0.4238461538461539,
3579,0.4307692307692308,
3590,0.453006993006993,
3670,0.3923076923076924,
3685,0.39384615384615385,
3712,0.40104312354312355,
3716,0.409504662004662,
3732,0.43488927738927735,
3735,0.4371969696969697,
3756,0.4431410256410257,
3776,0.44846153846153847,
3805,0.41320512820512817,
3808,0.4115384615384617,
3880,0.4317948717948719,
3888,0.43333333333333335,
3916,0.4076923076923077,
3947,0.4261538461538462,
3964,0.44769230769230783,
3982,0.4723076923076923,
3998,0.45,
4060,0.4003076923076923,
4106,0.4116025641025642,
4116,0.37634615384615394,
4151,0.38252136752136756,
4169,0.4102136752136753,
4225,0.42907459207459203,
4230,0.44599766899766896,
4253,0.4506130536130537,
4255,0.4634592074592076,
4279,0.4446153846153846,
4291,0.42923076923076936,
4315,0.405448717948718,
4319,0.4000641025641026,
4367,0.4110897435897436,
4397,0.4201282051282052,
4416,0.36858974358974367,
4481,0.4230769230769231,
4523,0.41923076923076935,
4535,0.40307692307692305,
4556,0.39307692307692305,
4563,0.4023076923076924,
4614,0.42076340326340333,
4627,0.4439102564102565,
4636,0.42160256410256414,
4642,0.41852564102564105,
4645,0.4269871794871795,
4662,0.4242657342657344,
4692,0.4209965034965035,
4710,0.42715034965034965,
4787,0.43749417249417244,
4788,0.44518648018648016,
4789,0.4351864801864802,
4797,0.44364801864801867,
4814,0.44980186480186485,
4852,0.3976923076923077,
4875,0.4084615384615385,
4883,0.41692307692307684,
4921,0.4602564102564103,
4933,0.4371794871794872,
4934,0.4382284382284382,
4940,0.4406002331002331,
4947,0.43213869463869464,
4954,0.41515151515151516,
4982,0.39691724941724943,
4990,0.3923018648018648,
4995,0.38663752913752913,
5016,0.4427272727272728,
5040,0.4297785547785547,
5072,0.3982692307692309,
5123,0.38083333333333336,
5128,0.3800641025641026,
5129,0.3800641025641026,
5141,0.37237179487179495,
5147,0.3692948717948719,
5151,0.38314102564102565,
5152,0.3777564102564102,
5164,0.3907692307692308,
5240,0.38878205128205123,
5245,0.3918589743589744,
5268,0.3933333333333335,
5301,0.435448717948718,
5323,0.4064102564102564,
5329,0.39948717948717954,
5390,0.38712703962703976,
5431,0.3433566433566434,
5471,0.39326923076923087,
5495,0.415,
5510,0.4326923076923078,
5519,0.4371153846153847,
5529,0.4386538461538463,
5562,0.43,
5592,0.38452991452991464,
5601,0.3852991452991453,
5653,0.4315384615384616,
5676,0.42846153846153845,
5691,0.4438461538461538,
5707,0.43461538461538474,
5760,0.4114685314685315,
5773,0.37685314685314686,
5865,0.3788694638694639,
5882,0.41211538461538466,
5898,0.4136538461538462,
5903,0.4321153846153847,
5922,0.44724358974358985,
5967,0.4580128205128205,
5978,0.46615384615384614,
5992,0.4676923076923077,
5994,0.4792307692307692,
6002,0.4582692307692308,
6035,0.39057692307692315,
6044,0.4036538461538462,
6099,0.3902564102564103,
6130,0.3857692307692308,
6148,0.39730769230769236,
6201,0.4040384615384617,
6254,0.357902097902098,
6302,0.3646153846153847,
6316,0.3853846153846154,
6422,0.35883333333333334,
6425,0.36191025641025654,
6430,0.3726794871794873,
6435,0.3788333333333334,
6455,0.39615384615384636,
6464,0.37500000000000006,
6481,0.4057692307692309,
6527,0.3964102564102565,
6609,0.3884906759906761,
6616,0.38925990675990685,
6646,0.34692307692307706,
6673,0.35923076923076924,
6679,0.36846153846153856,
6684,0.38000000000000006,
6691,0.356923076923077,
6694,0.36384615384615393,
6708,0.36846153846153845,
6713,0.35846153846153844,
6724,0.37230769230769234,
6726,0.37230769230769234,
6732,0.36923076923076925,
6741,0.3738461538461539,
6761,0.38000000000000006,
6784,0.4062179487179488,
6795,0.42006410256410265,
6801,0.40929487179487184,
6851,0.39000000000000007,
6904,0.36,
6920,0.3455769230769232,
6977,0.369423076923077,
6992,0.36384615384615393,
6997,0.35692307692307684,
7079,0.3546153846153846,
7086,0.35846153846153844,
7094,0.36307692307692313,
7144,0.3646153846153846,
7152,0.36230769230769233,
7156,0.3507692307692309,
7158,0.3507692307692309,
7181,0.39621794871794874,
7209,0.39064102564102576,
7211,0.38987179487179496,
7284,0.41650932400932406,
7329,0.43138111888111896,
7371,0.42910256410256414,
7383,0.43138228438228443,
7394,0.4265745920745922,
7467,0.3916025641025642,
7531,0.4362179487179488,
7566,0.3742948717948719,
7572,0.36625291375291374,
7579,0.3447144522144523,
7593,0.3427272727272728,
7605,0.3381118881118881,
7617,0.3296503496503497,
7621,0.33580419580419574,
7636,0.3307692307692308,
7787,0.3601282051282051,
7834,0.39213986013986024,
7856,0.4331410256410257,
7870,0.4316025641025641,
7885,0.43391025641025643,
7934,0.41724358974358977,
8092,0.34121794871794875,
8113,0.40121794871794875,
8164,0.37089743589743607,
8179,0.3655128205128206,
8183,0.34243589743589753,
8266,0.36083333333333345,
8278,0.34929487179487184,
8350,0.35602564102564105,
8373,0.34070512820512816,
8404,0.37839743589743596,
8446,0.3792307692307693,
8450,0.3869230769230769,
8502,0.4014102564102565,
8616,0.4015384615384616,
8654,0.363986013986014,
8689,0.3595104895104896,
8707,0.34244755244755254,
8720,0.37398601398601405,
8729,0.3662937062937063,
8783,0.3546153846153847,
8822,0.39000000000000007,
8831,0.3830769230769232,
8841,0.3807692307692308,
8857,0.3695512820512822,
8860,0.37262820512820516,
8874,0.35108974358974365,
8889,0.3395512820512821,
8892,0.33801282051282056,
8910,0.3485256410256411,
8923,0.3469871794871795,
8925,0.3546794871794872,
8931,0.36621794871794877,
8932,0.35929487179487185,
8941,0.3600641025641027,
8988,0.36173076923076924,
9008,0.3423076923076923,
9020,0.3546153846153846,
9033,0.3415384615384616,
9052,0.3409615384615385,
9074,0.3442948717948717,
9095,0.3213578088578089,
9108,0.3588578088578089,
9135,0.37744755244755246,
9174,0.3352680652680653,
9197,0.32596037296037295,
9214,0.3453193473193473,
9218,0.3476270396270397,
9237,0.35889743589743595,
9239,0.37274358974358973,
9248,0.39397435897435895,
9256,0.3947435897435898,
9273,0.3773717948717949,
9307,0.36871794871794883,
9352,0.3823076923076924,
9372,0.3838461538461539,
9428,0.38033333333333325,
9444,0.36187179487179494,
9492,0.36307692307692313,
9503,0.366923076923077,
9547,0.3836538461538462,
9584,0.3467307692307692,
9592,0.36230769230769233,
9654,0.4030769230769232,
9682,0.39846153846153853,
9692,0.41083333333333344,
9700,0.4223717948717949,
9754,0.4020512820512821,
9762,0.37666666666666676,
9784,0.3869230769230769,
9805,0.3615384615384617,
9808,0.3615384615384616,
9833,0.3693706293706294,
9901,0.405897435897436,
10028,0.39846153846153853,
10059,0.42692307692307696,
10077,0.4092307692307693,
10112,0.42384615384615393,
10124,0.3585256410256411,
10186,0.36230769230769233,
10209,0.37567948717948724,
10267,0.32307692307692315,
10270,0.31538461538461543,
10284,0.30538461538461537,
10285,0.3030769230769231,
10300,0.3008974358974359,
10401,0.3585714285714286,
10441,0.3947252747252748,
10490,0.33887812187812183,
10493,0.32744955044955043,
10523,0.31184432234432236,
10544,0.3543168498168498,
10550,0.35017399267399263,
10577,0.35440476190476183,
10628,0.34010989010989007,
10681,0.356043956043956,
10685,0.3574725274725275,
10703,0.3364835164835165,
10754,0.3281818181818183,
10755,0.3231818181818182,
10771,0.356038961038961,
10785,0.32461038961038957,
10790,0.32719780219780226,
10807,0.34291208791208794,
10848,0.33456043956043957,
10859,0.32807692307692304,
10877,0.30593406593406597,
10887,0.2821428571428572,
10929,0.29285714285714287,
10947,0.31291208791208797,
10986,0.2874981684981685,
11030,0.38353846153846144,
11060,0.4660952380952381,
11071,0.4700952380952381,
11131,0.468,
11149,0.40866666666666673,
11185,0.41188278388278393,
11209,0.4512161172161172,
11217,0.47921611721611723,
11219,0.48835897435897435,
11232,0.4836923076923078,
11252,0.4426666666666667,
11265,0.45333333333333337,
11325,0.43714285714285717,
11330,0.4518095238095239,
11370,0.4870256410256411,
11381,0.5023589743589743,
11393,0.49435897435897436,
11394,0.4856923076923077,
11431,0.44119047619047613,
11440,0.4071904761904762,
11462,0.4006666666666667,
11463,0.40533333333333327,
11532,0.43747619047619046,
11569,0.47957142857142865,
11590,0.5134285714285715,
11635,0.4533333333333334,
11639,0.44933333333333336,
11644,0.4473333333333334,
11820,0.4483333333333334,
11852,0.4493333333333334,
11860,0.43883333333333346,
11882,0.48750000000000004,
11902,0.4909761904761904,
11919,0.5614761904761906,
11941,0.47280952380952385,
11958,0.44666666666666677,
11988,0.426,
12007,0.4141428571428572,
12102,0.3494761904761905,
12116,0.35147619047619044,
12135,0.3974761904761905,
12194,0.39341025641025645,
12307,0.3720000000000001,
12313,0.3753333333333334,
12381,0.45423809523809533,
12382,0.45423809523809533,
12418,0.41266666666666674,
12439,0.4040000000000001,
12472,0.458,
12473,0.4693333333333334,
12513,0.43804761904761913,
12525,0.43819047619047624,
12557,0.4068571428571429,
12574,0.3956666666666667,
12578,0.40019047619047626,
12608,0.4741904761904763,
12622,0.4635238095238096,
12664,0.44583333333333336,
12683,0.4498333333333334,
12729,0.4711428571428572,
