training_iteration,training_iteration_time_s,cumulative_training_hours
139,32.431498,1.2348713249999994
140,32.462298,1.2438886299999996
141,32.446929,1.2529016658333327
142,32.446658,1.2619146263888883
143,32.462176,1.2709318974999995
144,32.541047999999996,1.2799710774999995
145,32.545583,1.2890115172222216
146,32.542978,1.298051233333333
147,32.563031,1.3070965197222217
148,32.605642,1.3161536424999996
149,32.551679,1.3251957755555552
150,32.520407999999996,1.3342292222222218
151,32.672380000000004,1.343304883333333
152,32.679429,1.3523825024999996
153,32.693043,1.3614639033333331
154,32.588526,1.3705162716666666
155,32.568383999999995,1.3795630449999998
156,32.606218,1.3886203277777776
157,32.609252,1.3976784533333333
158,32.644707,1.4067464275
159,32.674307,1.415822623888889
160,32.712157,1.4249093341666668
161,32.603924,1.4339659797222222
162,32.626149,1.4430287988888888
163,32.659549,1.4521008958333332
164,32.702245,1.4611848527777778
165,32.708929,1.4702706663888891
166,32.666664,1.4793447397222226
167,32.698239,1.4884275838888892
168,32.621218,1.4974890333333337
169,32.61412,1.5065485111111117
170,32.577899,1.5155979275000004
171,32.605888,1.5246551186111115
172,32.6104,1.5337135630555558
173,32.567024,1.5427599586111114
174,32.55892,1.551804103055556
175,32.577031,1.5608532783333338
176,32.644205,1.5699211130555557
177,32.611449,1.578979848888889
178,32.639337,1.588046331388889
179,32.635211,1.597111667777778
180,32.669266,1.606186463888889
181,32.678576,1.6152638461111113
182,32.639655,1.6243304169444446
183,32.622025,1.6333920905555557
184,32.59477,1.6424461933333332
185,32.588293,1.6514984969444444
186,32.565891,1.6605445777777776
187,32.616853,1.6696048147222222
188,32.602573,1.678661085
189,32.596324,1.6877156194444445
190,32.585764,1.6967672205555557
191,32.609832,1.7058255072222224
192,32.607549,1.7148831597222225
193,32.634695,1.7239483527777781
194,32.662376,1.7330212350000003
195,32.657024,1.742092630555556
196,32.661572,1.7511652894444447
197,32.608826,1.7602232966666669
198,32.603460999999996,1.7692798136111112
199,32.609156999999996,1.7783379127777779
200,32.596628,1.7873925316666668
201,32.5513,1.7964345594444446
202,32.554975999999996,1.8054776083333337
203,32.556273000000004,1.8145210175000004
204,32.54683,1.8235618036111114
205,32.629134,1.8326254519444447
206,32.602864000000004,1.841681803055556
207,32.661251,1.8507543727777784
208,32.658958999999996,1.859826305833334
209,32.649245,1.868895540555556
210,32.690967,1.8779763647222227
211,32.68532,1.8870556202777782
212,32.712916,1.8961425413888893
213,32.704214,1.9052270452777784
214,32.718022,1.9143153847222227
215,32.673608,1.923391386944445
216,32.665973,1.9324652683333339
217,32.601197,1.9415211563888894
218,33.021072,1.9506936763888894
219,33.024618000000004,1.9598671813888895
220,33.035745000000006,1.969043777222223
221,33.023682,1.9782170222222228
222,32.980623,1.9873783063888897
223,32.978398,1.9965389725000007
224,32.987721,2.0057022283333343
225,32.951665,2.014855468611112
226,32.95699,2.024010188055556
227,32.961226,2.0331660841666674
228,32.544922,2.0422063402777786
229,32.593235,2.0512600166666677
230,32.552662,2.0603024227777786
231,32.545535,2.0693428491666674
232,32.544376,2.078382953611112
233,32.53112,2.087419375833334
234,32.526997,2.0964546527777785
235,32.529975,2.1054907569444454
236,32.525758,2.114525689722223
237,32.530094,2.1235618269444454
238,32.523251,2.132596063333334
239,32.528866,2.141631859444445
240,32.543096,2.150671608333334
241,32.533214,2.159708612222223
242,32.556885,2.1687521913888896
243,32.583967,2.177803293333334
244,32.555452,2.1868464744444447
245,32.539806,2.195885309444445
246,32.524135,2.204919791388889
247,32.577957999999995,2.213969224166667
248,32.658029,2.2230408988888892
249,32.617765,2.232101389166667
250,32.597298,2.241156194166667
251,32.590755,2.250209181666667
252,32.561993,2.2592541797222223
253,32.576543,2.268303219444445
254,32.579402,2.2773530533333335
255,32.599026,2.2864083383333336
256,32.619695,2.295469364722222
257,32.563155,2.3045146855555556
258,32.525794999999995,2.313549628611111
259,32.521882,2.3225834847222218
260,32.532312000000005,2.331620238055555
261,32.549527,2.3406617733333324
262,32.563828,2.3497072811111104
263,32.56952,2.358754369999999
264,32.571569,2.3678020280555545
265,32.567289,2.376848497222221
266,32.5876,2.3859006083333325
267,33.066561,2.395085764166666
268,33.066078999999995,2.4042707861111103
269,33.066522,2.41345593111111
270,33.084483999999996,2.4226460655555546
271,33.077014000000005,2.4318341249999995
272,33.069860999999996,2.4410201974999994
273,33.056372,2.4502025230555544
274,33.056075,2.45938476611111
275,33.052433,2.4685659974999994
276,33.028954,2.4777407069444437
277,32.553547,2.486783358888888
278,32.554407,2.4958262497222212
279,32.544376,2.5048663541666656
280,32.533685,2.513903488888888
281,32.527843000000004,2.522939000833332
282,32.569668,2.5319861308333325
283,32.549379,2.541027624999999
284,32.548880000000004,2.5500689805555545
285,32.570312,2.5591162894444435
286,32.583297,2.5681672052777764
287,32.627382000000004,2.5772303669444434
288,32.604056,2.586287049166666
289,32.645969,2.5953553738888875
290,32.666830000000004,2.604429493333332
291,32.672042000000005,2.6135050605555543
292,32.690495999999996,2.6225857538888877
293,32.677109,2.63166272861111
294,32.691413,2.6407436766666654
295,32.668424,2.6498182388888876
296,32.692325000000004,2.6588994402777764
297,32.654407,2.6679701088888876
298,32.649191,2.67703932861111
299,32.632895,2.6861040216666656
300,32.620173,2.695165180833332
301,32.668867,2.7042398661111102
302,32.632601,2.7133044774999986
303,32.650693,2.722374114444443
304,32.645729,2.7314423724999988
305,32.652419,2.7405124888888874
306,32.687445,2.749592334722221
307,32.695616,2.7586744502777765
308,32.706229,2.7677595138888873
309,32.713568,2.7768466161111096
310,32.754782999999996,2.785945166944443
311,32.74559,2.795041164166665
312,32.73878,2.8041352697222206
313,32.736019,2.8132286083333318
314,32.738051,2.8223225113888875
315,32.736992,2.831416120277776
316,32.712683,2.840502976666665
317,32.709844000000004,2.849589044444443
318,32.705221,2.8586738280555544
319,32.724162,2.8677638730555546
320,32.719095,2.8768525105555547
321,32.697581,2.8859351719444435
322,32.699742,2.8950184336111104
323,32.713285,2.9041054572222214
324,32.706504,2.913190597222221
325,32.7566,2.9222896527777773
326,32.803988,2.931401871666666
327,32.795942000000004,2.940511855555555
328,32.784078,2.9496185438888887
329,32.762549,2.958719251944444
330,32.756257,2.9678182122222214
331,32.763824,2.9769192744444433
332,32.808206,2.986032664999999
333,32.775775,2.995137046944443
334,32.756399,3.0042360466666658
335,32.708524000000004,3.0133217477777765
336,32.691946,3.022402843888888
337,32.727188,3.0314937294444437
338,32.725559000000004,3.040584162499999
339,32.714726,3.049671586388888
340,32.669607,3.0587464772222215
341,32.68935,3.067826852222222
342,32.639153,3.0768932836111107
343,32.648004,3.0859621736111107
344,32.66548,3.0950359180555553
345,32.662621,3.104108868333333
346,32.644811000000004,3.1131768713888883
347,32.623073,3.122238836111111
348,32.632432,3.1313034005555553
349,32.655139,3.1403742725
350,32.656894,3.1494456319444444
351,32.648734,3.158514724722222
352,32.645577,3.167582940555555
353,32.652363,3.1766530413888883
354,32.641828000000004,3.185720215833333
355,32.623106,3.1947821897222215
356,32.611823,3.2038410294444435
357,32.619189,3.2129019152777767
358,32.620315999999995,3.2219631141666656
359,32.602156,3.23101926861111
360,32.618072,3.2400798441666656
361,32.64235,3.2491471636111102
362,32.661971,3.258219933333332
363,32.670170999999996,3.267294980833332
364,32.67667,3.27637183361111
365,32.741256,3.285466626944443
366,32.695509,3.294548712777776
367,32.681001,3.30362676861111
368,32.745667000000005,3.3127227872222207
369,32.742153,3.3218178297222205
370,32.764263,3.330919013888887
371,32.722803,3.340008681388887
372,32.725894,3.349099207499998
373,32.728436,3.35819043972222
374,32.743809,3.36728594222222
375,32.761096,3.3763862466666645
376,32.788993000000005,3.3854943002777755
377,32.797146,3.394604618611109
378,32.745985,3.4037007255555536
379,32.776899,3.41280541972222
380,32.777246,3.4219102102777756
381,32.775091999999994,3.431014402499998
382,32.794801,3.4401240694444426
383,32.802924,3.449235992777776
384,32.806146,3.4583488111111094
385,32.790567,3.4674573019444423
386,32.771095,3.476560383888887
387,32.766946,3.4856623133333313
388,32.764913,3.4947636780555538
389,32.750852,3.5038611369444426
390,32.754194,3.5129595241666647
391,32.748128,3.5220562263888864
392,32.715204,3.531143783055553
393,32.701285,3.5402274733333305
394,32.721379,3.549316745277775
395,32.713931,3.5584039483333307
396,32.718154999999996,3.56749232472222
397,32.729335,3.5765838066666644
398,32.741185,3.5856785802777758
399,32.782881,3.594784936111109
400,32.780440999999996,3.6038906141666645
401,32.793283,3.6129998594444426
402,32.816896,3.622115663888887
403,32.832747000000005,3.6312358713888875
404,32.844969,3.6403594738888874
405,32.846231,3.6494834269444425
406,32.902274,3.6586229474999983
407,32.907042000000004,3.6677637924999984
408,32.901927,3.6769032166666653
409,32.879987,3.6860365463888876
410,32.846066,3.69516045361111
411,32.859254,3.7042880241666656
412,32.843614,3.7134112502777765
413,32.836509,3.722532502777777
414,32.830717,3.731652146388888
415,32.805538,3.7407647958333325
416,32.750891,3.7498622655555547
417,32.721448,3.758951556666666
418,32.709132000000004,3.768037426666666
419,32.708588,3.7771231455555547
420,32.704887,3.786207836388888
421,32.667606,3.7952821713888882
422,32.671976,3.804357720277777
423,32.714597000000005,3.8134451083333327
424,32.685976,3.8225245461111106
425,32.695767,3.8316067036111106
426,32.675167,3.840683138888888
427,32.688203,3.849763195277777
428,32.734809,3.8588561977777767
429,32.712694,3.867943057222221
430,32.7194,3.8770317794444433
431,32.747714,3.8861283666666653
432,32.755488,3.8952271133333323
433,32.730414,3.9043188949999985
434,32.737887,3.9134127524999984
435,32.743937,3.922508290555554
436,32.759282,3.9316080911111095
437,32.782491,3.9407143386111096
438,32.799662,3.949825355833332
439,32.830552000000004,3.9589449536111094
440,32.834680999999996,3.968065698333332
441,32.842394999999996,3.9771885858333316
442,32.840708,3.9863110047222206
443,32.877936,3.9954437647222205
444,32.901767,4.004583144444442
445,32.900383999999995,4.013722139999999
446,32.931084000000006,4.022869663333331
447,32.960114999999995,4.032025250833332
448,32.951157,4.041178349999998
449,32.93003,4.050325580555554
450,32.937664,4.0594749316666645
451,32.925122,4.068620798888887
452,32.969792999999996,4.07777907472222
453,32.91124,4.086921085833331
454,32.878209000000005,4.096053921666664
455,32.89714,4.105192016111109
456,32.899553,4.114330780833331
457,32.903053,4.1234705177777755
458,32.884934,4.132605221666664
459,32.895597,4.141742887499998
460,32.910745999999996,4.150884761388887
461,32.916449,4.160028219444442
462,32.912966,4.169170709999998
463,32.943922,4.178321799444442
464,32.957471,4.187476652499997
465,32.944819,4.196627991111109
466,32.935468,4.20577673222222
467,32.933431,4.214924907499998
468,33.017269999999996,4.224096371388886
469,33.016548,4.233267634722219
470,33.002466999999996,4.242434986666664
471,33.038347,4.251612305277775
472,33.001253,4.2607793199999975
473,32.978923,4.269940131944442
474,32.997563,4.279106121666665
475,32.975353999999996,4.28826594222222
476,32.987796,4.297429218888887
477,32.962272,4.306585405555554
478,32.845645,4.315709195833331
479,32.816659,4.324824934444442
480,32.833669,4.333945398055553
481,32.837771999999994,4.343067001388887
482,32.829635,4.352186344444442
483,32.830731,4.361305991944442
484,32.816133,4.3704215844444425
485,32.834299,4.379542223055553
486,32.862939,4.38867081722222
487,32.89029,4.397807008888887
488,32.90175,4.406946383888887
489,32.925404,4.416092329444442
490,32.931538,4.425239978888887
491,32.941919,4.434390511944443
492,32.969565,4.443548724444443
493,32.983341,4.452710763611109
494,32.985735,4.461873467777776
495,33.039154,4.471051010555554
496,33.04921,4.480231346666665
497,33.123050000000006,4.489432193888887
498,33.161432,4.498643702777776
499,33.173086000000005,4.5078584488888875
500,33.1501,4.517066809999998
501,33.153088000000004,4.52627600111111
502,33.176286999999995,4.535491636388888
503,33.171961,4.544706069999998
504,33.169441,4.55391980361111
505,33.151228,4.563128478055554
506,33.100615,4.572323093333331
507,32.996692,4.581488841111109
508,33.472986,4.590786892777776
509,34.390775999999995,4.60033988611111
510,34.429331,4.609903589166665
511,34.373748,4.619451852499998
512,34.34669,4.6289925997222205
513,34.334144,4.638529861944443
514,34.364156,4.648075460833332
515,34.36311,4.657620769166664
516,34.421389000000005,4.667182266111109
517,34.414708,4.67674190722222
518,33.913841,4.686162418611109
519,33.154588000000004,4.695372026388887
520,33.156259,4.704582098333332
521,33.171102,4.713796293333331
522,33.148179,4.723004120833331
523,33.983807,4.732444067222221
524,34.814536999999994,4.7421147719444425
525,35.135044,4.751874506388886
526,36.100491999999996,4.761902420833331
527,36.558011,4.772057423888887
528,36.53486,4.782205996111109
529,36.358703,4.792305635833332
530,36.360260000000004,4.802405708055555
531,36.363711,4.812506738888889
532,36.417344,4.822622667777778
533,35.586324999999995,4.832507758055556
534,34.783226,4.842169765277777
535,34.431071,4.851733951666667
536,33.408628,4.861014126111111
537,32.959129999999995,4.87016944
538,32.971636,4.879328227777777
539,33.005089999999996,4.888496308333332
540,32.967278,4.897653885555554
541,32.95951,4.9068093049999995
542,32.92108,4.915954049444443
543,32.979476999999996,4.925115015277777
544,32.97703,4.934275301388888
545,32.974224,4.943434808055555
546,32.99817,4.9526009663888875
547,32.986813999999995,4.961763970277777
548,32.971499,4.970922719999999
549,32.974622000000004,4.980082337222221
550,32.972080999999996,4.98924124861111
551,32.965951999999994,4.998398457499999
552,32.951933,5.007551772222221
553,32.893674,5.0166889038888876
554,32.877250999999994,5.02582147361111
555,32.863642999999996,5.034950263333332
556,32.823992,5.044068038888889
557,32.818456,5.053184276666666
558,32.859513,5.062311919166667
559,32.818857,5.0714282683333325
560,32.825472000000005,5.0805464549999995
561,32.814419,5.089661571388888
562,32.837249,5.098783029444443
563,32.903857,5.107922989722222
564,32.870733,5.117053748888888
565,32.865165,5.126182961388888
566,32.875551,5.135315058888888
567,32.914488,5.144457972222221
568,32.930631999999996,5.153605369999998
569,32.951207000000004,5.162758483055554
570,32.967044,5.171915995277776
571,32.962082,5.181072129166664
572,32.974858999999995,5.190231812222221
573,32.934544,5.199380296666665
574,32.969139000000006,5.208538390833332
575,32.997432999999994,5.217704344444443
576,32.999427000000004,5.226870851944443
577,33.024777,5.236044401111109
578,32.981764000000005,5.24520600222222
579,32.988953,5.2543696002777756
580,32.963905,5.263526240555554
581,32.97535,5.272686059999998
582,33.000855,5.2818529641666645
583,32.995007,5.291018243888887
584,32.977266,5.300178595555554
585,32.963826,5.309335213888888
586,32.965903,5.318492409166665
587,32.951643,5.327645643333332
588,32.942758000000005,5.336796409444443
589,32.949323,5.345948999166666
590,32.968539,5.355106926666666
591,33.003975,5.364274697499999
592,32.981190999999995,5.373436139444443
593,32.97203699999999,5.38259503861111
594,32.946217,5.391746765555554
595,32.961232,5.400902663333333
596,32.985485,5.410065298055556
597,33.026228,5.419239250277777
598,33.080292,5.428428220277777
599,33.059447,5.437611399999999
600,33.05529,5.446793424999999
601,33.019584,5.455965531666666
602,33.03326,5.465141437222222
603,33.04029,5.4743192955555555
604,33.060524,5.483502774444444
605,33.094842,5.492695786111111
606,33.080957999999995,5.50188494111111
607,33.047707,5.511064859722222
608,33.018428,5.520236645277778
609,33.024739000000004,5.5294101838888885
610,33.026811,5.5385842980555555
611,33.053011,5.547765689999999
612,33.064774,5.556950349444444
613,33.085487,5.566140762499999
614,33.098601,5.575334818333333
615,33.079303,5.58452351361111
616,33.135615,5.59372785111111
617,33.106103000000004,5.602923990833332
618,33.094848,5.612117004166666
619,33.096839,5.621310570555555
620,33.093058,5.630503086666666
621,33.118119,5.639702564166665
622,33.083597000000005,5.648892452222221
623,33.045553,5.658071772499999
624,33.023347,5.667244924444443
625,33.005215,5.67641303972222
626,32.995613,5.685578487777776
627,32.995667999999995,5.694743951111109
628,33.008934,5.703913099444443
629,33.001083,5.713080066944443
630,32.981813,5.722241681666665
631,32.989452,5.731405418333332
632,33.042778,5.740583967777776
633,33.07434,5.749771284444442
634,33.096924,5.758964874444443
635,33.097203,5.768158541944443
636,33.079778,5.777347369166665
637,33.074985,5.786534864999998
638,33.064182,5.795719359999998
639,33.054496,5.804901164444442
640,33.073031,5.814088117499998
641,33.10396,5.823283661944442
642,33.020855000000005,5.832456121666664
643,33.043822,5.841634961111109
644,33.037266,5.850811979444442
645,33.038675000000005,5.859989389166664
646,33.053332000000005,5.869170870277775
647,33.06639,5.878355978611109
648,33.080305,5.887544952222219
649,33.079589,5.896733726944442
650,33.113604,5.9059319502777745
651,33.050947,5.915112768888886
652,33.115798000000005,5.9243116016666635
653,33.090785000000004,5.933503486388886
654,33.081441,5.942692775555551
655,33.125352,5.951894262222218
656,33.084289,5.961084342499995
657,33.071322,5.970270820833329
658,33.100966,5.979465533611107
659,33.135347,5.988669796666662
660,33.108326999999996,5.997866554166663
661,33.094692,6.007059524166663
662,33.102858999999995,6.016254762777773
663,33.090112,6.0254464605555516
664,33.09558,6.034639677222218
665,33.070096,6.043825814999996
666,33.090115,6.053017513611107
667,33.138059999999996,6.062222530277774
668,33.10815,6.071419238611107
669,33.093503,6.08061187833333
670,33.075911999999995,6.089799631666663
671,33.103752,6.098995118333329
672,33.081985,6.108184558611107
673,33.081152,6.117373767499996
674,33.101046000000004,6.126568502499996
675,33.075713,6.135756200555551
676,33.052938000000005,6.144937572222218
677,33.053287,6.154119040833328
678,33.030267,6.163294114999995
679,33.165617,6.172506786388883
680,33.681449,6.181862744444439
681,33.648926,6.191209668333328
682,33.69096699999999,6.200568270277772
683,33.7409,6.209940742499994
684,33.715199,6.21930607555555
685,33.713451,6.2286709230555495
686,33.717000999999996,6.238036756666661
687,33.695941,6.247396740277773
688,33.706911999999996,6.256759771388884
689,33.560785,6.266082211666662
690,33.050852,6.275263003888885
691,33.095169,6.284456106388885
692,33.035818,6.2936327224999955
693,32.995382,6.302798106388885
694,32.994057999999995,6.311963122499996
695,33.008571,6.321132169999996
696,33.053285,6.330313638055552
697,33.038992,6.33949113583333
698,33.057213000000004,6.348673694999997
699,33.105696,6.357869721666663
700,33.13086,6.36707273833333
701,33.136775,6.376277398055552
702,33.180402,6.385494176388886
703,33.204334,6.3947176024999965
704,33.212587,6.403943321111108
705,33.239784,6.413176594444441
706,33.242542,6.4224106338888864
707,33.231279,6.431641544722219
708,33.224555,6.440870587777775
709,33.176323,6.450086233055552
710,33.173102,6.459300983611109
711,33.163455,6.4685130544444425
712,33.115339999999996,6.477711759999998
713,33.116407,6.486910761944443
714,33.117715,6.496110127222221
715,33.086297,6.505300765277776
716,33.058252,6.514483613055554
717,33.055698,6.523665751388887
718,33.035487,6.532842275555554
719,33.035038,6.542018675
720,33.016648,6.551189966111111
721,33.025604,6.560363744999999
722,33.014897,6.5695345497222215
723,32.977737999999995,6.5786950325
724,32.977221,6.587855371666667
725,33.01851799999999,6.597027182222223
726,32.989318,6.606190881666667
727,32.975224000000004,6.615350666111111
728,33.007690000000004,6.624519468888889
729,33.034436,6.633695701111112
730,33.068754,6.6428814661111115
731,33.019683,6.652053600277778
732,33.019271999999994,6.661225620277778
733,33.018374,6.670397390833334
734,33.025317,6.6795710900000005
735,33.018491999999995,6.688742893333334
736,33.012592,6.697913057777778
737,33.029193,6.70708783361111
738,32.995955,6.716253376666666
739,32.974555,6.725412975277777
740,32.964125,6.734569676666665
741,32.957370000000004,6.743724501666666
742,32.958397,6.752879611944443
743,32.957049,6.762034347777776
744,32.925674,6.771180368333332
745,32.907279,6.780321279166665
746,32.916322,6.789464701944443
747,32.907814,6.798605761388886
748,32.915416,6.807748932499997
749,32.917857000000005,6.816892781666665
750,32.926114999999996,6.826038924722219
751,32.946529000000005,6.835190738333331
752,32.962961,6.844347116388887
753,32.959421,6.853502511111109
754,32.95597,6.86265694722222
755,32.972813,6.871816061944442
756,32.964053,6.880972743333331
757,33.031662,6.890148204999998
758,33.019182,6.899320199999998
759,33.014326000000004,6.908490846111109
760,33.018003,6.917662513611109
761,33.022152999999996,6.926835333888888
762,32.998827,6.93600167472222
763,32.997218000000004,6.94516756861111
764,33.035892999999994,6.954344205555555
765,32.983202,6.96350620611111
766,32.986807,6.972669208055555
767,32.912915,6.981811684444444
768,32.949138,6.990964222777777
769,32.991618,7.000128561111111
770,32.970442999999996,7.009287017499998
771,32.947669000000005,7.0184391477777766
772,32.943948,7.027590244444443
773,32.931053,7.036737759166666
774,32.936518,7.045886791944443
775,32.956309999999995,7.055041322499999
776,32.973478,7.064200621944443
777,32.981871,7.073362252777777
778,32.974117,7.082521729722222
779,32.970745,7.0916802699999995
780,32.930595000000004,7.1008276575
781,32.924648999999995,7.109973393333333
782,32.931811,7.11912111861111
783,32.950906,7.128274148055555
784,32.979008,7.13743498361111
785,32.986908,7.14659801361111
786,32.98097,7.155759394166665
787,32.985466,7.164922023611109
788,32.998464,7.174088263611109
789,33.01104,7.183257996944443
790,33.032547,7.192433704444443
791,33.057914,7.201616458333332
792,33.05707,7.210798977777776
793,33.052165,7.2199801347222206
794,33.028839999999995,7.229154812499998
795,33.009163,7.238324024444442
796,33.004946000000004,7.247492064999998
797,33.011968,7.256662056111108
798,33.009413,7.265831337499997
799,32.946038,7.274983014722219
800,32.944072999999996,7.284134146111108
801,32.961057999999994,7.293289995555552
802,32.946235,7.302441727499996
803,32.985099000000005,7.311604254999997
804,32.939762,7.320754188888887
805,32.947751,7.329906341944442
806,32.942815,7.339057123888886
807,32.942623,7.348207852499996
808,32.946633999999996,7.357359695277775
809,32.946743999999995,7.366511568611108
810,32.94747,7.375663643611108
811,32.913539,7.38480629333333
812,32.929275000000004,7.393953314166663
813,32.938658000000004,7.403102941388886
814,32.97985,7.412264010833329
815,32.998436,7.4214302430555525
816,33.003016,7.430597747499997
817,33.007951,7.439766622777774
818,33.06474,7.448951272777775
819,33.143388,7.458157769444441
820,33.163647,7.467369893611108
821,33.231811,7.47660095222222
822,33.240114,7.48583431722222
823,33.200178,7.495056588888886
824,33.177242,7.504272489444443
825,33.209934999999994,7.513497471388886
826,33.201945,7.5227202338888866
827,33.211231,7.531945575833332
828,33.155007,7.541155299999998
829,33.102779000000005,7.550350516388887
830,33.129323,7.55955310611111
831,33.080768,7.568742208333332
832,33.08106900000001,7.577931394166665
833,33.090683,7.587123250555554
834,33.107487,7.596319774722221
835,33.118676,7.605519406944443
836,33.134146,7.614723336388887
837,33.135947,7.623927766111109
838,33.130182,7.6331305944444425
839,33.117611,7.6423299308333315
840,33.122123,7.651530520555554
841,33.108391000000005,7.660727295833333
842,33.105761,7.669923340555554
843,33.09557,7.679116554444444
844,33.070927000000005,7.688302923055555
845,33.051998,7.6974840336111106
846,33.048325,7.706664123888888
847,33.033951,7.715840221388889
848,33.017892,7.725011858055555
849,33.049116999999995,7.734192168333332
850,33.034608999999996,7.743368448611109
851,33.030985,7.752543722222221
852,33.035141,7.761720150277777
853,33.033551,7.770896136666666
854,33.026817,7.7800702525
855,33.029733,7.789245178333333
856,33.028150000000004,7.7984196644444435
857,33.043483,7.807598409722222
858,33.05266,7.816779704166667
859,33.062603,7.825963760555555
860,33.035389,7.835140257499999
861,33.045479,7.844319557222222
862,33.044802000000004,7.853498668888888
863,33.036072999999995,7.862675355833333
864,33.11065,7.871872758611111
865,33.093154000000006,7.881065301388888
866,33.097035000000005,7.890258922222221
867,33.091816,7.899451093333331
868,33.094337,7.90864396472222
869,33.096877,7.917837541666665
870,33.098555,7.92703158472222
871,33.093757,7.936224294999998
872,33.100334000000004,7.945418832222219
