training_iteration,number_of_agents_mean,number_of_airports_mean,malfunction_rate_mean,number_of_initial_cargo_mean,dynamic_cargo_generated_mean
926,3.0,4.0,0.0,4.0,2.0
927,3.0,4.0,0.0,4.0,2.0
928,3.0,4.0,0.0,4.0,2.0
929,3.0,4.0,0.0,4.0,2.0
930,3.0,4.0,0.0,4.0,2.0
931,3.0,4.0,0.0,4.0,2.0
932,3.0,4.0,0.0,4.0,2.0
933,3.0,4.0,0.0,4.0,2.0
934,3.0,4.0,0.0,4.0,2.0
935,3.0,4.0,0.0,4.0,2.0
936,3.0,4.0,0.0,4.0,2.0
937,3.0,4.0,0.0,4.0,2.0
938,3.0,4.0,0.0,4.0,2.0
939,3.0,4.0,0.0,4.0,2.0
940,3.0,4.0,0.0,4.0,2.0
941,3.0,4.0,0.0,4.0,2.0
942,3.0,4.0,0.0,4.0,2.0
943,3.0,4.0,0.0,4.0,2.0
944,3.0,4.0,0.0,4.0,2.0
945,3.0,4.0,0.0,4.0,2.0
946,3.0,4.0,0.0,4.0,2.0
947,3.0,4.0,0.0,4.0,2.0
948,3.0,4.0,0.0,4.0,2.0
949,3.0,4.0,0.0,4.0,2.0
950,3.0,4.0,0.0,4.0,1.99
951,3.0,4.0,0.0,4.0,1.99
952,3.0,4.0,0.0,4.0,1.99
953,3.0,4.0,0.0,4.0,1.99
954,3.0,4.0,0.0,4.0,2.0
955,3.0,4.0,0.0,4.0,2.0
956,3.0,4.0,0.0,4.0,2.0
957,3.0,4.0,0.0,4.0,2.0
958,3.0,4.0,0.0,4.0,2.01
959,3.0,4.0,0.0,4.0,2.02
960,3.0,4.0,0.0,4.0,2.03
961,3.0,4.0,0.0,4.0,2.03
962,3.0,4.0,0.0,4.0,2.04
963,3.0,4.0,0.0,4.0,2.05
964,3.0,4.0,0.0,4.0,2.05
965,3.0,4.0,0.0,4.0,2.04
966,3.0,4.0,0.0,4.0,2.04
967,3.0,4.0,0.0,4.0,2.07
968,3.0,4.0,0.0,4.0,2.09
969,3.0,4.0,0.0,4.0,2.14
970,3.0,4.0,0.0,4.0,2.15
971,3.0,4.0,0.0,4.0,2.18
972,3.0,4.0,0.0,4.0,2.2
973,3.0,4.0,0.0,4.0,2.21
974,3.0,4.0,0.0,4.0,2.22
975,3.0,4.0,0.0,4.0,2.23
976,3.0,4.0,0.0,4.0,2.25
977,3.0,4.0,0.0,4.0,2.28
978,3.0,4.0,0.0,4.0,2.28
979,3.0,4.0,0.0,4.0,2.3
980,3.0,4.0,0.0,4.0,2.32
981,3.0,4.0,0.0,4.0,2.33
982,3.0,4.0,0.0,4.0,2.33
983,3.0,4.0,0.0,4.0,2.38
984,3.0,4.0,0.0,4.0,2.38
985,3.0,4.0,0.0,4.0,2.4
986,3.0,4.0,0.0,4.0,2.42
987,3.0,4.0,0.0,4.0,2.43
988,3.0,4.0,0.0,4.0,2.46
989,3.0,4.0,0.0,4.0,2.47
990,3.0,4.0,0.0,4.0,2.48
991,3.0,4.0,0.0,4.0,2.48
992,3.0,4.0,0.0,4.0,2.49
993,3.0,4.0,0.0,4.0,2.53
994,3.0,4.0,0.0,4.0,2.53
995,3.0,4.0,0.0,4.0,2.54
996,3.0,4.0,0.0,4.0,2.55
997,3.0,4.0,0.0,4.0,2.56
998,3.0,4.0,0.0,4.0,2.61
999,3.0,4.0,0.0,4.0,2.65
1000,3.0,4.0,0.0,4.0,2.66
1001,3.0,4.0,0.0,4.0,2.67
1002,3.0,4.0,0.0,4.0,2.7
1003,3.0,4.0,0.0,4.0,2.72
1004,3.0,4.0,0.0,4.0,2.73
1005,3.0,4.0,0.0,4.0,2.75
1006,3.0,4.0,0.0,4.0,2.77
1007,3.0,4.0,0.0,4.0,2.8
1008,3.0,4.0,0.0,4.0,2.81
1009,3.0,4.0,0.0,4.0,2.82
1010,3.0,4.0,0.0,4.0,2.82
1011,3.0,4.0,0.0,4.0,2.84
1012,3.0,4.0,0.0,4.0,2.86
1013,3.0,4.0,0.0,4.0,2.87
1014,3.0,4.0,0.0,4.0,2.89
1015,3.0,4.0,0.0,4.0,2.9
1016,3.0,4.0,0.0,4.0,2.92
1017,3.0,4.0,0.0,4.0,2.92
1018,3.0,4.0,0.0,4.0,2.93
1019,3.0,4.0,0.0,4.0,2.94
1020,3.0,4.0,0.0,4.0,2.94
1021,3.0,4.0,0.0,4.0,2.94
1022,3.0,4.0,0.0,4.0,2.94
1023,3.0,4.0,0.0,4.0,2.94
1024,3.0,4.0,0.0,4.0,2.94
1025,3.0,4.0,0.0,4.0,2.94
1026,3.0,4.0,0.0,4.0,2.94
1027,3.0,4.0,0.0,4.0,2.94
1028,3.0,4.0,0.0,4.0,2.94
1029,3.0,4.0,0.0,4.0,2.94
1030,3.0,4.0,0.0,4.0,2.94
1031,3.0,4.0,0.0,4.0,2.94
1032,3.0,4.0,0.0,4.0,2.94
1033,3.0,4.0,0.0,4.0,2.94
1034,3.0,4.0,0.0,4.0,2.94
1035,3.0,4.0,0.0,4.0,2.94
1036,3.0,4.0,0.0,4.0,2.95
1037,3.0,4.0,0.0,4.0,2.95
1038,3.0,4.0,0.0,4.0,2.95
1039,3.0,4.0,0.0,4.0,2.95
1040,3.0,4.0,0.0,4.0,2.95
1041,3.0,4.0,0.0,4.0,2.95
1042,3.0,4.0,0.0,4.0,2.95
1043,3.0,4.0,0.0,4.0,2.95
1044,3.0,4.0,0.0,4.0,2.95
1045,3.0,4.0,0.0,4.0,2.96
1046,3.0,4.0,0.0,4.0,2.96
1047,3.0,4.0,0.0,4.0,2.96
1048,3.0,4.0,0.0,4.0,2.96
1049,3.0,4.0,0.0,4.0,2.96
1050,3.0,4.0,0.0,4.0,2.96
1051,3.0,4.0,0.0,4.0,2.97
1052,3.0,4.0,0.0,4.0,2.98
1053,3.0,4.0,0.0,4.0,2.98
1054,3.0,4.0,0.0,4.0,2.98
1055,3.0,4.0,0.0,4.0,2.98
1056,3.0,4.0,0.0,4.0,2.98
1057,3.0,4.0,0.0,4.0,2.98
1058,3.0,4.0,0.0,4.0,2.98
1059,3.0,4.0,0.0,4.0,2.98
1060,3.0,4.0,0.0,4.0,2.98
1061,3.0,4.0,0.0,4.0,2.98
1062,3.0,4.0,0.0,4.0,2.98
1063,3.0,4.0,0.0,4.0,2.98
1064,3.0,4.0,0.0,4.0,2.98
1065,3.0,4.0,0.0,4.0,2.98
1066,3.0,4.0,0.0,4.0,2.98
1067,3.0,4.0,0.0,4.0,2.98
1068,3.0,4.0,0.0,4.0,2.97
1069,3.0,4.0,0.0,4.0,2.97
1070,3.0,4.0,0.0,4.0,2.97
1071,3.0,4.0,0.0,4.0,2.97
1072,3.0,4.0,0.0,4.0,2.98
1073,3.0,4.0,0.0,4.0,2.99
1074,3.0,4.0,0.0,4.0,2.99
1075,3.0,4.0,0.0,4.0,2.99
1076,3.0,4.0,0.0,4.0,2.99
1077,3.0,4.0,0.0,4.0,2.98
1078,3.0,4.0,0.0,4.0,2.98
1079,3.0,4.0,0.0,4.0,2.98
1080,3.0,4.0,0.0,4.0,2.98
1081,3.0,4.0,0.0,4.0,2.97
1082,3.0,4.0,0.0,4.0,2.97
1083,3.0,4.0,0.0,4.0,2.97
1084,3.0,4.0,0.0,4.0,2.97
1085,3.0,4.0,0.0,4.0,2.97
1086,3.0,4.0,0.0,4.0,2.97
1087,3.0,4.0,0.0,4.0,2.97
1088,3.0,4.0,0.0,4.0,2.97
1089,3.0,4.0,0.0,4.0,2.97
1090,3.0,4.0,0.0,4.0,2.97
1091,3.0,4.0,0.0,4.0,2.97
1092,3.0,4.0,0.0,4.0,2.96
1093,3.0,4.0,0.0,4.0,2.96
1094,3.0,4.0,0.0,4.0,2.95
1095,3.0,4.0,0.0,4.0,2.93
1096,3.0,4.0,0.0,4.0,2.93
1097,3.0,4.0,0.0,4.0,2.91
1098,3.0,4.0,0.0,4.0,2.91
1099,3.0,4.0,0.0,4.0,2.91
1100,3.0,4.0,0.0,4.0,2.91
1101,3.0,4.0,0.0,4.0,2.91
1102,3.0,4.0,0.0,4.0,2.91
1103,3.0,4.0,0.0,4.0,2.9
1104,3.0,4.0,0.0,4.0,2.89
1105,3.0,4.0,0.0,4.0,2.89
1106,3.0,4.0,0.0,4.0,2.89
1107,3.0,4.0,0.0,4.0,2.89
1108,3.0,4.0,0.0,4.0,2.89
1109,3.0,4.0,0.0,4.0,2.89
1110,3.0,4.0,0.0,4.0,2.89
1111,3.0,4.0,0.0,4.0,2.89
1112,3.0,4.0,0.0,4.0,2.89
1113,3.0,4.0,0.0,4.0,2.89
1114,3.0,4.0,0.0,4.0,2.89
1115,3.0,4.0,0.0,4.0,2.89
1116,3.0,4.0,0.0,4.0,2.89
1117,3.0,4.0,0.0,4.0,2.89
1118,3.0,4.0,0.0,4.0,2.89
1119,3.0,4.0,0.0,4.0,2.89
1120,3.0,4.0,0.0,4.0,2.89
1121,3.0,4.0,0.0,4.0,2.89
1122,3.0,4.0,0.0,4.0,2.9
1123,3.0,4.0,0.0,4.0,2.9
1124,3.0,4.0,0.0,4.0,2.9
1125,3.0,4.0,0.0,4.0,2.9
1126,3.0,4.0,0.0,4.0,2.9
1127,3.0,4.0,0.0,4.0,2.89
1128,3.0,4.0,0.0,4.0,2.89
1129,3.0,4.0,0.0,4.0,2.89
1130,3.0,4.0,0.0,4.0,2.88
1131,3.0,4.0,0.0,4.0,2.89
1132,3.0,4.0,0.0,4.0,2.89
1133,3.0,4.0,0.0,4.0,2.9
1134,3.0,4.0,0.0,4.0,2.9
1135,3.0,4.0,0.0,4.0,2.9
1136,3.0,4.0,0.0,4.0,2.9
1137,3.0,4.0,0.0,4.0,2.9
1138,3.0,4.0,0.0,4.0,2.9
1139,3.0,4.0,0.0,4.0,2.9
1140,3.0,4.0,0.0,4.0,2.9
1141,3.0,4.0,0.0,4.0,2.91
1142,3.0,4.0,0.0,4.0,2.91
1143,3.0,4.0,0.0,4.0,2.92
1144,3.0,4.0,0.0,4.0,2.94
1145,3.0,4.0,0.0,4.0,2.94
1146,3.0,4.0,0.0,4.0,2.96
1147,3.0,4.0,0.0,4.0,2.93
1148,3.0,4.0,0.0,4.0,2.93
1149,3.0,4.0,0.0,4.0,2.93
1150,3.0,4.0,0.0,4.0,2.93
1151,3.0,4.0,0.0,4.0,2.94
1152,3.0,4.0,0.0,4.0,2.95
1153,3.0,4.0,0.0,4.0,2.95
1154,3.0,4.0,0.0,4.0,2.95
1155,3.0,4.0,0.0,4.0,2.95
1156,3.0,4.0,0.0,4.0,2.95
1157,3.0,4.0,0.0,4.0,2.95
1158,3.0,4.0,0.0,4.0,2.95
1159,3.0,4.0,0.0,4.0,2.95
1160,3.0,4.0,0.0,4.0,2.95
1161,3.0,4.0,0.0,4.0,2.95
1162,3.0,4.0,0.0,4.0,2.95
1163,3.0,4.0,0.0,4.0,2.95
1164,3.0,4.0,0.0,4.0,2.95
1165,3.0,4.0,0.0,4.0,2.95
1166,3.0,4.0,0.0,4.0,2.95
1167,3.0,4.0,0.0,4.01,2.94
1168,3.0,4.0,0.0,4.02,2.92
1169,3.0,4.0,0.0,4.03,2.92
1170,3.0,4.0,0.0,4.04,2.92
1171,3.0,4.0,0.0,4.05,2.92
1172,3.0,4.0,0.0,4.06,2.92
1173,3.0,4.0,0.0,4.07,2.92
1174,3.0,4.0,0.0,4.07,2.91
1175,3.0,4.0,0.0,4.09,2.91
1176,3.0,4.0,0.0,4.11,2.91
1177,3.0,4.0,0.0,4.13,2.91
1178,3.0,4.0,0.0,4.16,2.91
1179,3.0,4.0,0.0,4.17,2.91
1180,3.0,4.0,0.0,4.2,2.93
1181,3.0,4.0,0.0,4.23,2.92
1182,3.0,4.0,0.0,4.24,2.92
1183,3.0,4.0,0.0,4.28,2.91
1184,3.0,4.0,0.0,4.31,2.91
1185,3.0,4.0,0.0,4.31,2.91
1186,3.0,4.0,0.0,4.32,2.91
1187,3.0,4.0,0.0,4.32,2.91
1188,3.0,4.0,0.0,4.34,2.91
1189,3.0,4.0,0.0,4.37,2.91
1190,3.0,4.0,0.0,4.41,2.9
1191,3.0,4.0,0.0,4.44,2.9
1192,3.0,4.0,0.0,4.45,2.9
1193,3.0,4.0,0.0,4.48,2.9
1194,3.0,4.0,0.0,4.49,2.9
1195,3.0,4.0,0.0,4.52,2.9
1196,3.0,4.0,0.0,4.55,2.9
1197,3.0,4.0,0.0,4.58,2.93
1198,3.0,4.0,0.0,4.62,2.93
1199,3.0,4.0,0.0,4.64,2.93
1200,3.0,4.0,0.0,4.68,2.93
1201,3.0,4.0,0.0,4.69,2.93
1202,3.0,4.0,0.0,4.69,2.93
1203,3.0,4.0,0.0,4.72,2.93
1204,3.0,4.0,0.0,4.73,2.93
1205,3.0,4.0,0.0,4.74,2.93
1206,3.0,4.0,0.0,4.76,2.93
1207,3.0,4.0,0.0,4.77,2.93
1208,3.0,4.0,0.0,4.8,2.93
1209,3.0,4.0,0.0,4.83,2.93
1210,3.0,4.0,0.0,4.85,2.93
1211,3.0,4.0,0.0,4.86,2.93
1212,3.0,4.0,0.0,4.89,2.93
1213,3.0,4.0,0.0,4.9,2.93
1214,3.0,4.0,0.0,4.91,2.93
1215,3.0,4.0,0.0,4.92,2.94
1216,3.0,4.0,0.0,4.92,2.94
1217,3.0,4.0,0.0,4.92,2.94
1218,3.0,4.0,0.0,4.93,2.96
1219,3.0,4.0,0.0,4.94,2.95
1220,3.0,4.0,0.0,4.95,2.95
1221,3.0,4.0,0.0,4.98,2.95
1222,3.0,4.0,0.0,4.99,2.96
1223,3.0,4.0,0.0,4.99,2.95
1224,3.0,4.0,0.0,4.99,2.95
1225,3.0,4.0,0.0,4.99,2.95
1226,3.0,4.0,0.0,4.99,2.95
1227,3.0,4.0,0.0,4.99,2.95
1228,3.0,4.0,0.0,4.99,2.94
1229,3.0,4.0,0.0,4.99,2.94
1230,3.0,4.0,0.0,5.0,2.95
1231,3.0,4.0,0.0,5.0,2.95
1232,3.0,4.0,0.0,5.0,2.96
1233,3.0,4.0,0.0,5.0,2.96
1234,3.0,4.0,0.0,5.0,2.96
1235,3.0,4.0,0.0,5.0,2.96
1236,3.0,4.0,0.0,5.0,2.96
1237,3.0,4.0,0.0,5.0,2.96
1238,3.0,4.0,0.0,5.0,2.96
1239,3.0,4.0,0.0,5.0,2.97
1240,3.0,4.0,0.0,5.0,2.97
1241,3.0,4.0,0.0,5.0,2.97
1242,3.0,4.0,0.0,5.0,2.97
1243,3.0,4.0,0.0,5.0,2.97
1244,3.0,4.0,0.0,5.0,2.97
1245,3.0,4.0,0.0,5.0,2.97
1246,3.0,4.0,0.0,5.0,2.97
1247,3.0,4.0,0.0,5.0,2.97
1248,3.0,4.0,0.0,5.0,2.97
1249,3.0,4.0,0.0,5.0,2.97
1250,3.0,4.0,0.0,5.0,2.97
1251,3.0,4.0,0.0,5.0,2.97
1252,3.0,4.0,0.0,5.0,2.97
1253,3.0,4.0,0.0,5.0,2.97
1254,3.0,4.0,0.0,5.0,2.97
1255,3.0,4.0,0.0,5.0,2.97
1256,3.0,4.0,0.0,5.0,2.97
1257,3.0,4.0,0.0,5.0,2.97
1258,3.0,4.0,0.0,5.0,2.97
1259,3.0,4.0,0.0,5.0,2.97
1260,3.0,4.0,0.0,5.0,2.97
1261,3.0,4.0,0.0,5.0,2.97
1262,3.0,4.0,0.0,5.0,2.97
1263,3.0,4.0,0.0,5.0,2.97
1264,3.0,4.0,0.0,5.0,2.98
1265,3.0,4.0,0.0,5.0,2.98
1266,3.0,4.0,0.0,5.0,2.98
1267,3.0,4.0,0.0,5.0,2.98
1268,3.0,4.0,0.0,5.0,2.98
1269,3.0,4.0,0.0,5.0,2.98
1270,3.0,4.0,0.0,5.0,2.99
1271,3.0,4.0,0.0,5.0,2.99
1272,3.0,4.0,0.0,5.0,3.0
1273,3.0,4.0,0.0,5.0,3.0
1274,3.0,4.0,0.0,5.0,3.0
1275,3.0,4.0,0.0,5.0,3.0
1276,3.0,4.0,0.0,5.0,3.0
1277,3.0,4.0,0.0,5.0,3.0
1278,3.0,4.0,0.0,5.0,3.0
1279,3.0,4.0,0.0,5.0,3.0
1280,3.0,4.0,0.0,5.0,3.0
1281,3.0,4.0,0.0,5.0,3.0
1282,3.0,4.0,0.0,5.0,3.0
1283,3.0,4.0,0.0,5.0,3.0
1284,3.0,4.0,0.0,5.0,3.0
1285,3.0,4.0,0.0,5.0,3.0
1286,3.0,4.0,0.0,5.0,3.0
1287,3.0,4.0,0.0,5.0,3.0
1288,3.0,4.0,0.0,5.0,3.0
1289,3.0,4.0,0.0,5.0,3.0
1290,3.0,4.0,0.0,5.0,3.0
1291,3.0,4.0,0.0,5.0,3.0
1292,3.0,4.0,0.0,5.0,3.0
1293,3.0,4.0,0.0,5.0,3.0
1294,3.0,4.0,0.0,5.0,3.0
1295,3.0,4.0,0.0,5.0,3.0
1296,3.0,4.0,0.0,5.0,3.0
1297,3.0,4.0,0.0,5.0,3.0
1298,3.0,4.0,0.0,5.0,2.99
1299,3.0,4.0,0.0,5.0,2.99
1300,3.0,4.0,0.0,5.0,2.99
1301,3.0,4.0,0.0,5.0,2.99
1302,3.0,4.0,0.0,5.0,2.99
1303,3.0,4.0,0.0,5.0,2.99
1304,3.0,4.0,0.0,5.0,2.99
1305,3.0,4.0,0.0,5.0,2.99
1306,3.0,4.0,0.0,5.0,2.99
1307,3.0,4.0,0.0,5.0,2.99
1308,3.0,4.0,0.0,5.0,2.99
1309,3.0,4.0,0.0,5.0,2.99
1310,3.0,4.0,0.0,5.0,2.99
1311,3.0,4.0,0.0,5.0,2.99
1312,3.0,4.0,0.0,5.0,2.99
1313,3.0,4.0,0.0,5.0,2.99
1314,3.0,4.0,0.0,5.0,2.99
1315,3.0,4.0,0.0,5.0,2.99
1316,3.0,4.0,0.0,5.0,2.99
1317,3.0,4.0,0.0,5.0,2.99
1318,3.0,4.0,0.0,5.0,2.99
1319,3.0,4.0,0.0,5.0,2.99
1320,3.0,4.0,0.0,5.0,2.99
1321,3.0,4.0,0.0,5.0,2.99
1322,3.0,4.0,0.0,5.0,2.99
1323,3.0,4.0,0.0,5.0,2.99
1324,3.0,4.0,0.0,5.0,2.99
1325,3.0,4.0,0.0,5.0,2.99
1326,3.0,4.0,0.0,5.0,2.99
1327,3.0,4.0,0.0,5.0,2.99
1328,3.0,4.0,0.0,5.0,2.99
1329,3.0,4.0,0.0,5.0,2.99
1330,3.0,4.0,0.0,5.0,2.99
1331,3.0,4.0,0.0,5.0,2.99
1332,3.0,4.0,0.0,5.0,2.99
1333,3.0,4.0,0.0,5.0,2.99
1334,3.0,4.0,0.0,5.0,2.99
1335,3.0,4.0,0.0,5.0,2.99
1336,3.0,4.0,0.0,5.0,2.99
1337,3.0,4.0,0.0,5.0,2.99
1338,3.0,4.0,0.0,5.0,2.99
1339,3.0,4.0,0.0,5.0,2.99
1340,3.0,4.0,0.0,5.0,2.99
1341,3.0,4.0,0.0,5.0,2.99
1342,3.0,4.0,0.0,5.0,2.99
1343,3.0,4.0,0.0,5.0,2.99
1344,3.0,4.0,0.0,5.0,2.99
1345,3.0,4.0,0.0,5.0,2.99
1346,3.0,4.0,0.0,5.0,3.0
1347,3.0,4.0,0.0,5.0,3.0
1348,3.0,4.0,0.0,5.0,3.0
1349,3.0,4.0,0.0,5.0,3.0
1350,3.0,4.0,0.0,5.0,3.0
1351,3.0,4.0,0.0,5.0,3.0
1352,3.0,4.0,0.0,5.0,3.0
1353,3.0,4.0,0.0,5.0,3.0
1354,3.0,4.0,0.0,5.0,2.99
1355,3.0,4.0,0.0,5.0,2.99
1356,3.0,4.0,0.0,5.0,2.99
1357,3.0,4.0,0.0,5.0,2.99
1358,3.0,4.0,0.0,5.0,2.99
1359,3.0,4.0,0.0,5.0,2.99
1360,3.0,4.0,0.0,5.0,2.99
1361,3.0,4.0,0.0,5.0,2.99
1362,3.0,4.0,0.0,5.0,2.99
1363,3.0,4.0,0.0,5.0,2.99
1364,3.0,4.0,0.0,5.0,2.99
1365,3.0,4.0,0.0,5.0,2.99
1366,3.0,4.0,0.0,5.0,2.99
1367,3.0,4.0,0.0,5.0,2.99
1368,3.0,4.0,0.0,5.0,2.99
1369,3.0,4.0,0.0,5.0,2.99
1370,3.0,4.0,0.0,5.0,2.98
1371,3.0,4.0,0.0,5.0,2.98
1372,3.0,4.0,0.0,5.0,2.98
1373,3.0,4.0,0.0,5.0,2.98
1374,3.0,4.0,0.0,5.0,2.98
1375,3.0,4.0,0.0,5.0,2.98
1376,3.0,4.0,0.0,5.0,2.98
1377,3.0,4.0,0.0,5.0,2.98
1378,3.0,4.0,0.0,5.0,2.98
1379,3.0,4.0,0.0,5.0,2.98
1380,3.0,4.0,0.0,5.0,2.98
1381,3.0,4.0,0.0,5.0,2.98
1382,3.0,4.0,0.0,5.0,2.98
1383,3.0,4.0,0.0,5.0,2.98
1384,3.0,4.0,0.0,5.0,2.98
1385,3.0,4.0,0.0,5.0,2.98
1386,3.0,4.0,0.0,5.0,2.98
1387,3.0,4.0,0.0,5.0,2.98
1388,3.0,4.0,0.0,5.0,2.98
1389,3.0,4.0,0.0,5.0,2.98
1390,3.0,4.0,0.0,5.0,2.98
1391,3.0,4.0,0.0,5.0,2.98
1392,3.0,4.0,0.0,5.0,2.98
1393,3.0,4.0,0.0,5.0,2.98
1394,3.0,4.0,0.0,5.0,2.98
1395,3.0,4.0,0.0,5.0,2.98
1396,3.0,4.0,0.0,5.0,2.97
1397,3.0,4.0,0.0,5.0,2.97
1398,3.0,4.0,0.0,5.0,2.97
1399,3.0,4.0,0.0,5.0,2.97
1400,3.0,4.0,0.0,5.0,2.97
1401,3.0,4.0,0.0,5.0,2.97
1402,3.01,4.01,0.0,5.0,2.99
1403,3.01,4.01,0.0,5.0,2.99
1404,3.01,4.01,0.0,5.0,2.99
1405,3.01,4.01,0.0,5.0,2.99
1406,3.03,4.03,0.0,5.0,3.01
1407,3.04,4.04,0.0,5.0,3.02
1408,3.06,4.06,0.0,5.0,3.04
1409,3.07,4.07,0.0,5.0,3.05
1410,3.09,4.09,0.0,5.0,3.07
1411,3.11,4.11,0.0,5.0,3.09
1412,3.11,4.11,0.0,5.0,3.09
1413,3.12,4.12,0.0,5.0,3.09
1414,3.13,4.13,0.0,5.0,3.1
1415,3.13,4.13,0.0,5.0,3.1
1416,3.16,4.16,0.0,5.0,3.12
1417,3.17,4.17,0.0,5.0,3.13
1418,3.17,4.17,0.0,5.0,3.13
1419,3.19,4.19,0.0,5.0,3.15
1420,3.22,4.22,0.0,5.0,3.18
1421,3.22,4.22,0.0,5.0,3.18
1422,3.24,4.24,0.0,5.0,3.18
1423,3.27,4.27,0.0,5.0,3.21
1424,3.28,4.28,0.0,5.0,3.22
1425,3.29,4.29,0.0,5.0,3.23
1426,3.31,4.31,0.0,5.0,3.26
1427,3.34,4.34,0.0,5.0,3.27
1428,3.36,4.36,0.0,5.0,3.29
1429,3.38,4.38,0.0,5.0,3.31
1430,3.4,4.4,0.0,5.0,3.33
1431,3.41,4.41,0.0,5.0,3.34
1432,3.41,4.41,0.0,5.0,3.34
1433,3.41,4.41,0.0,5.0,3.34
1434,3.43,4.43,0.0,5.0,3.36
1435,3.47,4.47,0.0,5.0,3.4
1436,3.48,4.48,0.0,5.0,3.41
1437,3.5,4.5,0.0,5.0,3.43
1438,3.53,4.53,0.0,5.0,3.46
1439,3.56,4.56,0.0,5.0,3.48
1440,3.62,4.62,0.0,5.0,3.54
1441,3.63,4.63,0.0,5.0,3.55
1442,3.63,4.63,0.0,5.0,3.55
1443,3.63,4.63,0.0,5.0,3.55
1444,3.66,4.66,0.0,5.0,3.58
1445,3.69,4.69,0.0,5.0,3.61
1446,3.7,4.7,0.0,5.0,3.62
1447,3.71,4.71,0.0,5.0,3.63
1448,3.74,4.74,0.0,5.0,3.66
1449,3.75,4.75,0.0,5.0,3.67
1450,3.79,4.79,0.0,5.0,3.71
1451,3.82,4.82,0.0,5.0,3.75
1452,3.83,4.83,0.0,5.0,3.76
1453,3.84,4.84,0.0,5.0,3.77
1454,3.85,4.85,0.0,5.0,3.78
1455,3.89,4.89,0.0,5.0,3.82
1456,3.89,4.89,0.0,5.0,3.82
1457,3.9,4.9,0.0,5.0,3.83
1458,3.92,4.92,0.0,5.0,3.84
1459,3.93,4.93,0.0,5.0,3.85
1460,3.95,4.95,0.0,5.0,3.87
1461,3.96,4.96,0.0,5.0,3.88
1462,3.97,4.97,0.0,5.0,3.89
1463,3.98,4.98,0.0,5.0,3.9
1464,3.98,4.98,0.0,5.0,3.9
1465,3.98,4.98,0.0,5.0,3.9
1466,3.98,4.98,0.0,5.0,3.9
1467,3.98,4.98,0.0,5.0,3.9
1468,3.98,4.98,0.0,5.0,3.9
1469,3.99,4.99,0.0,5.0,3.92
1470,4.0,5.0,0.0,5.0,3.93
1471,4.0,5.0,0.0,5.0,3.93
1472,4.0,5.0,0.0,5.0,3.93
1473,4.0,5.0,0.0,5.0,3.93
1474,4.0,5.0,0.0,5.0,3.92
1475,4.0,5.0,0.0,5.0,3.91
1476,4.0,5.0,0.0,5.0,3.91
1477,4.0,5.0,0.0,5.0,3.93
1478,4.0,5.0,0.0,5.0,3.93
1479,4.0,5.0,0.0,5.0,3.93
1480,4.0,5.0,0.0,5.0,3.93
1481,4.0,5.0,0.0,5.0,3.93
1482,4.0,5.0,0.0,5.0,3.95
1483,4.0,5.0,0.0,5.0,3.95
1484,4.0,5.0,0.0,5.0,3.95
1485,4.0,5.0,0.0,5.0,3.95
1486,4.0,5.0,0.0,5.0,3.95
1487,4.0,5.0,0.0,5.0,3.95
1488,4.0,5.0,0.0,5.0,3.95
1489,4.0,5.0,0.0,5.0,3.95
1490,4.0,5.0,0.0,5.0,3.95
1491,4.0,5.0,0.0,5.0,3.95
1492,4.0,5.0,0.0,5.0,3.96
1493,4.0,5.0,0.0,5.0,3.96
1494,4.0,5.0,0.0,5.0,3.96
1495,4.0,5.0,0.0,5.0,3.96
1496,4.0,5.0,0.0,5.0,3.96
1497,4.0,5.0,0.0,5.0,3.96
1498,4.0,5.0,0.0,5.0,3.96
1499,4.0,5.0,0.0,5.0,3.96
1500,4.0,5.0,0.0,5.0,3.96
1501,4.0,5.0,0.0,5.0,3.96
1502,4.0,5.0,0.0,5.0,3.96
1503,4.0,5.0,0.0,5.0,3.94
1504,4.0,5.0,0.0,5.0,3.94
1505,4.0,5.0,0.0,5.0,3.94
1506,4.0,5.0,0.0,5.0,3.94
1507,4.0,5.0,0.0,5.0,3.94
1508,4.0,5.0,0.0,5.0,3.94
1509,4.0,5.0,0.0,5.0,3.94
1510,4.0,5.0,0.0,5.0,3.94
1511,4.0,5.0,0.0,5.0,3.94
1512,4.0,5.0,0.0,5.0,3.94
1513,4.0,5.0,0.0,5.0,3.95
1514,4.0,5.0,0.0,5.0,3.95
1515,4.0,5.0,0.0,5.0,3.95
1516,4.0,5.0,0.0,5.0,3.95
1517,4.0,5.0,0.0,5.0,3.95
1518,4.0,5.0,0.0,5.0,3.95
1519,4.0,5.0,0.0,5.0,3.95
1520,4.0,5.0,0.0,5.0,3.95
1521,4.0,5.0,0.0,5.0,3.95
1522,4.0,5.0,0.0,5.0,3.95
1523,4.0,5.0,0.0,5.0,3.95
1524,4.0,5.0,0.0,5.0,3.95
1525,4.0,5.0,0.0,5.0,3.96
1526,4.0,5.0,0.0,5.0,3.96
1527,4.0,5.0,0.0,5.0,3.96
1528,4.0,5.0,0.0,5.0,3.98
1529,4.0,5.0,0.0,5.0,3.98
1530,4.0,5.0,0.0,5.0,3.98
1531,4.0,5.0,0.0,5.0,3.98
1532,4.0,5.0,0.0,5.0,3.98
1533,4.0,5.0,0.0,5.0,3.98
1534,4.0,5.0,0.0,5.0,3.97
