training_iteration,number_of_agents_mean,number_of_airports_mean,malfunction_rate_mean,number_of_initial_cargo_mean,dynamic_cargo_generated_mean
1535,4.0,5.0,0.0,5.0,3.97
1536,4.0,5.0,0.0,5.0,3.97
1537,4.0,5.0,0.0,5.0,3.97
1538,4.0,5.0,0.0,5.0,3.97
1539,4.0,5.0,0.0,5.0,3.97
1540,4.0,5.0,0.0,5.0,3.97
1541,4.0,5.0,0.0,5.0,3.97
1542,4.0,5.0,0.0,5.0,3.97
1543,4.0,5.0,0.0,5.0,3.97
1544,4.0,5.0,0.0,5.0,3.96
1545,4.0,5.0,0.0,5.0,3.96
1546,4.0,5.0,0.0,5.0,3.96
1547,4.0,5.0,0.0,5.0,3.96
1548,4.0,5.0,0.0,5.0,3.96
1549,4.0,5.0,0.0,5.0,3.96
1550,4.0,5.0,0.0,5.0,3.96
1551,4.0,5.0,0.0,5.0,3.96
1552,4.0,5.0,0.0,5.0,3.96
1553,4.0,5.0,0.0,5.0,3.95
1554,4.0,5.0,0.0,5.0,3.95
1555,4.0,5.0,0.0,5.0,3.95
1556,4.0,5.0,0.0,5.0,3.95
1557,4.0,5.0,0.0,5.0,3.95
1558,4.0,5.0,0.0,5.0,3.95
1559,4.0,5.0,0.0,5.0,3.95
1560,4.0,5.0,0.0,5.0,3.97
1561,4.0,5.0,0.0,5.0,3.97
1562,4.0,5.0,0.0,5.0,3.97
1563,4.0,5.0,0.0,5.0,3.97
1564,4.0,5.0,0.0,5.0,3.94
1565,4.0,5.0,0.0,5.0,3.94
1566,4.0,5.0,0.0,5.0,3.94
1567,4.0,5.0,0.0,5.0,3.94
1568,4.0,5.0,0.0,5.0,3.94
1569,4.0,5.0,0.0,5.0,3.94
1570,4.0,5.0,0.0,5.0,3.94
1571,4.0,5.0,0.0,5.0,3.94
1572,4.0,5.0,0.0,5.0,3.93
1573,4.0,5.0,0.0,5.0,3.93
1574,4.0,5.0,0.0,5.0,3.93
1575,4.0,5.0,0.0,5.0,3.93
1576,4.0,5.0,0.0,5.0,3.93
1577,4.0,5.0,0.0,5.0,3.93
1578,4.0,5.0,0.0,5.0,3.93
1579,4.0,5.0,0.0,5.0,3.93
1580,4.0,5.0,0.0,5.0,3.93
1581,4.0,5.0,0.0,5.0,3.93
1582,4.0,5.0,0.0,5.0,3.93
1583,4.0,5.0,0.0,5.0,3.93
1584,4.0,5.0,0.0,5.0,3.92
1585,4.0,5.0,0.0,5.0,3.92
1586,4.0,5.0,0.0,5.0,3.92
1587,4.0,5.0,0.0,5.0,3.92
1588,4.0,5.0,0.0,5.0,3.92
1589,4.0,5.0,0.0,5.0,3.92
1590,4.0,5.0,0.0,5.0,3.92
1591,4.0,5.0,0.0,5.0,3.92
1592,4.0,5.0,0.0,5.0,3.93
1593,4.0,5.0,0.0,5.0,3.93
1594,4.0,5.0,0.0,5.0,3.93
1595,4.0,5.0,0.0,5.0,3.93
1596,4.0,5.0,0.0,5.0,3.93
1597,4.0,5.0,0.0,5.0,3.93
1598,4.0,5.0,0.0,5.0,3.93
1599,4.0,5.0,0.0,5.0,3.93
1600,4.0,5.0,0.0,5.0,3.93
1601,4.0,5.0,0.0,5.0,3.92
1602,4.0,5.0,0.0,5.0,3.93
1603,4.0,5.0,0.0,5.0,3.93
1604,4.0,5.0,0.0,5.0,3.93
1605,4.0,5.0,0.0,5.0,3.93
1606,4.0,5.0,0.0,5.0,3.93
1607,4.0,5.0,0.0,5.0,3.93
1608,4.0,5.0,0.0,5.0,3.93
1609,4.0,5.0,0.0,5.0,3.94
1610,4.0,5.0,0.0,5.0,3.94
1611,4.0,5.0,0.0,5.0,3.94
1612,4.0,5.0,0.0,5.0,3.94
1613,4.0,5.0,0.0,5.0,3.94
1614,4.0,5.0,0.0,5.0,3.94
1615,4.0,5.0,0.0,5.0,3.94
1616,4.0,5.0,0.0,5.0,3.97
1617,4.0,5.0,0.0,5.0,3.97
1618,4.0,5.0,0.0,5.0,3.97
1619,4.0,5.0,0.0,5.0,3.97
1620,4.0,5.0,0.0,5.0,3.97
1621,4.0,5.0,0.0,5.0,3.97
1622,4.0,5.0,0.0,5.0,3.97
1623,4.0,5.0,0.0,5.0,3.97
1624,4.0,5.0,0.0,5.0,3.97
1625,4.0,5.0,0.0,5.0,3.97
1626,4.0,5.0,0.0,5.0,3.98
1627,4.0,5.0,0.0,5.0,3.98
1628,4.0,5.0,0.0,5.0,3.98
1629,4.0,5.0,0.0,5.0,3.97
1630,4.0,5.0,0.0,5.0,3.97
1631,4.0,5.0,0.0,5.0,3.97
1632,4.0,5.0,0.0,5.0,3.97
1633,4.0,5.0,0.0,5.0,3.97
1634,4.0,5.0,0.0,5.0,3.97
1635,4.0,5.0,0.0,5.0,3.97
1636,4.0,5.0,0.0,5.0,3.97
1637,4.0,5.0,0.0,5.0,3.97
1638,4.0,5.0,0.0,5.0,3.97
1639,4.0,5.0,0.0,5.0,3.97
1640,4.0,5.0,0.0,5.0,3.97
1641,4.0,5.0,0.0,5.0,3.97
1642,4.0,5.0,0.0,5.0,3.98
1643,4.0,5.0,0.0,5.0,3.98
1644,4.0,5.0,0.0,5.0,3.98
1645,4.0,5.0,0.0,5.0,3.98
1646,4.0,5.0,0.0,5.0,3.98
1647,4.0,5.0,0.0,5.0,3.98
1648,4.0,5.0,0.0,5.0,3.98
1649,4.0,5.0,0.0,5.0,3.98
1650,4.0,5.0,0.0,5.0,3.98
1651,4.0,5.0,0.0,5.0,3.98
1652,4.0,5.0,0.0,5.0,3.98
1653,4.0,5.0,0.0,5.0,3.98
1654,4.0,5.0,0.0,5.0,3.98
1655,4.0,5.0,0.0,5.0,3.99
1656,4.0,5.0,0.0,5.0,3.99
1657,4.0,5.0,0.0,5.0,3.99
1658,4.0,5.0,0.0,5.0,3.99
1659,4.0,5.0,0.0,5.0,3.99
1660,4.0,5.0,0.0,5.0,3.99
1661,4.0,5.0,0.0,5.0,3.99
1662,4.0,5.0,0.0,5.0,3.98
1663,4.0,5.0,0.0,5.0,3.98
1664,4.0,5.0,0.0,5.0,3.98
1665,4.0,5.0,0.0,5.0,3.98
1666,4.0,5.0,0.0,5.0,3.98
1667,4.0,5.0,0.0,5.0,3.98
1668,4.0,5.0,0.0,5.0,3.98
1669,4.0,5.0,0.0,5.0,3.98
1670,4.0,5.0,0.0,5.0,3.98
1671,4.0,5.0,0.0,5.0,3.98
1672,4.0,5.0,0.0,5.0,3.98
1673,4.0,5.0,0.0,5.0,3.98
1674,4.0,5.0,0.0,5.0,3.98
1675,4.0,5.0,0.0,5.0,3.98
1676,4.0,5.0,0.0,5.0,3.98
1677,4.0,5.0,0.0,5.0,3.98
1678,4.0,5.0,0.0,5.0,3.98
1679,4.0,5.0,0.0,5.0,3.95
1680,4.0,5.0,0.0,5.0,3.94
1681,4.0,5.0,0.0,5.0,3.92
1682,4.0,5.0,0.0,5.0,3.92
1683,4.0,5.0,0.0,5.0,3.92
1684,4.0,5.0,0.0,5.0,3.92
1685,4.0,5.0,0.0,5.0,3.92
1686,4.0,5.0,0.0,5.0,3.93
1687,4.0,5.0,0.0,5.0,3.93
1688,4.0,5.0,0.0,5.0,3.93
1689,4.0,5.0,0.0,5.0,3.93
1690,4.0,5.0,0.0,5.0,3.93
1691,4.0,5.0,0.0,5.0,3.9
1692,4.0,5.0,0.0,5.0,3.9
1693,4.0,5.0,0.0,5.0,3.9
1694,4.0,5.0,0.0,5.0,3.9
1695,4.0,5.0,0.0,5.0,3.9
1696,4.0,5.0,0.0,5.0,3.88
1697,4.0,5.0,0.0,5.0,3.88
1698,4.0,5.0,0.0,5.0,3.88
1699,4.0,5.0,0.0,5.0,3.88
1700,4.0,5.0,0.0,5.0,3.88
1701,4.0,5.0,0.0,5.0,3.88
1702,4.0,5.0,0.0,5.0,3.88
1703,4.0,5.0,0.0,5.0,3.88
1704,4.0,5.0,0.0,5.0,3.88
1705,4.0,5.0,0.0,5.0,3.88
1706,4.0,5.0,0.0,5.0,3.88
1707,4.0,5.0,0.0,5.0,3.87
1708,4.0,5.0,0.0,5.0,3.87
1709,4.0,5.0,0.0,5.0,3.87
1710,4.0,5.0,0.0,5.0,3.87
1711,4.0,5.0,0.0,5.0,3.87
1712,4.0,5.0,0.0,5.0,3.87
1713,4.0,5.0,0.0,5.0,3.87
1714,4.0,5.0,0.0,5.0,3.87
1715,4.0,5.0,0.0,5.0,3.87
1716,4.0,5.0,0.0,5.0,3.88
1717,4.0,5.0,0.0,5.0,3.88
1718,4.0,5.0,0.0,5.0,3.88
1719,4.0,5.0,0.0,5.0,3.88
1720,4.0,5.0,0.0,5.0,3.88
1721,4.0,5.0,0.0,5.0,3.88
1722,4.0,5.0,0.0,5.0,3.88
1723,4.0,5.0,0.0,5.0,3.87
1724,4.0,5.0,0.0,5.0,3.87
1725,4.0,5.0,0.0,5.0,3.87
1726,4.0,5.0,0.0,5.0,3.87
1727,4.0,5.0,0.0,5.0,3.87
1728,4.0,5.0,0.0,5.0,3.87
1729,4.0,5.0,0.0,5.0,3.87
1730,4.0,5.0,0.0,5.0,3.87
1731,4.0,5.0,0.0,5.0,3.87
1732,4.0,5.0,0.0,5.0,3.87
1733,4.0,5.0,0.0,5.0,3.9
1734,4.0,5.0,0.0,5.0,3.9
1735,4.0,5.0,0.0,5.0,3.9
1736,4.0,5.0,0.0,5.0,3.91
1737,4.0,5.0,0.0,5.0,3.91
1738,4.0,5.0,0.0,5.0,3.93
1739,4.0,5.0,0.0,5.0,3.93
1740,4.0,5.0,0.0,5.0,3.93
1741,4.0,5.0,0.0,5.0,3.93
1742,4.0,5.0,0.0,5.0,3.93
1743,4.0,5.0,0.0,5.0,3.91
1744,4.0,5.0,0.0,5.0,3.91
1745,4.0,5.0,0.0,5.0,3.91
1746,4.0,5.0,0.0,5.0,3.94
1747,4.0,5.0,0.0,5.0,3.94
1748,4.0,5.0,0.0,5.0,3.94
1749,4.0,5.0,0.0,5.0,3.94
1750,4.0,5.0,0.0,5.0,3.94
1751,4.0,5.0,0.0,5.0,3.94
1752,4.0,5.0,0.0,5.0,3.96
1753,4.0,5.0,0.0,5.0,3.96
1754,4.0,5.0,0.0,5.0,3.96
1755,4.0,5.0,0.0,5.0,3.95
1756,4.0,5.0,0.0,5.0,3.95
1757,4.0,5.0,0.0,5.0,3.95
1758,4.0,5.0,0.0,5.0,3.95
1759,4.0,5.0,0.0,5.0,3.95
1760,4.0,5.0,0.0,5.0,3.96
1761,4.0,5.0,0.0,5.0,3.96
1762,4.0,5.0,0.0,5.0,3.96
1763,4.0,5.0,0.0,5.0,3.96
1764,4.0,5.0,0.0,5.0,3.96
1765,4.0,5.0,0.0,5.0,3.96
1766,4.0,5.0,0.0,5.0,3.96
1767,4.0,5.0,0.0,5.0,3.96
1768,4.0,5.0,0.0,5.0,3.95
1769,4.0,5.0,0.0,5.0,3.95
1770,4.0,5.0,0.0,5.0,3.95
1771,4.0,5.0,0.0,5.0,3.95
1772,4.0,5.0,0.0,5.0,3.95
1773,4.0,5.0,0.0,5.0,3.95
1774,4.0,5.0,0.0,5.0,3.95
1775,4.0,5.0,0.0,5.0,3.95
1776,4.0,5.0,0.0,5.0,3.95
1777,4.0,5.0,0.0,5.0,3.96
1778,4.0,5.0,0.0,5.0,3.96
1779,4.0,5.0,0.0,5.0,3.96
1780,4.0,5.0,0.0,5.0,3.96
1781,4.0,5.0,0.0,5.0,3.96
1782,4.0,5.0,0.0,5.0,3.96
1783,4.0,5.0,0.0,5.0,3.96
1784,4.0,5.0,0.0,5.0,3.96
1785,4.0,5.0,0.0,5.0,3.96
1786,4.0,5.0,0.0,5.0,3.96
1787,4.0,5.0,0.0,5.0,3.96
1788,4.0,5.0,0.0,5.0,3.96
1789,4.0,5.0,0.0,5.0,3.96
1790,4.0,5.0,0.0,5.0,3.96
1791,4.0,5.0,0.0,5.0,3.94
1792,4.0,5.0,0.0,5.0,3.94
1793,4.0,5.0,0.0,5.0,3.94
1794,4.0,5.0,0.0,5.0,3.94
1795,4.0,5.0,0.0,5.0,3.94
1796,4.0,5.0,0.0,5.0,3.96
1797,4.0,5.0,0.0,5.0,3.96
1798,4.0,5.0,0.0,5.0,3.96
1799,4.0,5.0,0.0,5.0,3.96
1800,4.0,5.0,0.0,5.0,3.96
1801,4.0,5.0,0.0,5.0,3.96
1802,4.0,5.0,0.0,5.0,3.96
1803,4.0,5.0,0.0,5.0,3.95
1804,4.0,5.0,0.0,5.0,3.95
1805,4.0,5.0,0.0,5.0,3.95
1806,4.0,5.0,0.0,5.0,3.95
1807,4.0,5.0,0.0,5.0,3.95
1808,4.0,5.0,0.0,5.0,3.94
1809,4.0,5.0,0.0,5.0,3.93
1810,4.0,5.0,0.0,5.0,3.91
1811,4.0,5.0,0.0,5.0,3.91
1812,4.0,5.0,0.0,5.0,3.92
1813,4.0,5.0,0.0,5.0,3.92
1814,4.0,5.0,0.0,5.0,3.92
1815,4.0,5.0,0.0,5.0,3.92
1816,4.0,5.0,0.0,5.0,3.91
1817,4.0,5.0,0.0,5.0,3.91
1818,4.0,5.0,0.0,5.0,3.91
1819,4.0,5.0,0.0,5.0,3.91
1820,4.0,5.0,0.0,5.0,3.91
1821,4.0,5.0,0.0,5.0,3.91
1822,4.0,5.0,0.0,5.0,3.91
1823,4.0,5.0,0.0,5.0,3.91
1824,4.0,5.0,0.0,5.0,3.91
1825,4.0,5.0,0.0,5.0,3.92
1826,4.0,5.0,0.0,5.0,3.92
1827,4.0,5.0,0.0,5.0,3.92
1828,4.0,5.0,0.0,5.0,3.91
1829,4.0,5.0,0.0,5.0,3.91
1830,4.0,5.0,0.0,5.0,3.91
1831,4.0,5.0,0.0,5.0,3.91
1832,4.0,5.0,0.0,5.0,3.91
1833,4.0,5.0,0.0,5.0,3.91
1834,4.0,5.0,0.0,5.0,3.91
1835,4.0,5.0,0.0,5.0,3.9
1836,4.0,5.0,0.0,5.0,3.9
1837,4.0,5.0,0.0,5.0,3.9
1838,4.0,5.0,0.0,5.0,3.89
1839,4.0,5.0,0.0,5.0,3.89
1840,4.0,5.0,0.0,5.0,3.89
1841,4.0,5.0,0.0,5.0,3.89
1842,4.0,5.0,0.0,5.0,3.86
1843,4.0,5.0,0.0,5.0,3.86
1844,4.0,5.0,0.0,5.0,3.86
1845,4.0,5.0,0.0,5.0,3.86
1846,4.0,5.0,0.0,5.0,3.85
1847,4.0,5.0,0.0,5.0,3.85
1848,4.0,5.0,0.0,5.0,3.85
1849,4.0,5.0,0.0,5.0,3.85
1850,4.0,5.0,0.0,5.0,3.85
1851,4.0,5.0,0.0,5.01,3.85
1852,4.0,5.0,0.0,5.01,3.87
1853,4.0,5.0,0.0,5.01,3.87
1854,4.0,5.0,0.0,5.03,3.87
1855,4.0,5.0,0.0,5.03,3.87
1856,4.0,5.0,0.0,5.05,3.87
1857,4.0,5.0,0.0,5.06,3.87
1858,4.0,5.0,0.0,5.06,3.87
1859,4.0,5.0,0.0,5.08,3.87
1860,4.0,5.0,0.0,5.1,3.87
1861,4.0,5.0,0.0,5.12,3.87
1862,4.0,5.0,0.0,5.15,3.87
1863,4.0,5.0,0.0,5.15,3.87
1864,4.0,5.0,0.0,5.19,3.88
1865,4.0,5.0,0.0,5.22,3.89
1866,4.0,5.0,0.0,5.24,3.91
1867,4.0,5.0,0.0,5.26,3.91
1868,4.0,5.0,0.0,5.28,3.91
1869,4.0,5.0,0.0,5.33,3.91
1870,4.0,5.0,0.0,5.34,3.91
1871,4.0,5.0,0.0,5.36,3.92
1872,4.0,5.0,0.0,5.37,3.92
1873,4.0,5.0,0.0,5.38,3.92
1874,4.0,5.0,0.0,5.39,3.92
1875,4.0,5.0,0.0,5.42,3.92
1876,4.0,5.0,0.0,5.45,3.92
1877,4.0,5.0,0.0,5.46,3.92
1878,4.0,5.0,0.0,5.47,3.92
1879,4.0,5.0,0.0,5.47,3.92
1880,4.0,5.0,0.0,5.51,3.92
1881,4.0,5.0,0.0,5.53,3.92
1882,4.0,5.0,0.0,5.57,3.93
1883,4.0,5.0,0.0,5.59,3.93
1884,4.0,5.0,0.0,5.6,3.93
1885,4.0,5.0,0.0,5.63,3.93
1886,4.0,5.0,0.0,5.65,3.93
1887,4.0,5.0,0.0,5.66,3.93
1888,4.0,5.0,0.0,5.68,3.94
1889,4.0,5.0,0.0,5.71,3.94
1890,4.0,5.0,0.0,5.73,3.95
1891,4.0,5.0,0.0,5.76,3.95
1892,4.0,5.0,0.0,5.78,3.98
1893,4.0,5.0,0.0,5.79,3.98
1894,4.0,5.0,0.0,5.8,3.98
1895,4.0,5.0,0.0,5.8,3.98
1896,4.0,5.0,0.0,5.83,3.98
1897,4.0,5.0,0.0,5.83,3.98
1898,4.0,5.0,0.0,5.88,3.99
1899,4.0,5.0,0.0,5.89,3.99
1900,4.0,5.0,0.0,5.89,3.99
1901,4.0,5.0,0.0,5.93,3.99
1902,4.0,5.0,0.0,5.94,3.99
1903,4.0,5.0,0.0,5.95,3.99
1904,4.0,5.0,0.0,5.96,3.99
1905,4.0,5.0,0.0,5.96,3.98
1906,4.0,5.0,0.0,5.96,3.98
1907,4.0,5.0,0.0,5.98,3.98
1908,4.0,5.0,0.0,5.98,3.98
1909,4.0,5.0,0.0,5.99,3.98
1910,4.0,5.0,0.0,5.99,3.98
1911,4.0,5.0,0.0,5.99,3.98
1912,4.0,5.0,0.0,6.0,3.99
1913,4.0,5.0,0.0,6.0,3.99
1914,4.0,5.0,0.0,6.0,3.99
1915,4.0,5.0,0.0,6.0,3.99
1916,4.0,5.0,0.0,6.0,3.99
1917,4.0,5.0,0.0,6.0,3.99
1918,4.0,5.0,0.0,6.0,3.99
1919,4.0,5.0,0.0,6.0,3.99
1920,4.0,5.0,0.0,6.0,3.99
1921,4.0,5.0,0.0,6.0,3.99
1922,4.0,5.0,0.0,6.0,3.99
1923,4.0,5.0,0.0,6.0,3.99
1924,4.0,5.0,0.0,6.0,3.98
1925,4.0,5.0,0.0,6.0,3.98
1926,4.0,5.0,0.0,6.0,3.98
1927,4.0,5.0,0.0,6.0,3.98
1928,4.0,5.0,0.0,6.0,3.98
1929,4.0,5.0,0.0,6.0,3.98
1930,4.0,5.0,0.0,6.0,3.98
1931,4.0,5.0,0.0,6.0,3.98
1932,4.0,5.0,0.0,6.0,3.98
1933,4.0,5.0,0.0,6.0,3.98
1934,4.0,5.0,0.0,6.0,3.98
1935,4.0,5.0,0.0,6.0,3.98
1936,4.0,5.0,0.0,6.0,3.98
1937,4.0,5.0,0.0,6.0,3.98
1938,4.0,5.0,0.0,6.0,3.98
1939,4.0,5.0,0.0,6.0,3.98
1940,4.0,5.0,0.0,6.0,3.98
1941,4.0,5.0,0.0,6.0,3.98
1942,4.0,5.0,0.0,6.0,3.98
1943,4.0,5.0,0.0,6.0,3.98
1944,4.0,5.0,0.0,6.0,3.98
1945,4.0,5.0,0.0,6.0,3.98
1946,4.0,5.0,0.0,6.0,3.98
1947,4.0,5.0,0.0,6.0,3.98
1948,4.0,5.0,0.0,6.0,3.98
1949,4.0,5.0,0.0,6.0,3.98
1950,4.0,5.0,0.0,6.0,3.98
1951,4.0,5.0,0.0,6.0,3.98
1952,4.0,5.0,0.0,6.0,3.98
1953,4.0,5.0,0.0,6.0,3.98
1954,4.0,5.0,0.0,6.0,3.98
1955,4.0,5.0,0.0,6.0,3.98
1956,4.0,5.0,0.0,6.0,3.98
1957,4.0,5.0,0.0,6.0,3.98
1958,4.0,5.0,0.0,6.0,3.99
1959,4.0,5.0,0.0,6.0,3.99
1960,4.0,5.0,0.0,6.0,3.99
1961,4.0,5.0,0.0,6.0,3.99
1962,4.0,5.0,0.0,6.0,3.99
1963,4.0,5.0,0.0,6.0,3.99
1964,4.0,5.0,0.0,6.0,3.99
1965,4.0,5.0,0.0,6.0,3.99
1966,4.0,5.0,0.0,6.0,3.99
1967,4.0,5.0,0.0,6.0,3.99
1968,4.0,5.0,0.0,6.0,3.99
1969,4.0,5.0,0.0,6.0,3.99
1970,4.0,5.0,0.0,6.0,3.99
1971,4.0,5.0,0.0,6.0,3.99
1972,4.0,5.0,0.0,6.0,3.99
1973,4.0,5.0,0.0,6.0,4.0
1974,4.0,5.0,0.0,6.0,3.98
1975,4.0,5.0,0.0,6.0,3.98
1976,4.0,5.0,0.0,6.0,3.98
1977,4.0,5.0,0.0,6.0,3.98
1978,4.0,5.0,0.0,6.0,3.98
1979,4.0,5.0,0.0,6.0,3.98
1980,4.0,5.0,0.0,6.0,3.98
1981,4.0,5.0,0.0,6.0,3.97
1982,4.0,5.0,0.0,6.0,3.97
1983,4.0,5.0,0.0,6.0,3.97
1984,4.0,5.0,0.0,6.0,3.97
1985,4.0,5.0,0.0,6.0,3.97
1986,4.0,5.0,0.0,6.0,3.97
1987,4.0,5.0,0.0,6.0,3.97
1988,4.0,5.0,0.0,6.0,3.97
1989,4.0,5.0,0.0,6.0,3.97
1990,4.0,5.0,0.0,6.0,3.97
1991,4.0,5.0,0.0,6.0,3.97
1992,4.0,5.0,0.0,6.0,3.97
1993,4.0,5.0,0.0,6.0,3.97
1994,4.0,5.0,0.0,6.0,3.97
1995,4.0,5.0,0.0,6.0,3.97
1996,4.0,5.0,0.0,6.0,3.97
1997,4.0,5.0,0.0,6.0,3.97
1998,4.0,5.0,0.0,6.0,3.97
1999,4.0,5.0,0.0,6.0,3.97
2000,4.0,5.0,0.0,6.0,3.97
2001,4.0,5.0,0.0,6.0,3.97
2002,4.0,5.0,0.0,6.0,3.97
2003,4.0,5.0,0.0,6.0,3.97
2004,4.0,5.0,0.0,6.0,3.97
2005,4.0,5.0,0.0,6.0,3.97
2006,4.0,5.0,0.0,6.0,3.97
2007,4.0,5.0,0.0,6.0,3.97
2008,4.0,5.0,0.0,6.0,3.97
2009,4.0,5.0,0.0,6.0,3.97
2010,4.0,5.0,0.0,6.0,3.97
2011,4.0,5.0,0.0,6.0,3.97
2012,4.0,5.0,0.0,6.0,3.97
2013,4.0,5.0,0.0,6.0,3.97
2014,4.0,5.0,0.0,6.0,3.97
2015,4.0,5.0,0.0,6.0,3.97
2016,4.0,5.0,0.0,6.0,3.97
2017,4.0,5.0,0.0,6.0,3.97
2018,4.0,5.0,0.0,6.0,3.97
2019,4.0,5.0,0.0,6.0,3.97
2020,4.0,5.0,0.0,6.0,3.97
2021,4.0,5.0,0.0,6.0,3.97
2022,4.0,5.0,0.0,6.0,3.97
2023,4.0,5.0,0.0,6.0,3.99
2024,4.0,5.0,0.0,6.0,3.99
2025,4.0,5.0,0.0,6.0,3.99
2026,4.0,5.0,0.0,6.0,3.99
2027,4.0,5.0,0.0,6.0,3.99
2028,4.0,5.0,0.0,6.0,3.99
2029,4.0,5.0,0.0,6.0,3.99
2030,4.0,5.0,0.0,6.0,3.99
2031,4.0,5.0,0.0,6.0,3.99
2032,4.0,5.0,0.0,6.0,3.99
2033,4.0,5.0,0.0,6.0,4.0
2034,4.0,5.0,0.0,6.0,3.99
2035,4.0,5.0,0.0,6.0,3.99
2036,4.0,5.0,0.0,6.0,3.99
2037,4.0,5.0,0.0,6.0,3.99
2038,4.0,5.0,0.0,6.0,3.99
2039,4.0,5.0,0.0,6.0,3.99
2040,4.0,5.0,0.0,6.0,3.99
2041,4.0,5.0,0.0,6.0,3.99
2042,4.0,5.0,0.0,6.0,3.99
2043,4.0,5.0,0.0,6.0,3.99
2044,4.0,5.0,0.0,6.0,3.99
2045,4.0,5.0,0.0,6.0,3.98
2046,4.0,5.0,0.0,6.0,3.98
2047,4.0,5.0,0.0,6.0,3.98
2048,4.0,5.0,0.0,6.0,3.98
2049,4.0,5.0,0.0,6.0,3.98
2050,4.0,5.0,0.0,6.0,3.98
2051,4.0,5.0,0.0,6.0,3.98
2052,4.0,5.0,0.0,6.0,3.98
2053,4.0,5.0,0.0,6.0,3.98
2054,4.0,5.0,0.0,6.0,3.98
2055,4.0,5.0,0.0,6.0,3.97
2056,4.0,5.0,0.0,6.0,3.97
2057,4.0,5.0,0.0,6.0,3.97
2058,4.0,5.0,0.0,6.0,3.97
2059,4.0,5.0,0.0,6.0,3.97
2060,4.0,5.0,0.0,6.0,3.97
2061,4.0,5.0,0.0,6.0,3.97
2062,4.0,5.0,0.0,6.0,3.97
2063,4.0,5.0,0.0,6.0,3.97
2064,4.0,5.0,0.0,6.0,3.97
2065,4.0,5.0,0.0,6.0,3.97
2066,4.0,5.0,0.0,6.0,3.97
2067,4.0,5.0,0.0,6.0,3.97
2068,4.0,5.0,0.0,6.0,3.97
2069,4.0,5.0,0.0,6.0,3.97
2070,4.0,5.0,0.0,6.0,3.97
2071,4.0,5.0,0.0,6.0,3.97
2072,4.0,5.0,0.0,6.0,3.97
2073,4.0,5.0,0.0,6.0,3.97
2074,4.0,5.0,0.0,6.0,3.97
2075,4.0,5.0,0.0,6.0,3.97
2076,4.0,5.0,0.0,6.0,3.97
2077,4.0,5.0,0.0,6.0,3.97
2078,4.0,5.0,0.0,6.0,3.97
2079,4.0,5.0,0.0,6.0,3.97
2080,4.0,5.0,0.0,6.0,3.97
2081,4.0,5.0,0.0,6.0,3.97
2082,4.0,5.0,0.0,6.0,3.97
2083,4.0,5.0,0.0,6.0,3.97
2084,4.0,5.0,0.0,6.0,3.97
2085,4.0,5.0,0.0,6.0,3.97
2086,4.0,5.0,0.0,6.0,3.97
2087,4.0,5.0,0.0,6.0,3.99
2088,4.0,5.0,0.0,6.0,4.03
2089,4.0,5.0,0.0,6.0,4.03
2090,4.0,5.0,0.0,6.0,4.06
2091,4.0,5.0,0.0,6.0,4.08
2092,4.0,5.0,0.0,6.0,4.08
2093,4.0,5.0,0.0,6.0,4.08
2094,4.0,5.0,0.0,6.0,4.09
2095,4.0,5.0,0.0,6.0,4.1
2096,4.0,5.0,0.0,6.0,4.1
2097,4.0,5.0,0.0,6.0,4.11
2098,4.0,5.0,0.0,6.0,4.16
2099,4.0,5.0,0.0,6.0,4.19
2100,4.0,5.0,0.0,6.0,4.19
2101,4.0,5.0,0.0,6.0,4.2
2102,4.0,5.0,0.0,6.0,4.24
2103,4.0,5.0,0.0,6.0,4.26
2104,4.0,5.0,0.0,6.0,4.26
2105,4.0,5.0,0.0,6.0,4.27
2106,4.0,5.0,0.0,6.0,4.28
2107,4.0,5.0,0.0,6.0,4.32
2108,4.0,5.0,0.0,6.0,4.34
2109,4.0,5.0,0.0,6.0,4.35
2110,4.0,5.0,0.0,6.0,4.36
2111,4.0,5.0,0.0,6.0,4.37
2112,4.0,5.0,0.0,6.0,4.38
2113,4.0,5.0,0.0,6.0,4.41
2114,4.0,5.0,0.0,6.0,4.43
2115,4.0,5.0,0.0,6.0,4.44
2116,4.0,5.0,0.0,6.0,4.45
2117,4.0,5.0,0.0,6.0,4.45
2118,4.0,5.0,0.0,6.0,4.47
2119,4.0,5.0,0.0,6.0,4.49
2120,4.0,5.0,0.0,6.0,4.52
2121,4.0,5.0,0.0,6.0,4.56
2122,4.0,5.0,0.0,6.0,4.59
2123,4.0,5.0,0.0,6.0,4.6
2124,4.0,5.0,0.0,6.0,4.6
2125,4.0,5.0,0.0,6.0,4.63
2126,4.0,5.0,0.0,6.0,4.65
2127,4.0,5.0,0.0,6.0,4.66
2128,4.0,5.0,0.0,6.0,4.67
2129,4.0,5.0,0.0,6.0,4.71
2130,4.0,5.0,0.0,6.0,4.71
2131,4.0,5.0,0.00015800000000000002,6.0,4.75
2132,4.0,5.0,0.00015800000000000002,6.0,4.76
2133,4.0,5.0,0.00015800000000000002,6.0,4.76
2134,4.0,5.0,0.00023700000000000001,6.0,4.77
2135,4.0,5.0,0.00039500000000000006,6.0,4.79
2136,4.0,5.0,0.00047400000000000014,6.0,4.81
2137,4.0,5.0,0.0005530000000000001,6.0,4.83
