training_iteration,number_of_agents_mean,number_of_airports_mean,malfunction_rate_mean,number_of_initial_cargo_mean,dynamic_cargo_generated_mean
622,3.0,4.0,0.0,5.0,2.98
623,3.0,4.0,0.0,5.0,2.98
624,3.0,4.0,0.0,5.0,2.96
625,3.0,4.0,0.0,5.0,2.96
626,3.0,4.0,0.0,5.0,2.96
627,3.0,4.0,0.0,5.0,2.96
628,3.0,4.0,0.0,5.0,2.96
629,3.0,4.0,0.0,5.0,2.95
630,3.0,4.0,0.0,5.0,2.95
631,3.0,4.0,0.0,5.0,2.95
632,3.0,4.0,0.0,5.0,2.95
633,3.0,4.0,0.0,5.0,2.95
634,3.0,4.0,0.0,5.0,2.95
635,3.0,4.0,0.0,5.0,2.95
636,3.0,4.0,0.0,5.0,2.95
637,3.0,4.0,0.0,5.0,2.95
638,3.0,4.0,0.0,5.0,2.94
639,3.0,4.0,0.0,5.0,2.95
640,3.0,4.0,0.0,5.0,2.95
641,3.0,4.0,0.0,5.0,2.95
642,3.0,4.0,0.0,5.0,2.95
643,3.0,4.0,0.0,5.0,2.95
644,3.0,4.0,0.0,5.0,2.95
645,3.0,4.0,0.0,5.0,2.95
646,3.0,4.0,0.0,5.0,2.95
647,3.0,4.0,0.0,5.0,2.95
648,3.0,4.0,0.0,5.0,2.95
649,3.0,4.0,0.0,5.0,2.95
650,3.0,4.0,0.0,5.0,2.95
651,3.0,4.0,0.0,5.0,2.95
652,3.0,4.0,0.0,5.0,2.95
653,3.0,4.0,0.0,5.0,2.95
654,3.0,4.0,0.0,5.0,2.95
655,3.0,4.0,0.0,5.0,2.95
656,3.0,4.0,0.0,5.0,2.95
657,3.0,4.0,0.0,5.0,2.95
658,3.0,4.0,0.0,5.0,2.95
659,3.0,4.0,0.0,5.0,2.95
660,3.0,4.0,0.0,5.0,2.95
661,3.0,4.0,0.0,5.0,2.96
662,3.0,4.0,0.0,5.0,2.96
663,3.0,4.0,0.0,5.0,2.96
664,3.0,4.0,0.0,5.0,2.96
665,3.01,4.01,0.0,5.0,2.97
666,3.02,4.02,0.0,5.0,2.98
667,3.05,4.05,0.0,5.0,3.01
668,3.06,4.06,0.0,5.0,3.02
669,3.08,4.08,0.0,5.0,3.06
670,3.09,4.09,0.0,5.0,3.07
671,3.09,4.09,0.0,5.0,3.07
672,3.12,4.12,0.0,5.0,3.1
673,3.13,4.13,0.0,5.0,3.11
674,3.13,4.13,0.0,5.0,3.1
675,3.13,4.13,0.0,5.0,3.1
676,3.15,4.15,0.0,5.0,3.12
677,3.15,4.15,0.0,5.0,3.12
678,3.19,4.19,0.0,5.0,3.17
679,3.21,4.21,0.0,5.0,3.19
680,3.22,4.22,0.0,5.0,3.2
681,3.25,4.25,0.0,5.0,3.23
682,3.28,4.28,0.0,5.0,3.24
683,3.3,4.3,0.0,5.0,3.26
684,3.32,4.32,0.0,5.0,3.29
685,3.34,4.34,0.0,5.0,3.31
686,3.38,4.38,0.0,5.0,3.35
687,3.39,4.39,0.0,5.0,3.34
688,3.41,4.41,0.0,5.0,3.36
689,3.41,4.41,0.0,5.0,3.36
690,3.45,4.45,0.0,5.0,3.4
691,3.48,4.48,0.0,5.0,3.43
692,3.51,4.51,0.0,5.0,3.46
693,3.53,4.53,0.0,5.0,3.48
694,3.54,4.54,0.0,5.0,3.49
695,3.55,4.55,0.0,5.0,3.5
696,3.56,4.56,0.0,5.0,3.51
697,3.59,4.59,0.0,5.0,3.54
698,3.6,4.6,0.0,5.0,3.55
699,3.63,4.63,0.0,5.0,3.56
700,3.64,4.64,0.0,5.0,3.57
701,3.64,4.64,0.0,5.0,3.57
702,3.66,4.66,0.0,5.0,3.59
703,3.71,4.71,0.0,5.0,3.64
704,3.72,4.72,0.0,5.0,3.65
705,3.73,4.73,0.0,5.0,3.66
706,3.74,4.74,0.0,5.0,3.67
707,3.75,4.75,0.0,5.0,3.68
708,3.77,4.77,0.0,5.0,3.7
709,3.78,4.78,0.0,5.0,3.71
710,3.79,4.79,0.0,5.0,3.72
711,3.84,4.84,0.0,5.0,3.77
712,3.85,4.85,0.0,5.0,3.78
713,3.87,4.87,0.0,5.0,3.8
714,3.88,4.88,0.0,5.0,3.81
715,3.9,4.9,0.0,5.0,3.83
716,3.91,4.91,0.0,5.0,3.84
717,3.93,4.93,0.0,5.0,3.86
718,3.94,4.94,0.0,5.0,3.87
719,3.95,4.95,0.0,5.0,3.88
720,3.95,4.95,0.0,5.0,3.87
721,3.96,4.96,0.0,5.0,3.88
722,3.97,4.97,0.0,5.0,3.89
723,3.98,4.98,0.0,5.0,3.9
724,3.98,4.98,0.0,5.0,3.9
725,3.98,4.98,0.0,5.0,3.9
726,3.98,4.98,0.0,5.0,3.88
727,3.98,4.98,0.0,5.0,3.88
728,3.99,4.99,0.0,5.0,3.88
729,3.99,4.99,0.0,5.0,3.88
730,3.99,4.99,0.0,5.0,3.88
731,4.0,5.0,0.0,5.0,3.9
732,4.0,5.0,0.0,5.0,3.9
733,4.0,5.0,0.0,5.0,3.9
734,4.0,5.0,0.0,5.0,3.9
735,4.0,5.0,0.0,5.0,3.9
736,4.0,5.0,0.0,5.0,3.9
737,4.0,5.0,0.0,5.0,3.9
738,4.0,5.0,0.0,5.0,3.91
739,4.0,5.0,0.0,5.0,3.91
740,4.0,5.0,0.0,5.0,3.91
741,4.0,5.0,0.0,5.0,3.91
742,4.0,5.0,0.0,5.0,3.91
743,4.0,5.0,0.0,5.0,3.93
744,4.0,5.0,0.0,5.0,3.93
745,4.0,5.0,0.0,5.0,3.93
746,4.0,5.0,0.0,5.0,3.93
747,4.0,5.0,0.0,5.0,3.93
748,4.0,5.0,0.0,5.0,3.93
749,4.0,5.0,0.0,5.0,3.93
750,4.0,5.0,0.0,5.0,3.93
751,4.0,5.0,0.0,5.0,3.93
752,4.0,5.0,0.0,5.0,3.93
753,4.0,5.0,0.0,5.0,3.93
754,4.0,5.0,0.0,5.0,3.93
755,4.0,5.0,0.0,5.0,3.93
756,4.0,5.0,0.0,5.0,3.93
757,4.0,5.0,0.0,5.0,3.95
758,4.0,5.0,0.0,5.0,3.95
759,4.0,5.0,0.0,5.0,3.94
760,4.0,5.0,0.0,5.0,3.94
761,4.0,5.0,0.0,5.0,3.94
762,4.0,5.0,0.0,5.0,3.93
763,4.0,5.0,0.0,5.0,3.93
764,4.0,5.0,0.0,5.0,3.93
765,4.0,5.0,0.0,5.0,3.93
766,4.0,5.0,0.0,5.0,3.93
767,4.0,5.0,0.0,5.0,3.93
768,4.0,5.0,0.0,5.0,3.93
769,4.0,5.0,0.0,5.0,3.93
770,4.0,5.0,0.0,5.0,3.93
771,4.0,5.0,0.0,5.0,3.93
772,4.0,5.0,0.0,5.0,3.93
773,4.0,5.0,0.0,5.0,3.93
774,4.0,5.0,0.0,5.0,3.93
775,4.0,5.0,0.0,5.0,3.93
776,4.0,5.0,0.0,5.0,3.93
777,4.0,5.0,0.0,5.02,3.93
778,4.0,5.0,0.0,5.03,3.93
779,4.0,5.0,0.0,5.04,3.93
780,4.0,5.0,0.0,5.05,3.93
781,4.0,5.0,0.0,5.06,3.93
782,4.0,5.0,0.0,5.07,3.95
783,4.0,5.0,0.0,5.08,3.95
784,4.0,5.0,0.0,5.1,3.95
785,4.0,5.0,0.0,5.1,3.95
786,4.0,5.0,0.0,5.12,3.96
787,4.0,5.0,0.0,5.13,3.95
788,4.0,5.0,0.0,5.17,3.95
789,4.0,5.0,0.0,5.19,3.95
790,4.0,5.0,0.0,5.21,3.95
791,4.0,5.0,0.0,5.23,3.95
792,4.0,5.0,0.0,5.26,3.95
793,4.0,5.0,0.0,5.27,3.95
794,4.0,5.0,0.0,5.29,3.96
795,4.0,5.0,0.0,5.33,3.96
796,4.0,5.0,0.0,5.34,3.96
797,4.0,5.0,0.0,5.37,3.96
798,4.0,5.0,0.0,5.38,3.96
799,4.0,5.0,0.0,5.38,3.96
800,4.0,5.0,0.0,5.41,3.96
801,4.0,5.0,0.0,5.41,3.96
802,4.0,5.0,0.0,5.43,3.96
803,4.0,5.0,0.0,5.45,3.95
804,4.0,5.0,0.0,5.47,3.95
805,4.0,5.0,0.0,5.48,3.95
806,4.0,5.0,0.0,5.51,3.95
807,4.0,5.0,0.0,5.51,3.95
808,4.0,5.0,0.0,5.55,3.95
809,4.0,5.0,0.0,5.55,3.95
810,4.0,5.0,0.0,5.55,3.95
811,4.0,5.0,0.0,5.57,3.95
812,4.0,5.0,0.0,5.61,3.95
813,4.0,5.0,0.0,5.64,3.95
814,4.0,5.0,0.0,5.66,3.96
815,4.0,5.0,0.0,5.67,3.96
816,4.0,5.0,0.0,5.69,3.96
817,4.0,5.0,0.0,5.69,3.96
818,4.0,5.0,0.0,5.73,3.97
819,4.0,5.0,0.0,5.75,3.97
820,4.0,5.0,0.0,5.75,3.97
821,4.0,5.0,0.0,5.78,3.97
822,4.0,5.0,0.0,5.8,3.97
823,4.0,5.0,0.0,5.82,3.97
824,4.0,5.0,0.0,5.83,3.97
825,4.0,5.0,0.0,5.85,3.97
826,4.0,5.0,0.0,5.88,3.97
827,4.0,5.0,0.0,5.89,3.97
828,4.0,5.0,0.0,5.92,3.97
829,4.0,5.0,0.0,5.93,3.97
830,4.0,5.0,0.0,5.95,3.97
831,4.0,5.0,0.0,5.96,3.98
832,4.0,5.0,0.0,5.97,3.98
833,4.0,5.0,0.0,5.97,3.98
834,4.0,5.0,0.0,5.97,3.98
835,4.0,5.0,0.0,5.99,3.98
836,4.0,5.0,0.0,5.99,3.97
837,4.0,5.0,0.0,5.99,3.97
838,4.0,5.0,0.0,5.99,3.97
839,4.0,5.0,0.0,6.0,3.98
840,4.0,5.0,0.0,6.0,3.98
841,4.0,5.0,0.0,6.0,3.98
842,4.0,5.0,0.0,6.0,3.98
843,4.0,5.0,0.0,6.0,3.98
844,4.0,5.0,0.0,6.0,3.98
845,4.0,5.0,0.0,6.0,3.98
846,4.0,5.0,0.0,6.0,3.98
847,4.0,5.0,0.0,6.0,3.98
848,4.0,5.0,0.0,6.0,3.98
849,4.0,5.0,0.0,6.0,3.98
850,4.0,5.0,0.0,6.0,3.98
851,4.0,5.0,0.0,6.0,3.98
852,4.0,5.0,0.0,6.0,3.98
853,4.0,5.0,0.0,6.0,3.98
854,4.0,5.0,0.0,6.0,3.98
855,4.0,5.0,0.0,6.0,3.99
856,4.0,5.0,0.0,6.0,3.99
857,4.0,5.0,0.0,6.0,3.99
858,4.0,5.0,0.0,6.0,3.99
859,4.0,5.0,0.0,6.0,3.99
860,4.0,5.0,0.0,6.0,3.99
861,4.0,5.0,0.0,6.0,3.99
862,4.0,5.0,0.0,6.0,3.99
863,4.0,5.0,0.0,6.0,3.99
864,4.0,5.0,0.0,6.0,3.99
865,4.0,5.0,0.0,6.0,4.01
866,4.0,5.0,0.0,6.0,4.01
867,4.0,5.0,0.0,6.0,3.98
868,4.0,5.0,0.0,6.0,3.98
869,4.0,5.0,0.0,6.0,3.99
870,4.0,5.0,0.0,6.0,4.02
871,4.0,5.0,0.0,6.0,4.05
872,4.0,5.0,0.0,6.0,4.08
873,4.0,5.0,0.0,6.0,4.08
874,4.0,5.0,0.0,6.0,4.09
875,4.0,5.0,0.0,6.0,4.09
876,4.0,5.0,0.0,6.0,4.12
877,4.0,5.0,0.0,6.0,4.14
878,4.0,5.0,0.0,6.0,4.17
879,4.0,5.0,0.0,6.0,4.18
880,4.0,5.0,0.0,6.0,4.18
881,4.0,5.0,0.0,6.0,4.18
882,4.0,5.0,0.0,6.0,4.21
883,4.0,5.0,0.0,6.0,4.22
884,4.0,5.0,0.0,6.0,4.24
885,4.0,5.0,0.0,6.0,4.26
886,4.0,5.0,0.0,6.0,4.27
887,4.0,5.0,0.0,6.0,4.28
888,4.0,5.0,0.0,6.0,4.28
889,4.0,5.0,0.0,6.0,4.31
890,4.0,5.0,0.0,6.0,4.32
891,4.0,5.0,0.0,6.0,4.34
892,4.0,5.0,0.0,6.0,4.36
893,4.0,5.0,0.0,6.0,4.39
894,4.0,5.0,0.0,6.0,4.39
895,4.0,5.0,0.0,6.0,4.42
896,4.0,5.0,0.0,6.0,4.43
897,4.0,5.0,0.0,6.0,4.44
898,4.0,5.0,0.0,6.0,4.47
899,4.0,5.0,0.0,6.0,4.49
900,4.0,5.0,0.0,6.0,4.52
901,4.0,5.0,0.0,6.0,4.54
902,4.0,5.0,0.0,6.0,4.57
903,4.0,5.0,0.0,6.0,4.58
904,4.0,5.0,0.0,6.0,4.6
905,4.0,5.0,0.0,6.0,4.6
906,4.0,5.0,7.900000000000001e-05,6.0,4.62
907,4.0,5.0,7.900000000000001e-05,6.0,4.63
908,4.0,5.0,7.900000000000001e-05,6.0,4.63
909,4.0,5.0,7.900000000000001e-05,6.0,4.66
910,4.0,5.0,0.00015800000000000002,6.0,4.67
911,4.0,5.0,0.00015800000000000002,6.0,4.68
912,4.0,5.0,0.00015800000000000002,6.0,4.69
913,4.0,5.0,0.00015800000000000002,6.0,4.7
914,4.0,5.0,0.00015800000000000002,6.0,4.74
915,4.0,5.0,0.00015800000000000002,6.0,4.75
916,4.0,5.0,0.00039500000000000006,6.0,4.78
917,4.0,5.0,0.0006320000000000002,6.0,4.81
918,4.0,5.0,0.0007110000000000003,6.0,4.82
919,4.0,5.0,0.0008690000000000002,6.0,4.84
920,4.0,5.0,0.0010270000000000004,6.0,4.86
921,4.0,5.0,0.0011060000000000002,6.0,4.87
922,4.0,5.0,0.0012640000000000001,6.0,4.89
923,4.0,5.0,0.001343,6.0,4.9
924,4.0,5.0,0.0015009999999999997,6.0,4.91
925,4.0,5.0,0.0015009999999999997,6.0,4.91
926,4.0,5.0,0.0016589999999999999,6.0,4.92
927,4.0,5.0,0.0016589999999999999,6.0,4.92
928,4.0,5.0,0.001896,6.0,4.97
929,4.0,5.0,0.002212,6.0,4.97
930,4.0,5.0,0.0022909999999999996,6.0,4.97
931,4.0,5.0,0.002528,6.0,4.97
932,4.0,5.0,0.002528,6.0,4.97
933,4.01,5.0,0.002765,6.0,4.97
934,4.01,5.0,0.0028440000000000006,6.0,4.97
935,4.04,5.0,0.003397,6.0,4.97
936,4.06,5.0,0.0037129999999999997,6.0,4.97
937,4.08,5.0,0.004029,6.0,4.97
938,4.1,5.0,0.004345,6.0,4.97
939,4.1,5.0,0.004345,6.0,4.97
940,4.12,5.0,0.004661,6.0,4.97
941,4.12,5.0,0.004661,6.0,4.97
942,4.15,5.0,0.005135,6.0,4.98
943,4.17,5.0,0.005451000000000001,6.0,4.98
944,4.18,5.0,0.005609000000000002,6.0,4.99
945,4.2,5.0,0.005925000000000002,6.0,4.99
946,4.22,5.0,0.006241000000000002,6.0,4.99
947,4.24,5.0,0.006557000000000002,6.0,4.99
948,4.28,5.0,0.0071890000000000035,6.0,5.0
949,4.31,5.0,0.007663000000000003,6.0,4.99
950,4.31,5.0,0.007663000000000003,6.0,4.99
951,4.33,5.0,0.008058000000000003,6.0,4.99
952,4.36,5.0,0.008611000000000004,6.0,4.99
953,4.38,5.0,0.009085000000000003,6.0,4.99
954,4.4,5.0,0.009559000000000005,6.0,4.99
955,4.42,5.0,0.009954000000000003,6.0,4.99
956,4.42,5.0,0.009954000000000003,6.0,4.99
957,4.44,5.0,0.010349000000000004,6.0,4.99
958,4.46,5.0,0.010823000000000003,6.0,4.99
959,4.46,5.0,0.010823000000000003,6.0,4.99
960,4.48,5.0,0.011218000000000004,6.0,4.99
961,4.48,5.0,0.011218000000000004,6.0,4.99
962,4.49,5.0,0.011455000000000003,6.0,4.99
963,4.49,5.0,0.011455000000000003,6.0,4.99
964,4.55,5.0,0.012798000000000002,6.0,4.99
965,4.59,5.0,0.013588000000000003,6.0,4.98
966,4.61,5.0,0.014062000000000003,6.0,4.98
967,4.62,5.0,0.014299000000000004,6.0,4.98
968,4.62,5.0,0.014299000000000004,6.0,4.98
969,4.64,5.0,0.014773000000000003,6.0,4.98
970,4.66,5.0,0.015247000000000004,6.0,4.98
971,4.68,5.0,0.015642000000000003,6.0,4.98
972,4.73,5.0,0.016432000000000002,6.0,4.98
973,4.73,5.0,0.016432000000000002,6.0,4.98
974,4.75,5.0,0.016748000000000002,6.0,4.98
975,4.76,5.0,0.016906000000000004,6.0,4.98
976,4.77,5.0,0.017143000000000005,6.0,4.99
977,4.78,5.0,0.017301000000000004,6.0,4.99
978,4.79,5.0,0.017538000000000005,6.0,5.0
979,4.8,5.0,0.017775000000000006,6.0,5.01
980,4.84,5.0,0.018723000000000004,6.0,5.05
981,4.85,5.0,0.018960000000000005,6.0,5.06
982,4.89,5.0,0.019829000000000003,6.0,5.09
983,4.9,5.0,0.020066,6.0,5.1
984,4.91,5.0,0.020303000000000005,6.0,5.11
985,4.93,5.0,0.020777000000000004,6.0,5.13
986,4.93,5.0,0.020777000000000004,6.0,5.13
987,4.93,5.0,0.020777000000000004,6.0,5.13
988,4.96,5.0,0.021488000000000004,6.0,5.16
989,4.97,5.0,0.021725000000000005,6.0,5.17
990,5.0,5.0,0.02275200000000001,6.0,5.22
991,5.0,5.0,0.022910000000000003,6.0,5.23
992,5.0,5.0,0.022910000000000003,6.0,5.23
993,5.0,5.0,0.02322600000000001,6.0,5.25
994,5.0,5.0,0.023542000000000004,6.0,5.27
995,5.0,5.0,0.023937000000000003,6.01,5.28
996,5.0,5.0,0.024253000000000004,6.01,5.3
997,5.0,5.0,0.024411000000000006,6.01,5.31
998,5.0,5.0,0.024885000000000004,6.01,5.34
999,5.0,5.0,0.025122000000000005,6.02,5.34
1000,5.0,5.0,0.025517,6.03,5.35
1001,5.0,5.0,0.026228,6.04,5.38
1002,5.0,5.0,0.026702000000000004,6.06,5.38
1003,5.0,5.0,0.027176,6.08,5.38
1004,5.0,5.0,0.028123999999999996,6.12,5.39
1005,5.0,5.0,0.028361,6.13,5.39
1006,5.0,5.0,0.028361,6.13,5.39
1007,5.0,5.0,0.028755999999999993,6.15,5.39
1008,5.0,5.0,0.029387999999999997,6.18,5.39
1009,5.0,5.0,0.029545999999999992,6.19,5.39
1010,5.0,5.0,0.029703999999999998,6.2,5.39
1011,5.0,5.0,0.030019999999999998,6.22,5.39
1012,5.0,5.0,0.030177999999999993,6.23,5.39
1013,5.0,5.0,0.030652,6.25,5.39
1014,5.0,5.0,0.030968,6.27,5.39
1015,5.0,5.0,0.031125999999999997,6.28,5.39
1016,5.0,5.0,0.03167899999999999,6.31,5.39
1017,5.0,5.0,0.032152999999999994,6.34,5.39
1018,5.0,5.0,0.03231099999999999,6.35,5.39
1019,5.0,5.0,0.032943,6.38,5.39
1020,5.0,5.0,0.033259,6.4,5.39
1021,5.0,5.0,0.03373299999999999,6.42,5.4
1022,5.0,5.0,0.034444,6.45,5.4
1023,5.0,5.0,0.035392,6.49,5.4
1024,5.0,5.0,0.035866,6.51,5.4
1025,5.0,5.0,0.035866,6.51,5.4
1026,5.0,5.0,0.036340000000000004,6.53,5.4
1027,5.0,5.0,0.036814000000000006,6.55,5.4
1028,5.0,5.0,0.03705100000000001,6.56,5.4
1029,5.0,5.0,0.037525,6.58,5.4
1030,5.0,5.0,0.038078,6.61,5.38
1031,5.0,5.0,0.038078,6.61,5.38
1032,5.0,5.0,0.038394000000000005,6.63,5.36
1033,5.0,5.0,0.039026000000000005,6.67,5.32
1034,5.0,5.0,0.039737,6.71,5.29
1035,5.0,5.0,0.03989500000000001,6.72,5.28
1036,5.0,5.0,0.040053,6.73,5.27
1037,5.0,5.0,0.04068499999999999,6.77,5.23
1038,5.0,5.0,0.04108,6.79,5.21
1039,5.0,5.0,0.041238000000000004,6.8,5.2
1040,5.0,5.0,0.04186999999999999,6.83,5.17
1041,5.0,5.0,0.04234399999999999,6.86,5.14
1042,5.0,5.0,0.042501999999999984,6.87,5.13
1043,5.0,5.0,0.04265999999999999,6.88,5.12
1044,5.0,5.0,0.04289699999999999,6.89,5.11
1045,5.0,5.0,0.043766,6.92,5.08
1046,5.0,5.0,0.044002999999999994,6.93,5.07
1047,5.0,5.0,0.044239999999999995,6.94,5.06
1048,5.0,5.0,0.04542499999999999,6.98,5.02
1049,5.0,5.0,0.045741,6.99,5.01
1050,5.0,5.0,0.04613599999999999,7.0,5.0
1051,5.0,5.0,0.046293999999999995,7.0,5.0
1052,5.0,5.0,0.046293999999999995,7.0,5.0
1053,5.0,5.0,0.046452,7.0,5.0
1054,5.0,5.0,0.04661,7.0,5.0
1055,5.0,5.0,0.047084,7.0,5.0
1056,5.0,5.0,0.047084,7.0,5.0
1057,5.0,5.0,0.047400000000000005,7.0,5.0
1058,5.0,5.0,0.047715999999999995,7.0,5.0
1059,5.0,5.0,0.048347999999999995,7.0,5.0
1060,5.0,5.0,0.048506,7.0,5.0
1061,5.0,5.0,0.049217000000000004,7.0,5.01
1062,5.0,5.0,0.049375,7.0,5.01
1063,5.0,5.0,0.050007,7.0,5.03
1064,5.0,5.0,0.050007,7.0,5.03
1065,5.0,5.0,0.05016500000000001,7.0,5.03
1066,5.0,5.0,0.05079700000000001,7.0,5.05
1067,5.0,5.0,0.05127100000000001,7.0,5.07
1068,5.0,5.0,0.05166600000000001,7.0,5.09
1069,5.0,5.0,0.05206100000000001,7.0,5.11
1070,5.0,5.0,0.052535000000000005,7.0,5.13
1071,5.0,5.0,0.052535000000000005,7.0,5.13
1072,5.0,5.0,0.052535000000000005,7.0,5.13
1073,5.0,5.0,0.05277200000000001,7.0,5.14
1074,5.0,5.0,0.05372000000000002,7.0,5.2
1075,5.0,5.0,0.054036000000000015,7.0,5.22
1076,5.0,5.0,0.05419400000000002,7.0,5.23
1077,5.0,5.0,0.05435200000000002,7.0,5.24
1078,5.0,5.0,0.05435200000000002,7.0,5.24
1079,5.0,5.0,0.05466800000000002,7.0,5.26
1080,5.0,5.0,0.05530000000000002,7.0,5.3
1081,5.0,5.0,0.05545800000000003,7.0,5.31
1082,5.0,5.0,0.05561600000000002,7.0,5.32
1083,5.0,5.0,0.05585300000000003,7.0,5.33
1084,5.0,5.0,0.056011000000000026,7.0,5.34
1085,5.0,5.0,0.05632700000000002,7.0,5.36
1086,5.0,5.0,0.05632700000000002,7.0,5.36
1087,5.0,5.0,0.05672200000000003,7.0,5.38
1088,5.0,5.0,0.056880000000000035,7.0,5.39
1089,5.0,5.0,0.057433000000000026,7.0,5.42
1090,5.0,5.0,0.05806500000000003,7.0,5.43
1091,5.0,5.0,0.05830200000000002,7.0,5.44
1092,5.0,5.0,0.05853900000000003,7.0,5.45
1093,5.0,5.0,0.059250000000000025,7.0,5.48
1094,5.0,5.0,0.059250000000000025,7.0,5.48
1095,5.0,5.0,0.05964500000000003,7.0,5.5
1096,5.0,5.0,0.059882000000000025,7.0,5.51
1097,5.0,5.0,0.059882000000000025,7.0,5.51
1098,5.0,5.0,0.060435000000000016,7.0,5.54
1099,5.0,5.0,0.060672000000000025,7.0,5.55
1100,5.0,5.0,0.06114600000000002,7.0,5.57
1101,5.0,5.0,0.06162000000000003,7.0,5.59
1102,5.0,5.0,0.06193600000000002,7.0,5.61
1103,5.0,5.0,0.062094000000000024,7.0,5.62
1104,5.0,5.0,0.062252000000000016,7.0,5.63
1105,5.0,5.0,0.06256800000000001,7.0,5.65
1106,5.0,5.0,0.06288400000000001,7.0,5.67
1107,5.0,5.0,0.06304200000000001,7.0,5.68
1108,5.0,5.01,0.06351500000000002,7.0,5.7
1109,5.0,5.01,0.06351500000000002,7.0,5.7
1110,5.0,5.01,0.06383100000000001,7.0,5.72
1111,5.0,5.02,0.06430400000000001,7.0,5.74
1112,5.0,5.04,0.064934,7.0,5.77
1113,5.0,5.05,0.06517,7.0,5.78
1114,5.0,5.06,0.06540599999999999,7.0,5.79
1115,5.0,5.09,0.06611399999999999,7.0,5.82
1116,5.0,5.11,0.06658599999999999,7.0,5.84
1117,5.0,5.12,0.06682199999999999,7.0,5.85
1118,5.0,5.13,0.067058,7.0,5.86
1119,5.0,5.16,0.06776599999999998,7.0,5.89
1120,5.0,5.18,0.06823799999999998,7.0,5.91
1121,5.0,5.19,0.06847399999999998,7.0,5.92
1122,5.0,5.22,0.069103,7.0,5.94
1123,5.0,5.22,0.069103,7.0,5.94
1124,5.0,5.23,0.069339,7.0,5.95
1125,5.0,5.27,0.07012499999999999,7.0,5.97
1126,5.0,5.27,0.07012499999999999,7.0,5.97
1127,5.0,5.28,0.070282,7.0,5.97
1128,5.0,5.3,0.070675,7.0,5.96
1129,5.0,5.33,0.071225,7.0,5.96
1130,5.0,5.34,0.071382,7.0,5.96
1131,5.0,5.35,0.071618,7.0,5.96
1132,5.0,5.39,0.07224599999999999,7.0,5.96
1133,5.0,5.4,0.07248199999999999,7.0,5.96
1134,5.0,5.4,0.07248199999999999,7.0,5.96
1135,5.0,5.4,0.07248199999999999,7.0,5.96
1136,5.0,5.43,0.07311100000000001,7.0,5.96
1137,5.0,5.46,0.073819,7.0,5.96
1138,5.0,5.5,0.074763,7.0,5.96
1139,5.0,5.53,0.075471,7.0,5.96
1140,5.0,5.54,0.07570699999999998,7.0,5.96
1141,5.0,5.57,0.076415,7.0,5.96
1142,5.0,5.57,0.076415,7.0,5.96
1143,5.0,5.57,0.076415,7.0,5.96
1144,5.0,5.57,0.076415,7.0,5.96
1145,5.0,5.6,0.077044,7.0,5.96
1146,5.0,5.61,0.07728,7.0,5.96
1147,5.0,5.61,0.07728,7.0,5.96
1148,5.0,5.64,0.07790899999999999,7.0,5.96
1149,5.0,5.65,0.078066,7.0,5.96
1150,5.0,5.71,0.07932399999999999,7.0,5.98
1151,5.0,5.71,0.07932399999999999,7.0,5.98
1152,5.0,5.74,0.07987399999999999,7.0,5.98
1153,5.0,5.74,0.07987399999999999,7.0,5.98
1154,5.0,5.75,0.08010999999999999,7.0,5.98
1155,5.0,5.77,0.08058199999999997,7.0,5.98
1156,5.0,5.78,0.08081799999999997,7.0,5.98
1157,5.0,5.78,0.08081799999999997,7.0,5.98
1158,5.0,5.79,0.08105399999999997,7.0,5.98
1159,5.0,5.82,0.08168299999999999,7.0,5.97
1160,5.0,5.83,0.08191899999999999,7.0,5.97
1161,5.0,5.87,0.08286299999999996,7.0,5.97
1162,5.0,5.89,0.08333499999999998,7.0,5.97
1163,5.0,5.89,0.08333499999999998,7.0,5.97
1164,5.0,5.93,0.08427899999999998,7.0,5.97
1165,5.0,5.96,0.08498699999999998,7.0,5.97
1166,5.0,5.96,0.08514499999999998,7.0,5.97
1167,5.0,5.96,0.08514499999999998,7.0,5.97
1168,5.0,5.97,0.08538099999999997,7.0,5.97
1169,5.0,5.98,0.08561699999999997,7.0,5.97
1170,5.0,5.99,0.08601099999999998,7.0,5.96
1171,5.0,6.0,0.08624699999999998,7.0,5.96
1172,5.0,6.0,0.08687899999999997,7.0,5.96
1173,5.0,6.0,0.08687899999999997,7.0,5.96
1174,5.0,6.0,0.08687899999999997,7.0,5.96
1175,5.0,6.0,0.08719499999999997,7.0,5.96
1176,5.0,6.0,0.087906,7.0,5.97
1177,5.0,6.0,0.087906,7.0,5.97
1178,5.0,6.0,0.08838000000000001,7.0,5.99
1179,5.0,6.0,0.088775,7.0,6.0
1180,5.0,6.0,0.088775,7.0,6.0
1181,5.0,6.0,0.08948600000000001,7.0,6.03
1182,5.0,6.0,0.08988100000000002,7.0,6.04
1183,5.0,6.0,0.090118,7.0,6.05
1184,5.0,6.0,0.090118,7.0,6.05
1185,5.0,6.0,0.090592,7.0,6.07
1186,5.0,6.0,0.090592,7.0,6.07
1187,5.0,6.0,0.09154000000000001,7.0,6.11
1188,5.0,6.0,0.09177700000000001,7.0,6.14
1189,5.0,6.0,0.09240900000000003,7.0,6.17
1190,5.0,6.0,0.09288300000000003,7.0,6.19
1191,5.0,6.0,0.09288300000000003,7.0,6.19
1192,5.01,6.0,0.09335700000000002,7.0,6.21
