training_iteration,training_iteration_time
132,8.02214
133,8.004591999999999
134,8.425606
135,8.998244000000001
136,9.574213
137,10.156418
138,10.780325999999999
139,11.353547
140,11.94684
141,12.559014
142,13.163324000000001
143,13.73981
144,13.902292
145,13.857099
146,13.8282
147,13.812195
148,13.749578999999999
149,13.719227
150,13.72726
151,13.751554
152,13.728811
153,13.763722
154,13.781343999999999
155,13.807821
156,14.104393
157,14.378322
158,14.656604999999999
159,14.944039
160,14.960355
161,14.894861
162,14.903807
163,14.861863999999999
164,14.824380999999999
165,14.804379999999998
166,14.509751
167,14.225629000000001
168,13.95668
169,13.690192
170,13.623286
171,13.647895
172,13.665897999999999
173,13.661952
174,13.664605
175,13.680749
176,13.658838
177,13.65917
178,13.934214
179,13.906246999999999
180,13.96646
181,13.978577
182,13.979066000000001
183,13.956947
184,13.940474
185,13.953808
186,14.001698000000001
187,14.027989
188,13.772518
189,13.814062
190,13.794401
191,13.768265999999999
192,13.782016
193,13.828157
194,13.867038
195,13.836361
196,13.854517
197,13.860066000000002
198,13.823716000000001
199,13.813838
200,13.859871
201,13.894129000000001
202,13.859271000000001
203,13.897148
204,13.912966
205,13.924199
206,13.900184
207,13.887665
208,13.875748
209,13.902714
210,13.87196
211,13.874015
212,13.895693999999999
213,13.835002000000001
214,13.835803
215,13.881179
216,13.863485
217,13.866304
218,13.910969999999999
219,13.91742
220,13.894082000000001
221,13.878499
222,13.869367
223,13.919438
224,13.911315
225,13.941718999999999
226,13.955393
227,13.985275
228,14.000598
229,13.992829
230,14.046944
231,14.069458000000001
232,14.078434999999999
233,14.070514
234,14.080960999999999
235,14.061746999999999
236,14.083134
237,14.079737
238,14.056459
239,14.037608
240,14.02365
241,14.059318
242,14.101638000000001
243,14.125954
244,14.153393
245,14.166319999999999
246,14.196276
247,14.172168
248,14.222893000000001
249,14.238185
250,14.229146
251,14.204573
252,14.193964
253,14.175525
254,14.181606
255,14.158065
256,14.138383
257,14.189316999999999
258,14.195959
259,14.243125
260,14.25572
261,14.299301
262,14.344301999999999
263,14.383082
264,14.390609
265,14.441832
266,14.495093
267,14.503283999999999
268,14.508237999999999
269,14.503083
270,14.498154000000001
271,14.450035
272,14.431220999999999
273,14.413649
274,14.417734000000001
275,14.386223
276,14.327202999999999
277,14.31824
278,14.325294
279,14.331438
280,14.371491
281,14.372419
282,14.330687
283,14.323725
284,14.30058
285,14.282842
286,14.272206
287,14.227333
288,14.20833
289,14.162286
290,14.099924999999999
291,14.137477
292,14.204792
293,14.211178
294,14.218984
295,14.208199
296,14.279596
297,14.606989
298,14.606721
299,14.657349
300,14.727431000000001
301,14.746788
302,14.744204
303,14.753364
304,14.711564000000001
305,14.714253000000001
306,14.648380999999999
307,14.365665000000002
308,14.349771
309,14.331448
310,14.312176
311,14.293889
312,14.240791
313,14.239829
314,14.28206
315,14.299596
316,14.33955
317,14.299781000000001
318,14.318897000000002
319,14.294388999999999
320,14.268022
321,14.21733
322,14.207894
323,14.194911
324,14.205044
325,14.220324
326,14.250442999999999
327,14.297904
328,14.255129
329,14.242685
330,14.278319
331,14.315863
332,14.337532
333,14.338072
334,14.33003
335,14.348291999999999
336,14.334108
337,14.646657
338,14.694413
339,14.715102
340,14.660101000000001
341,14.674995000000001
342,14.662745999999999
343,14.631314
344,14.592531000000001
345,14.536430000000001
346,14.474139
347,14.131452
348,14.082117
349,14.083821
350,14.081771
351,14.02066
352,13.994178
353,14.013062
354,14.025326999999999
355,14.004287
356,14.019816
357,13.967914
358,14.01614
359,13.970985
360,13.973529000000001
361,14.005488999999999
362,14.00723
363,13.977084000000001
364,13.95183
365,14.168109000000001
366,14.264584999999999
367,14.308421000000001
368,14.245682
369,14.266526
370,14.274775
371,14.267721
372,14.276044
373,14.311558000000002
374,14.335579
375,14.122165
376,14.191576
377,14.1908
378,14.234656999999999
379,14.500228
380,14.791465
381,14.958651
382,14.981941999999998
383,14.940674000000001
384,14.963722
385,15.023597
386,14.838935
387,14.944299
388,14.945726
389,14.701633
390,14.453087
391,14.30331
392,14.315989
393,14.315957000000001
394,14.267598
395,14.240494
396,14.23778
397,14.113168
398,14.223638000000001
399,14.197694
400,14.145245999999998
401,14.105274
402,14.095616
403,14.1198
404,14.12029
405,14.13794
406,14.139355
407,14.13704
408,13.994024999999999
409,13.998803
410,13.994406999999999
411,13.996547
412,13.990680000000001
413,13.953552
414,13.942393
415,13.892465
416,13.87116
417,13.883030000000002
418,13.903406
419,13.955699000000001
420,14.26244
421,14.567577
422,14.841516
423,15.216224
424,15.53365
425,15.532126
426,15.74451
427,15.840200000000001
428,15.921387000000001
429,15.910158
430,15.721056
431,15.401994
432,15.081459
433,14.763652
434,14.452793999999999
435,14.513608
436,14.36137
437,14.291354
438,14.184096
439,14.142852000000001
440,14.054022999999999
441,14.101457
442,14.138012
443,14.123942999999999
444,14.11914
445,14.115843
446,14.10335
447,14.065039
448,14.070855
449,14.09127
450,14.042236999999998
451,13.999807
452,14.01006
453,14.003972
454,14.026736000000001
455,14.018336
456,14.006582
457,13.991685
458,13.980326
459,13.965643
460,14.006037000000001
461,14.016008
462,13.982208
463,13.997513000000001
464,13.965717
465,13.924871
466,13.908698000000001
467,14.252120000000001
468,14.580625
469,14.897632
470,14.907933000000002
471,14.917669
472,14.945678
473,14.940161
474,14.951825999999999
475,14.966918
476,15.067838
477,14.985968000000002
478,14.931262
479,14.922611000000002
480,15.239692
481,15.725086
482,16.226941999999998
483,16.799242999999997
484,17.392636
485,17.926092
486,18.627146
487,19.022368999999998
488,19.344224999999998
489,19.616896
490,19.960009999999997
491,20.056124
492,20.122554
493,20.119375
494,20.105184
495,20.143322
496,19.970377
497,19.924335
498,20.381164000000002
499,20.603036
500,20.599474999999998
501,20.653712
502,20.667741000000003
503,20.687889
504,20.729242
505,20.7811
506,20.786724999999997
507,20.793366000000002
508,20.323969
509,20.091446
510,20.032227
511,20.053106
512,20.104984
513,20.097421999999998
514,20.147047999999998
515,20.116927
516,20.099747999999998
517,20.087477
518,20.149819
519,20.195881
520,20.173992
521,20.138733
522,20.125617
523,20.149815999999998
524,20.092269
525,20.137839
526,20.156233
527,20.216157
528,20.220947
529,20.181456999999998
530,20.213559
531,20.217417
532,20.160088
533,20.165325
534,20.173780999999998
535,20.165854
536,20.132120999999998
537,20.352162
538,20.339912
539,20.358768
540,20.463383999999998
541,20.891064999999998
542,20.899641
543,20.855879
544,21.121513999999998
545,21.576318
546,21.58271
547,21.353575
548,21.384497
549,21.390617
550,21.264853
551,20.826806
552,20.857427
553,20.914597
554,20.660791
555,20.21704
556,20.2494
557,20.227034
558,20.214942999999998
559,20.230871999999998
560,20.216357
561,20.196018
562,20.202075
563,20.168995
564,20.159714
565,20.16018
566,20.149917000000002
567,20.169922
568,20.579024
569,21.027612
570,21.071089
571,21.120158
572,21.134948
573,21.145276999999997
574,21.153996
575,21.150881000000002
576,21.138822
577,21.168021
578,20.713095000000003
579,20.284883999999998
580,20.562811
581,20.528581
582,20.515485
583,20.522205999999997
584,20.519978
585,20.487148
586,20.534815
587,20.534722000000002
588,20.628066
589,20.643787
590,20.420771000000002
591,20.468516
592,20.462023000000002
593,20.457487
594,20.453559000000002
595,20.471456999999997
596,20.888856
597,20.831401999999997
598,20.777955000000002
599,20.790687000000002
600,20.706595
601,20.650312000000003
602,20.669892
603,20.671041000000002
604,20.665669
605,20.683732
606,20.256833
607,20.256594
608,20.260025000000002
609,20.264149
610,20.318270000000002
611,20.357723999999997
612,20.848754
613,20.830222000000003
614,20.874284
615,20.8592
616,20.856041
617,20.897505000000002
618,20.901208999999998
619,20.859419999999997
620,20.842017
621,21.316808
622,20.833499
623,20.829123
624,20.824028
625,20.80427
626,20.799225
627,20.793913
628,20.780548
629,20.783283
630,20.770392
631,20.265163
632,20.259460999999998
633,20.259963
634,20.250197
635,20.259816999999998
636,20.278663
637,20.244607
638,20.235381
639,20.209042
640,20.208565
641,20.710041
642,21.160894
643,21.314013
644,21.371589
645,21.385655999999997
646,21.339634999999998
647,21.369532
648,21.350630000000002
649,21.341255
650,21.353841
651,20.854899
652,20.365654
653,20.246664
654,20.15005
655,20.171421
656,20.164481
657,20.135034
658,20.174651
659,20.214081999999998
660,20.204438
661,20.197346000000003
662,20.201812999999998
663,20.22661
664,20.265252
665,20.2254
666,20.293517
667,20.306825
668,20.299011999999998
669,20.251633
670,20.600944
671,20.610095
672,20.63226
673,20.58595
674,20.577143
675,20.596415
676,20.587512
677,20.546484
678,20.533574
679,20.537512
680,20.149669999999997
681,20.135565
682,20.142664
683,20.114444
684,20.118349
685,20.088994
686,20.039364000000003
687,20.027629
688,20.033912
689,20.057011
690,20.038553
691,20.001993
692,19.930964
693,19.906534999999998
694,19.855869
695,19.808753
696,19.800579000000003
697,19.825223
698,19.783276
699,19.788901000000003
700,19.821413
701,19.834786
702,19.850566
703,19.863571
704,19.87857
705,19.900213
706,19.892769
707,19.892428
708,19.882738
709,19.932767
710,19.917212
711,19.909447
712,19.946630000000003
713,20.446896000000002
714,20.880173
715,21.308424
716,21.273254
717,21.28302
718,21.311956
719,21.196780999999998
720,21.255795
721,21.279491
722,21.22742
723,20.70882
724,20.293929
725,19.860566
726,19.895262
727,19.870469
728,19.833848999999997
729,19.880104
730,19.819584
731,19.874178
732,19.888303
733,19.901352
734,20.166282
735,20.614562999999997
736,20.572966
737,20.551947
738,20.576546999999998
739,20.568509
740,20.593401
741,20.508828
742,20.554516
743,20.564773000000002
744,20.242455000000003
745,19.80023
746,19.851854
747,19.914899000000002
748,19.892269
749,19.893043000000002
750,19.861213
751,19.856893
752,19.807814999999998
753,19.897772
754,19.956158
755,19.94748
756,19.950549
757,19.916479
758,19.929954000000002
759,19.947505
760,19.974801
761,19.999104
762,20.044483
763,19.997687999999997
764,20.01802
765,20.089470000000002
766,20.13059
767,20.133744
768,20.172088
769,20.193797
770,20.179330999999998
771,20.235872
772,20.238342
773,20.212258000000002
774,20.220353
775,20.248813
776,20.184174
777,20.189096000000003
778,20.169113000000003
779,20.161522
780,20.162101999999997
781,20.120445
782,20.307011
783,20.746142
784,21.143977
785,21.51086
786,22.01117
787,22.465891
788,22.910031
789,22.846994
790,22.82755
791,22.829053
792,22.625010999999997
793,22.204622999999998
794,21.73697
795,21.276426999999998
796,20.765624
797,20.326306
798,19.933116000000002
799,19.927608
800,19.931406
801,19.945838
802,19.957282
803,19.956156999999997
804,20.009471
805,20.034743
806,20.019136
807,19.986085
808,19.990721
809,19.999272
810,20.05569
811,20.043755
812,20.017909
813,19.985229
814,19.942521
815,20.260763
816,20.760226
817,20.783162
818,20.719641
819,20.776139999999998
820,20.735847000000003
821,20.769856
822,20.82507
823,20.846729
824,20.856252
825,20.553418
826,20.112195
827,20.117578
828,20.582528999999997
829,20.610202
830,20.663209
831,20.645523
832,20.597979
833,20.593555000000002
834,20.597801999999998
835,20.578505
836,20.562748
837,20.564397
838,20.13922
839,20.124406
840,20.110657
841,20.097412
842,20.148647
843,20.152669999999997
844,20.165123
845,20.205824
846,20.233642
847,20.239964
848,20.233622
849,20.22438
850,20.212537
851,20.193551
852,20.137821
853,20.193086
854,20.176956999999998
855,20.129612
856,20.100283
857,20.117742
858,20.084384999999997
859,20.048107
860,20.050479
861,20.105627000000002
862,20.098481
863,20.066339
864,20.143041
865,20.206555
866,20.242534
867,20.222757
868,20.252245
869,20.263273
870,20.245313
871,20.227401999999998
872,20.287656
873,20.265708999999998
874,20.19961
875,20.182509999999997
876,20.160561
877,20.173199
878,20.162571
879,20.154936000000003
880,20.142598000000003
881,20.141251
882,20.188778
883,20.268075
884,20.314003
885,20.283804
886,20.299851999999998
887,20.306103999999998
888,20.332925
889,20.342906
890,20.364637
891,20.420568
892,20.396781
893,20.367865000000002
894,20.40553
895,20.461979
896,20.506
897,20.576912
898,20.588951
899,20.616016
900,20.673356
901,20.662516
902,20.656543000000003
903,20.673603
904,20.640990000000002
905,20.653201
906,20.634331999999997
907,20.606787
908,20.649705
909,20.652330999999997
910,20.675922
911,20.660546
912,20.652001
913,20.674101999999998
914,20.718586
915,20.69377
916,20.705451
917,20.723595
918,20.728405
919,20.833069
920,20.827008999999997
921,20.857487000000003
922,20.821393
923,20.773981
924,20.676435
925,20.616731
926,20.568435
927,20.521124
928,20.428939
929,20.751943
930,21.162740000000003
931,21.082285
932,21.056198000000002
933,21.051899000000002
934,21.101152
935,21.160785
936,21.157091
937,21.121719000000002
938,21.145026
939,20.730055
940,20.265957999999998
941,20.362165
942,20.841555
943,21.296225999999997
944,21.711221000000002
945,21.667475999999997
946,21.678219000000002
947,21.675892
948,21.676727
949,21.711814999999998
950,21.806463
951,21.932569
952,21.665803
953,21.870663
954,21.642084999999998
955,22.515809
956,23.413018
957,23.943870999999998
958,24.375349
959,24.739922999999997
960,25.101708
961,25.415308
962,25.837363
963,25.806749
964,26.077840000000002
965,25.7405
966,25.306863
967,25.34891
968,25.422009
969,25.443217
970,25.415178
971,25.524994
972,25.452603
973,25.387714
974,25.448745
975,25.610186000000002
976,25.771788
977,25.831609
978,25.984
979,26.093975999999998
980,26.176774
981,25.996627
982,25.939166
983,25.874081999999998
984,25.812507
985,25.553159
986,25.390137
987,25.232283
988,24.999646000000002
989,24.899556
990,24.860442
991,24.855608
992,24.850028
993,24.771099
994,24.765883000000002
995,24.801437
996,24.769343
997,24.739931000000002
998,24.730065
999,24.797698
1000,24.728689
1001,24.785995
1002,24.785961999999998
1003,24.764847000000003
1004,24.749363000000002
1005,24.74175
1006,24.723772
1007,24.744918000000002
1008,24.720800999999998
1009,24.610723
1010,24.622056
1011,24.575402999999998
1012,24.58262
1013,24.627050999999998
1014,24.627854
1015,24.656362
1016,24.751973000000003
1017,24.794014999999998
1018,24.826723
1019,24.861657
1020,24.86169
1021,24.851937999999997
1022,24.846808
1023,24.87052
1024,24.860924999999998
1025,24.840417000000002
1026,24.798676
1027,24.821072
1028,24.891573
1029,24.959887
1030,25.026384999999998
1031,25.048251
1032,25.048795
1033,25.093853
1034,25.131330000000002
1035,25.136428
1036,25.127472
1037,25.119729
1038,25.129647000000002
1039,25.091407999999998
1040,25.107530999999998
1041,25.166237000000002
1042,25.156484
1043,25.142537
1044,25.16083
1045,25.168176
1046,25.228055
1047,25.187675
1048,25.156701
1049,25.151717
1050,25.129227999999998
1051,25.117583999999997
1052,25.133014
1053,25.081505
1054,25.077875
1055,25.119417000000002
1056,25.124856
1057,25.149746
1058,25.13549
1059,25.183069
1060,25.196064
1061,25.198448
1062,25.25641
1063,25.317118999999998
1064,25.317173999999998
1065,25.262789
1066,25.215579
1067,25.207622
1068,25.257445
1069,25.24655
1070,25.292373
1071,25.269923
1072,25.261456
1073,25.243336
1074,25.253384999999998
1075,25.316164
1076,25.334681
1077,25.351005
1078,25.346460999999998
1079,25.374252000000002
1080,25.338803
1081,25.346565
1082,25.359287000000002
1083,25.345546
1084,25.355485
1085,25.348633000000003
1086,25.405186
1087,25.452703
1088,25.452991
1089,25.431592000000002
1090,25.421806
1091,25.431154
1092,25.426604
1093,25.414789
1094,25.391150000000003
1095,25.428005000000002
1096,25.384501
1097,25.352569
1098,25.342689
1099,25.366812999999997
1100,25.363429
1101,25.402030999999997
1102,25.379936
1103,25.453295999999998
1104,25.495214
1105,25.442989
1106,25.467127
1107,25.445130000000002
1108,25.469773
1109,25.492702
1110,25.530612
1111,25.533693
1112,25.537624
1113,25.538588999999998
1114,25.499260999999997
1115,25.531322
1116,25.540839
1117,25.554092
1118,25.552545
1119,25.532428
1120,25.497491
1121,25.468262
1122,25.440357
1123,25.391785
1124,25.448942
1125,25.453014
1126,25.416990000000002
1127,25.438949
1128,25.457812999999998
1129,25.413468
1130,25.435986
1131,25.425015
1132,25.445586
1133,25.434826
1134,25.396377
1135,25.393448
1136,25.430561
1137,25.411825
1138,25.384991999999997
1139,25.430813999999998
1140,25.400024000000002
1141,25.390810000000002
1142,25.425065999999998
1143,25.509719
1144,25.478872
1145,25.450913
1146,25.382594
1147,25.397954000000002
1148,25.403826000000002
1149,25.360215
1150,25.427726999999997
1151,25.424396
1152,25.410276000000003
1153,25.346437
1154,25.390026000000002
1155,25.375854
1156,25.428703000000002
1157,25.430048
1158,25.488838
1159,25.532422
1160,25.473613
1161,25.499409
1162,25.462048
1163,25.417664000000002
1164,25.351121
1165,25.369871
1166,25.320999
1167,25.367739
1168,25.34001
1169,25.336128000000002
1170,25.362536
1171,25.372469000000002
1172,25.425545
1173,25.433135999999998
1174,25.509904
1175,25.510885
1176,25.56632
1177,25.482096000000002
1178,25.436549
1179,25.42238
1180,25.435312000000003
1181,25.39051
1182,25.340037
1183,25.328709
1184,25.316898000000002
1185,25.367325
1186,25.34373
1187,25.393708999999998
1188,25.453983
1189,25.453848999999998
1190,25.460874
1191,25.48816
1192,25.501473999999998
1193,25.587194
1194,25.586243
1195,25.506955
1196,25.537523
1197,25.507947
1198,25.451412
1199,25.424048
1200,25.370543
1201,25.357294999999997
1202,25.363118999999998
1203,25.325367
1204,25.269962
1205,25.314459
1206,25.255958999999997
1207,25.298383
1208,25.269044
1209,25.279721000000002
1210,25.292301
1211,25.3246
1212,25.405468
1213,25.405097
1214,25.437234
1215,25.451655
1216,25.517697000000002
1217,25.472621
1218,25.538592
1219,25.617639
1220,25.686318
1221,25.676509999999997
1222,25.595132000000003
1223,25.628294999999998
1224,25.667874
1225,25.633046
1226,25.603952
1227,25.589048
1228,25.619757
1229,25.570237000000002
1230,25.528479
1231,25.529177999999998
1232,25.549726999999997
1233,25.507334
1234,25.504562999999997
1235,25.559768
1236,25.593877
1237,25.644591000000002
1238,25.568971
1239,25.532677
1240,25.525667000000002
1241,25.547087
1242,25.520253
1243,25.520866
1244,25.547258999999997
1245,25.5033
1246,25.534739000000002
1247,25.584944
1248,25.639234000000002
1249,25.68845
1250,25.689005
1251,25.701240000000002
1252,25.695802
1253,25.717723000000003
1254,25.651459
1255,25.654232
1256,25.574765
1257,25.519904999999998
1258,25.468344000000002
1259,25.483062999999998
1260,25.546636
1261,25.556420999999997
1262,25.631508999999998
1263,25.667328
1264,25.761695
1265,25.823822
1266,25.865221000000002
1267,25.947208
1268,26.135681
1269,26.389628000000002
1270,26.534705000000002
1271,26.640434000000003
1272,26.845123
1273,27.093868999999998
1274,27.244593000000002
1275,27.614582
1276,27.835973999999997
1277,28.105348999999997
1278,28.170841
1279,28.153722000000002
1280,28.243367
1281,28.401227
1282,28.413228999999998
1283,28.409898000000002
1284,28.504630000000002
1285,28.348119
1286,28.348753000000002
1287,28.199044999999998
1288,28.190478
1289,28.164471000000002
1290,28.129553
1291,28.125310000000002
1292,28.046726
1293,27.960669000000003
1294,27.89695
1295,27.882046
1296,27.918456
1297,27.938299999999998
1298,27.972788
1299,27.987142
1300,28.001374
1301,27.940291000000002
1302,28.050190999999998
1303,28.142619
1304,28.097543
1305,28.073703000000002
1306,28.026836
1307,27.998089
1308,28.035263
1309,28.046645
1310,28.046237
1311,28.080315
1312,27.974494999999997
1313,27.924148000000002
1314,27.868956999999998
1315,27.801085999999998
1316,27.760257000000003
1317,27.708133999999998
1318,27.552635
1319,27.410010999999997
1320,27.275928
1321,27.07553
1322,26.979509999999998
1323,26.790824
1324,26.732812999999997
1325,26.648511
1326,26.50093
1327,26.35755
1328,26.243924
1329,26.157177
1330,26.05735
1331,26.003789
1332,26.002509
1333,25.973881000000002
1334,25.903181
1335,25.845746
1336,25.812357
1337,25.805456
1338,25.848076000000002
1339,25.814049999999998
1340,25.823347000000002
1341,25.871594
1342,25.757415
1343,25.766385
1344,25.74652
1345,25.778304
1346,25.828279
1347,25.897582999999997
1348,25.899121
1349,25.949255
1350,25.923242
1351,25.857115
1352,25.942476
1353,25.942301999999998
1354,25.945496
1355,25.892204000000003
1356,25.870813
1357,25.864285
1358,25.805265
1359,25.818151
1360,25.841964
1361,25.853405
1362,25.786226
1363,25.759490000000003
1364,25.848573000000002
1365,25.907773000000002
1366,25.933047
1367,25.945408
1368,26.026277999999998
1369,25.946436000000002
1370,25.937963
1371,25.947687000000002
1372,25.991114000000003
1373,26.046252
1374,25.998651000000002
1375,25.986347000000002
1376,25.955784
1377,25.903714
1378,25.840486000000002
1379,25.888102
1380,25.930871
1381,25.914523000000003
1382,25.881314
1383,25.858318
1384,25.822248
1385,25.888009999999998
1386,25.848131000000002
1387,25.823057000000002
1388,25.781465
1389,25.735546
1390,25.668376
1391,25.698812
1392,25.687505
1393,25.718271
1394,25.716109
1395,25.599550999999998
1396,25.599073
1397,25.627215
1398,25.650683
1399,25.674434
1400,25.651803
1401,25.655137
1402,25.651839
1403,25.571616000000002
1404,25.548821
1405,25.584208
1406,25.610174999999998
1407,25.614962
1408,25.606150000000003
1409,25.585704
1410,25.611103
1411,25.588755000000003
1412,25.594265
1413,25.618714
1414,25.640091
1415,25.57141
1416,25.586359
1417,25.55741
1418,25.520507000000002
1419,25.504276
1420,25.45677
1421,25.410152999999998
1422,25.372415
1423,25.328492999999998
1424,25.286751
1425,25.330198
1426,25.31673
1427,25.303502
1428,25.291528999999997
1429,25.289687999999998
1430,25.30152
1431,25.320858
1432,25.357152999999997
1433,25.386902999999997
1434,25.386526999999997
1435,25.400565999999998
1436,25.36983
1437,25.633694
1438,25.977917
1439,26.175608
1440,26.549466
1441,26.751929
1442,27.040007000000003
1443,27.265608
1444,27.516175
1445,27.811254
1446,28.072309
1447,28.024174
1448,27.991926
1449,28.125665
1450,28.019336
1451,27.954884
1452,27.968845
1453,27.934007
1454,27.902286
1455,27.678124
1456,27.616453
1457,27.753822
1458,27.724636999999998
1459,27.621529
1460,27.621313999999998
1461,27.705089
1462,27.66318
1463,27.798699
1464,27.774565
1465,27.848911
1466,27.836233
1467,27.585
1468,27.333342000000002
1469,27.085231
1470,26.839701
1471,26.610737
1472,26.406179
1473,26.055566
1474,25.884895
1475,25.713459999999998
1476,25.527638
1477,25.440724
1478,25.413043000000002
1479,25.408521
1480,25.383885
1481,25.408431
1482,25.36001
1483,25.434555
1484,25.569623
1485,25.730771
1486,25.922963
1487,26.090563999999997
1488,26.333509999999997
1489,26.337816
1490,26.315813
1491,26.320158
1492,26.316133
1493,26.241726
1494,26.094863
1495,25.920619
1496,25.835872
1497,25.840899
1498,25.770598999999997
1499,25.883264
1500,26.028045
1501,26.15971
1502,26.514985
1503,26.695465
1504,26.883236
1505,26.962010999999997
1506,27.093269
1507,27.109243
1508,27.162384999999997
1509,27.114935000000003
1510,27.236188
1511,27.172572
1512,26.924875
1513,26.998018
1514,27.039302
1515,27.117348000000003
1516,26.945052
1517,26.856629
1518,26.856005
1519,27.044732
1520,26.893753
1521,27.049473000000003
1522,27.076662
1523,27.091824
1524,26.990702000000002
1525,27.081877
1526,27.084533999999998
1527,27.197591
1528,27.214106
1529,27.120330000000003
1530,27.315414
1531,27.288014
1532,27.383076000000003
1533,27.306573
1534,27.321271
1535,27.123843
1536,27.234749
1537,27.127027
1538,27.059711
1539,27.03609
1540,26.880207
1541,26.72619
1542,26.726094
1543,26.597692
1544,26.744583
1545,27.038529999999998
1546,27.099194
1547,27.090843
1548,27.061118999999998
1549,26.93978
1550,26.80973
1551,26.724092
1552,26.489117999999998
1553,26.454955
1554,26.20109
1555,25.842228
1556,25.557697
1557,25.421753
1558,25.495535
1559,25.576302
1560,25.705469
1561,25.805001
1562,25.988554
1563,26.218786
1564,26.198612
1565,26.416195
1566,26.707059
1567,26.989324
1568,26.962844
1569,26.987759999999998
1570,27.04257
1571,27.151552
1572,27.229573000000002
1573,27.154943
1574,27.304657
1575,27.254327
1576,27.084698
1577,26.880950000000002
1578,26.718506
1579,26.689999
1580,26.502048
1581,26.308682
1582,26.093449
1583,25.969842
1584,25.830830000000002
1585,25.739369
1586,25.677177
1587,25.661487
1588,25.731756
1589,25.689844
1590,25.692965
1591,25.999112
1592,26.230448
1593,26.373013
1594,26.37605
1595,26.300172
1596,26.333883999999998
1597,26.296507000000002
1598,26.257394
1599,26.241267
1600,26.268404
1601,25.959761
1602,25.655645
1603,25.455688
1604,25.502466000000002
1605,25.516299999999998
1606,25.478282
1607,25.459799999999998
1608,25.443270000000002
1609,25.412109
1610,25.37023
1611,25.369082
1612,25.433857
1613,25.474769000000002
1614,25.452435
1615,25.514965
1616,25.485517
1617,25.534067
1618,25.536641
1619,25.55302
1620,25.600826
1621,25.581208999999998
1622,25.554895000000002
1623,25.501774
1624,25.489116999999997
1625,25.471972
1626,25.524414
1627,25.560548999999998
1628,25.524248
1629,25.517735000000002
1630,25.510665
1631,25.536108
1632,25.55198
1633,25.602983000000002
1634,25.56137
1635,25.578024000000003
1636,25.527998
1637,25.457702
1638,25.513788
1639,25.533455999999997
1640,25.491485
1641,25.521649
1642,25.524956
1643,25.487796
1644,25.575293000000002
1645,25.507573
1646,25.532829000000003
1647,25.537382
1648,25.494633
1649,25.530681
1650,25.558949000000002
1651,25.548762
1652,25.582441
1653,25.60929
1654,25.51361
1655,25.511022
1656,25.505385999999998
1657,25.540572
1658,25.58377
1659,25.538318999999998
1660,25.591719
1661,25.56688
1662,25.494096000000003
1663,25.540713
1664,25.63879
1665,25.722038
1666,25.750842000000002
1667,25.782499
1669,25.900242
1670,25.918110000000002
1671,26.011063999999998
1672,26.086698000000002
1673,26.088978
1674,26.118741000000004
1675,26.171344
1676,26.258093000000002
1677,26.280186
1678,26.247649000000003
1679,26.316871
1680,26.281212
1681,26.227583
1682,26.243791
1683,26.2683
1684,26.230915
1685,26.205255
1686,26.174117
1687,26.145608
1688,26.152545
1689,26.06577
1690,26.093975999999998
1691,26.145766
1692,26.170223
1693,26.168702
1694,26.193388
1695,26.207763
1696,26.138668000000003
1697,26.107138
1698,26.070757
1699,26.153406999999998
1700,26.164115000000002
