training_iteration,training_iteration_time
3182,31.161151
3183,31.146601
3184,31.225537
3185,31.198847
3186,31.162133
3187,31.181099
3188,31.163282
3189,31.18148
3190,31.20747
3191,31.282075
3192,31.300738000000003
3193,31.335962
3194,31.313957
3195,31.365389999999998
3196,31.382911
3197,31.383033
3198,31.432492999999997
3199,31.486365000000003
3200,31.55432
3201,31.539869
3202,31.476269
3203,31.454181000000002
3204,31.399933
3205,31.376431
3206,31.40245
3207,31.40602
3208,31.413505
3209,31.396145
3210,31.357695
3211,31.309058
3212,31.326997
3213,31.364123
3214,31.385568
3215,31.374111
3216,31.332287
3217,31.355795999999998
3218,31.329652
3219,31.365813
3220,31.365895000000002
3221,31.396
3222,31.362843
3223,31.314413000000002
3224,31.386284
3225,31.420482
3226,31.437867999999998
3227,31.456056
3228,31.463782
3229,31.450147
3230,31.491544
3231,31.514682
3232,31.517333999999998
3233,31.563332
3234,31.508378
3235,31.478818999999998
3236,31.539540000000002
3237,31.549074
3238,31.554074
3239,31.511307000000002
3240,31.471196
3241,31.428679
3242,31.453542000000002
3243,31.520146
3244,31.540985
3245,31.57083
3246,31.525998
3247,31.499391
3248,31.547697
3249,31.590583
3250,31.595581
3251,31.624852999999998
3252,31.594679
3253,31.502703
3254,31.553956999999997
3255,31.542469
3256,31.536086
3257,31.545751
3258,31.557599
3259,31.553463
3260,31.549896
3261,31.520789
3262,31.560842
3263,31.5457
3264,31.421609
3265,31.449547
3266,31.479356
3267,31.42419
3268,31.366139
3269,31.352056
3270,31.365543000000002
3271,31.365261
3272,31.366126
3273,31.420368
3274,31.427975
3275,31.379279
3276,31.359458
3277,31.385315
3278,31.365976
3279,31.435091
3280,31.536811
3281,31.725372
3282,31.998811
3283,32.345867
3284,32.641057
3285,32.873931
3286,33.125285000000005
3287,33.486333
3288,33.464233
3289,33.329926
3290,33.158448
3291,32.991438
3292,32.736201
3293,32.361278999999996
3294,32.077468
3295,31.868595000000003
3296,31.606215
3297,31.244812999999997
3298,31.270905
3299,31.266989000000002
3300,31.31666
3301,31.277824
3302,31.230021
3303,31.298522000000002
3304,31.272831
3305,31.277111
3306,31.24043
3307,31.190403999999997
3308,31.25977
3309,31.369577
3310,31.385754000000002
3311,31.385955000000003
3312,31.398335
3313,31.342374
3314,31.430971000000003
3315,31.412778
3316,31.4425
3317,31.459220000000002
3318,31.428855
3319,31.329097
3320,31.301809000000002
3321,31.372914
3322,31.362830000000002
3323,31.345873
3324,31.259790000000002
3325,31.230074000000002
3326,31.238456
3327,31.260171
3328,31.24254
3329,31.332511999999998
3330,31.348202
3331,31.308463
3332,31.307659
3333,31.333616000000003
3334,31.357036
3335,31.451855
3336,31.511744
3337,31.609792000000002
3338,31.701004
3339,31.764899
3340,31.805615000000003
3341,31.873937
3342,31.930821
3343,32.076144
3344,32.138077
3345,32.106686
3346,32.048596
3347,32.005246
3348,31.945822
3349,31.8748
3350,31.836213
3351,31.831473000000003
3352,31.77081
3353,31.674264
3354,31.660536
3355,31.698626
3356,31.786366
3357,31.780189
3358,31.845931
3359,31.844719
3360,31.938518
3361,31.950767
3362,32.031452
3363,32.068761
3364,32.088766
3365,32.07675
3366,32.046774
3367,32.02944
3368,32.008993
3369,32.106584
3370,32.136354
3371,32.234049
3372,32.241042
3373,32.178096000000004
3374,32.21226
3375,32.190426
3376,32.269481
3377,32.295326
3378,32.289037
3379,32.228827
3380,32.154464
3381,32.025534
3382,31.983222
3383,31.94518
3384,31.86454
3385,31.835929
3386,31.661882000000002
3387,31.649722
3388,31.627641
3389,31.566348
3390,31.54312
3391,31.522827
3392,31.569982
3393,31.551285
3394,31.547376
3395,31.584571
3396,31.605594
3397,31.587593000000002
3398,31.537093000000002
3399,31.543464
3400,31.56075
3401,31.594375
3402,31.514423999999998
3403,31.502851999999997
3404,31.480427
3405,31.437519
3406,31.407595
3407,31.445456
3408,31.460355
3409,31.436956
3410,31.423823
3411,31.334442
3412,31.400006
3413,31.442486000000002
3414,31.434684
3415,31.40112
3416,31.415765999999998
3417,31.381577
3418,31.401100999999997
3419,31.49141
3420,31.497002000000002
3421,31.572117
3422,31.493952
3423,31.502689
3424,31.502984
3425,31.572225
3426,31.602473000000003
3427,31.574955999999997
3428,31.549599999999998
3429,31.425481
3430,31.450908
3431,31.408458
3432,31.404806
3433,31.341497
3434,31.332241999999997
3435,31.280527999999997
3436,31.248339
3437,31.302399
3438,31.314462
3439,31.363628000000002
3440,31.345811
3441,31.393746999999998
3442,31.465405999999998
3443,31.446765
3444,31.428809
3445,31.446772
3446,31.46961
3447,31.462484
3448,31.46519
3449,31.469324
3450,31.398916
3451,31.380654
3452,31.305653
3453,31.360108
3454,31.459834999999998
3455,31.540971000000003
3456,31.541705999999998
3457,31.53008
3458,31.573468000000002
3459,31.617526
3460,31.650402
3461,31.674684000000003
3462,31.685575
3463,31.710024
3464,31.617287
3465,31.485275
3466,31.491443999999998
3467,31.433024
3468,31.417929
3469,31.400464
3470,31.385091
3471,31.40517
3472,31.440528999999998
3473,31.483
3474,31.502283
3475,31.556734
3476,31.60463
3477,31.697758999999998
3478,31.667282
3479,31.707832
3480,31.748575000000002
3481,31.668813999999998
3482,31.614895
3483,31.580543000000002
3484,31.684586
3485,31.745318
3486,31.723889
3487,31.713274000000002
3488,31.733183
3489,31.693740000000002
3490,31.693603
3491,31.74782
3492,31.770543
3493,31.780799
3494,31.721055
3495,31.659636
3496,31.617334
3497,31.58397
3498,31.537662
3499,31.552851
3500,31.513492999999997
3501,31.45811
3502,31.461985000000002
3503,31.41085
3504,31.367962
3505,31.405988
3506,31.386783
3507,31.336366
3508,31.395488
3509,31.332506000000002
3510,31.409812000000002
3511,31.431696
3512,31.436293000000003
3513,31.415899
3514,31.420112
3515,31.441848999999998
3516,31.491294999999997
3517,31.497882
3518,31.459616999999998
3519,31.451468000000002
3520,31.399383
3521,31.384418
3522,31.370821
3523,31.422021
3524,31.476226
3525,31.430988000000003
3526,31.401336
3527,31.501742999999998
3528,31.554468
3529,31.582895
3530,31.607967000000002
3531,31.72917
3532,31.775996
3533,31.878768
3534,31.878521
3535,31.920699
3536,31.994056
3537,31.929864000000002
3538,31.944027
3539,31.979836
3540,32.011201
3541,31.993919
3542,31.979346
3543,31.890838
3544,31.935993
3545,31.936017
3546,31.894886999999997
3547,31.96285
3548,31.954280999999998
3549,31.975134999999998
3550,31.960874
3551,31.933974
3552,31.996437999999998
3553,32.023078
3554,32.022224
3555,32.0419
3556,32.088339
3557,32.094972
3558,32.085756
3559,32.110672
3560,32.126965
3561,32.152641
3562,32.153346
3563,32.168209
3564,32.155912
3565,32.183016
3566,32.222437
3567,32.177536
3568,32.161742
3569,32.133733
3570,32.105519
3571,32.132264
3572,32.113983
3573,32.114295999999996
3574,32.130104
3575,32.021579
3576,31.902846
3577,31.911255
3578,31.863052
3579,31.856955000000003
3580,31.787941999999997
3581,31.661054
3582,31.626825
3583,31.629465
3584,31.593996999999998
3585,31.605593000000002
3586,31.629171
3587,31.61374
3588,31.654422
3589,31.628632000000003
3590,31.666992999999998
3591,31.713248
3592,31.683044000000002
3593,31.592944
3594,31.57396
3595,31.580431
3596,31.615313999999998
3597,31.572149
3598,31.54678
3599,31.502829000000002
3600,31.533344
3601,31.608683
3602,31.659762999999998
3603,31.727121
3604,31.702240000000003
3605,31.742458
3606,31.680677
3607,31.747061000000002
3608,31.824273
3609,31.907508999999997
3610,31.886746
3611,31.839689
3612,31.80225
3613,31.840732
3614,31.842181
3615,31.804022
3616,31.837348000000002
3617,31.804779999999997
3618,31.749563
3619,31.701661
3620,31.717506
3621,31.66311
3622,31.65617
3623,31.610855
3624,31.658101
3625,31.668149
3626,31.647449
3627,31.606355999999998
3628,31.627367999999997
3629,31.643385
3630,31.658459999999998
3631,31.70438
3632,31.721059
3633,31.677357
3634,31.615251
3635,31.576416000000002
3636,31.624263
3637,31.765746
3638,31.78819
3639,31.748757
3640,31.781706
3641,31.738643
3642,31.732338
3643,31.831919000000003
3644,31.875108
3645,31.911317999999998
3646,31.840101999999998
3647,31.713843
3648,31.731965
3649,31.769847000000002
3650,31.717747
3651,31.733403
3652,31.73668
3653,31.68855
3654,31.697657
3655,31.747504
3656,31.786646
3657,31.782529
3658,31.705858
3659,31.679585
3660,31.642549
3661,31.693629
3662,31.737188999999997
3663,31.682111
3664,31.695337
3665,31.660537
3666,31.720915
3667,31.796350999999998
3669,31.746174
3670,31.770871
3671,31.667921999999997
3672,31.642822
3673,31.686118999999998
3674,31.678658
3675,31.689811000000002
3676,31.646169
3677,31.578078
3678,31.601958999999997
3679,31.704717000000002
3680,31.68311
3681,31.710708
3682,31.706963
3683,31.653121
3684,31.708088
3685,31.691614
3686,31.691447
3687,31.731016
3688,31.786329000000002
3689,31.740893
3690,31.76905
3691,31.795062
3692,31.792322
3693,31.777622
3694,31.720648
3695,31.731793000000003
3696,31.790557
3697,31.774023
3698,31.734102
3699,31.769874
3700,31.805055
3701,31.783514
3702,31.75762
3703,31.822645
3704,31.873553
3705,31.882151
3706,31.801527999999998
3707,31.82608
3708,31.824394
3709,31.785484
3710,31.733999
3711,31.888458
3712,31.888126
3713,31.885646
3714,31.846524000000002
3715,31.815977
3716,31.878741
3717,31.849592
3718,31.876454000000003
3719,31.845641
3720,31.806359
3721,31.670072
3722,31.736691
3723,31.706087
3724,31.692607
3725,31.659559
3726,31.618362
3727,31.595101
3728,31.56277
3729,31.596515
3730,31.623583999999997
3731,31.599549
3732,31.543883
3733,31.536787
3734,31.502796999999997
3735,31.581311000000003
3736,31.576416000000002
3737,31.556366999999998
3738,31.574354
3739,31.502326
3740,31.509567999999998
3741,31.576172999999997
3742,31.61506
3743,31.631859
3744,31.652357
3745,31.605026000000002
3746,31.635432
3747,31.641348999999998
3748,31.650744
3749,31.691534
3750,31.721996
3751,31.679669999999998
3752,31.655496
3753,31.696887999999998
3754,31.662440999999998
3755,31.672022000000002
3756,31.64104
3757,31.702973
3758,31.720573
3759,31.731761
3760,31.711732
3761,31.670301
3762,31.680137
3763,31.667778
3764,31.671468
3765,31.737192
3766,31.745736
3767,31.771493
3768,31.845623
3769,31.830206999999998
3770,31.855314
3771,31.979369
3772,31.946057
3773,31.948884999999997
3774,31.985407
3775,31.911446
3776,31.961295
3777,31.957949
3778,31.856627
3779,31.910378
3780,31.915761999999997
3781,31.883379
3782,32.010352
3783,32.012842
3784,31.978008999999997
3785,31.970587
3786,31.913909
3787,31.898795
3788,31.895053
3789,31.929829
3790,31.911214
3791,31.901902999999997
3792,31.831434
3793,31.803936
3794,31.905125
3795,31.972351999999997
3796,31.969553
3797,31.93548
3798,31.938122
3799,31.855406
3800,31.805767
3801,31.762652999999997
3802,31.711413
3803,31.72248
3804,31.690734
3805,31.658926
3806,31.730822
3807,31.752972000000003
3808,31.786682
3809,31.854169000000002
3810,31.946201000000002
3811,31.966169
3812,32.057063
3813,32.081378
3814,32.058642
3815,32.043198000000004
3816,32.007926
3817,32.041779
3818,32.053291
3819,32.02619
3820,32.030535
3821,32.036851999999996
3822,31.974314999999997
3823,31.931401
3824,31.949689
3825,31.978904999999997
3826,31.940163000000002
3827,31.874799
3828,31.859771000000002
3829,31.919130000000003
3830,31.859772
3831,31.887684
3832,31.915937000000003
3833,31.937237
3834,31.908916
3835,31.867995
3836,31.917654
3837,31.985225
3838,31.952811
3839,31.851947
3840,31.904098
3841,31.860001
3842,31.871004
3843,31.876572
3844,31.883668
3845,31.885026999999997
3846,31.862634
3847,31.840670999999997
3848,31.84321
3849,31.933579
3850,31.879718
3851,31.926247
3852,31.958633000000003
3853,31.931913
3854,32.027432
3855,32.010499
3856,32.040926
3857,32.052598
3858,32.102935
3859,32.048817
3860,32.057808
3861,32.0171
3862,31.923368
3863,31.94198
3864,31.829886
3865,31.923322
3866,31.894787
3867,31.877122
3868,31.825803
3869,31.791597000000003
3870,31.885544999999997
3871,31.9219
3872,31.944791000000002
3873,32.018217
3874,32.05526
3875,32.023398
3876,31.993475
3877,32.172448
3878,32.202285
3879,32.354264
3880,32.307592
3881,32.251449
3882,32.295945
3883,32.320902
3884,32.315148
3885,32.351683
3886,32.346212
3887,32.147911
3888,32.160818
3889,32.023944
3890,32.023142
3891,32.066841000000004
3892,32.007394
3893,31.902922999999998
3894,31.883681
3895,31.787163
3896,31.832127
3897,31.912117
3898,31.967689999999997
3899,31.948768
3900,31.90544
3901,31.913065
3902,31.959127
3903,32.084212
3904,32.118642
3905,32.191444
3906,32.208503
3907,32.147952000000004
3908,32.094342
3909,32.152953000000004
3910,32.175397000000004
3911,32.144811000000004
3912,32.102227
3913,32.002427
3914,31.93879
3915,31.938754
3916,31.914493999999998
3917,31.978066
3918,31.912748
3919,31.937639
3920,31.964903
3921,32.030199
3922,32.006356
3923,31.953834
3924,31.918421
3925,31.886985
3926,31.835444
3927,31.786449
3928,31.776632000000003
3929,31.681343000000002
3930,31.684644
3931,31.640007
3932,31.666701
3933,31.711976
3934,31.808747
3935,31.783933
3936,31.833342000000002
3937,31.857186000000002
3938,31.920443
3939,31.982671999999997
3940,31.973401999999997
3941,32.006414
3942,31.996025000000003
3943,31.991167
3944,31.976339
3945,32.020928
3946,32.023783
3947,31.958987
3948,31.932937000000003
3949,31.864233
3950,31.810833
3951,31.825697
3952,31.868741000000004
3953,31.898367999999998
3954,31.8934
3955,31.864984
3956,31.889656
3957,31.962612
3958,31.959575
3959,31.997363
3960,31.991719
3961,31.898968
3962,31.89265
3963,31.929669999999998
3964,31.930723999999998
3965,31.933070999999998
3966,31.928469
3967,31.885241
3968,31.934889
3969,32.038076000000004
3970,32.05904
3971,32.061611
3972,32.020134999999996
3973,31.950896
3974,31.957467
3975,31.997341
3976,32.00531
3977,31.949281
3978,31.866223
3979,31.736472000000003
3980,31.742822
3981,31.797036
3982,31.790306
3983,31.792148
3984,31.748463
3985,31.699051
3986,31.677255000000002
3987,31.747585
3988,31.766196
3989,31.812093
3990,31.79529
3991,31.782001
3992,31.807576
3993,31.842154999999998
3994,31.897937000000002
3995,31.913737
3996,31.923067
3997,31.899178
3998,31.949265
3999,31.963497
4000,31.991631
4001,31.973647
4002,32.039156999999996
4003,31.981429
4004,31.938356
4005,31.958075
4006,31.968868999999998
4007,31.987237
4008,32.014617
4009,31.957575000000002
4010,31.979221000000003
4011,32.026089
4012,31.985156
4013,32.024783
4014,32.077062999999995
4015,32.017651
4016,32.0067
4017,31.947347
4018,31.929102999999998
4019,31.943962
4020,31.896207999999998
4021,31.862311000000002
4022,31.85303
4023,31.828937999999997
4024,31.797479
4025,31.802642
4026,31.81423
4027,31.884719
4028,31.862835999999998
4029,31.898747
4030,31.935722000000002
4031,31.938987
4032,31.876713
4033,31.86442
4034,31.896768
4035,31.917897
4036,31.859499
4037,31.838161
4038,31.831931
4039,31.826054
4040,31.797352999999998
4041,31.786163000000002
4042,31.848764
4043,31.873421999999998
4044,31.840624
4045,31.840768
4046,31.920582
4047,31.910580999999997
4048,31.998720000000002
4049,32.026362
4050,32.080459
4051,32.034309
4052,31.981332
4053,31.9677
4054,31.983473999999998
4055,31.996136
4056,31.940551
4057,31.974850999999997
4058,31.870839
4059,31.800583
4060,31.788194999999998
4061,31.854958999999997
4062,31.892705000000003
4063,31.884764
4064,31.89859
4065,31.898101
4066,31.981611
4067,31.991544
4068,31.996866
4069,32.067958
4070,32.081739
4071,32.079991
4072,32.106979
4073,32.140921
4074,32.084998999999996
4075,32.098062
4076,32.015542
4077,32.047844
4078,32.055994
4079,32.001309
4080,31.949309
4081,31.927912
4082,31.941556000000002
4083,31.992418
4084,32.043352
4085,32.000045
4086,32.005126
4087,31.912475999999998
4088,31.915528
4089,31.927919999999997
4090,31.966165
4091,31.92469
4092,31.869790000000002
4093,31.842241
4094,31.847705
4095,31.884404999999997
4096,31.893902999999998
4097,31.912947
4098,31.945774
4099,31.978862
4100,32.014505
4101,32.065438
4102,32.121885
4103,32.122678
4104,32.077766
4105,32.054248
4106,32.078827000000004
4107,32.098001000000004
4108,32.110929
4109,32.128395
4110,32.077341
4111,32.079418000000004
4112,32.030944
4113,32.057985
4114,32.115794
4115,32.114067999999996
4116,32.108025000000005
4117,32.070377
4118,32.028742
4119,32.028252
4120,32.007249
4121,32.002778
4122,32.009758000000005
4123,31.990023
4124,31.928516
4125,31.969589
4126,31.974541000000002
4127,32.003476
4128,31.984863
4129,31.922636999999998
4130,31.914118
4131,31.881252
4132,31.922269
4133,31.849815
4134,31.819083
4135,31.790963
4136,31.752920999999997
4137,31.730197
4138,31.80484
4139,31.809679
4140,31.840681
4141,31.909398
4142,31.898801
4143,31.897223999999998
4144,31.962503
4145,31.925209
4146,31.909764
4147,31.985504000000002
4148,31.913946
4149,31.997257
4150,31.944625
4151,31.858904
4152,31.818738
4153,31.822326
4154,31.837705000000003
4155,31.889321
4156,31.945998
4157,31.917268
4158,31.916964
4159,31.848777
4160,31.900886
4161,31.939147000000002
4162,31.952906
4163,31.964416
4164,31.892648
4165,31.855226
4166,31.834957
4167,31.823435
4168,31.870891
4169,31.879455
4170,31.87133
4171,31.844311
4172,31.810204000000002
4173,31.853217
4174,31.906845
4175,31.93403
4176,31.856482
4177,31.794048999999998
4178,31.7108
4179,31.732337
4180,31.713995
4181,31.741585999999998
4182,31.757956999999998
4183,31.75297
4184,31.714722000000002
4185,31.741709999999998
4186,31.835115000000002
4187,31.862741999999997
4188,31.937375
4189,31.929502
4190,31.993183000000002
4191,31.946913000000002
4192,31.953321
4193,31.91107
4194,31.933498
4195,31.864255
4196,31.782914
4197,31.823934
4198,31.815526000000002
4199,31.812319
4200,31.730801
4201,31.799748
4202,31.826963
4203,31.791296
4204,31.821736
4205,31.861806
4206,31.917932
4207,31.870026000000003
4208,31.806313
4209,31.742776000000003
4210,31.830921
4211,31.834732
4212,31.819830999999997
4213,31.868307
4214,31.828668
4215,31.85371
4216,31.889204000000003
4217,31.93319
4218,31.94942
4219,31.96832
4220,31.876599
4221,31.833425
4222,31.88457
4223,31.853163000000002
4224,31.855754
4225,31.822933000000003
4226,31.816692
4227,31.801638999999998
4228,31.903191
4229,31.915457999999997
4230,31.980556
4231,32.003765
4232,31.958144
4233,32.002502
4234,32.089592
4235,32.078596000000005
4236,32.042729
4237,32.013181
4238,31.94629
4239,31.964423999999998
4240,31.966586
4241,31.939102
4242,31.918079000000002
4243,31.881083
4244,31.817456
4245,31.861001
4246,31.840307
4247,31.93323
4248,31.881144
4249,31.907358
4250,31.926679
4251,31.956289
4252,31.968714
4253,32.06995
4254,32.070531
4255,32.003232
4256,31.986134
4257,31.895516
4258,31.982757000000003
4259,31.992124
4260,31.940887
4261,31.908918
4262,31.927354
4263,31.837008
4264,31.825553
4265,31.889105999999998
4266,31.9085
4267,31.907083
4268,31.850328
4269,31.789305
4270,31.798977
4271,31.841383999999998
4272,31.872707
4273,31.851181
4274,31.865325000000002
4275,31.866409
4276,31.870990000000003
4277,31.929526000000003
4278,31.928683
4279,31.922305
4280,31.916445
4281,31.893228
4282,31.880860000000002
4283,31.954496
4284,31.987307
4285,31.960699
4286,31.986736
4287,31.93806
4288,32.005255
4289,32.01706
4290,31.980990000000002
4291,32.00196
4292,31.959826
4293,31.902896000000002
4294,31.820092
4295,31.839821
4296,31.811894
4297,31.871488000000003
4298,31.800612
4299,31.804147
4300,31.798049
4301,31.845443
4302,31.835911
4303,31.88037
4304,31.878403
4305,31.877764
4306,31.948061000000003
4307,31.906776999999998
4308,31.901190999999997
4309,31.903647
4310,31.947444
4311,31.884089
4312,31.875021
4313,31.851729
4314,31.856346000000002
4315,31.7858
4316,31.673742999999998
4317,31.653611
4318,31.638389
4319,31.683611
4320,31.659142
4321,31.648062999999997
4322,31.632761
4323,31.599823
4324,31.626374
4325,31.65676
4326,31.723710999999998
4327,31.685952
4328,31.707141
4329,31.614075
4330,31.604001
4331,31.665564
4332,31.73775
4333,31.752080999999997
4334,31.696416000000003
4335,31.702605
4336,31.706674
4337,31.745954
4338,31.784262
4339,31.809091
4340,31.8496
4341,31.777540000000002
4342,31.710036
4343,31.750103
4344,31.8145
4345,31.820821
4346,31.807526999999997
4347,31.831326
4348,31.849707
4349,31.89386
4350,31.907176
4351,31.89656
4352,31.952782
4353,31.952489
4354,31.989386
4355,31.994967
4356,31.980098
4357,31.999234
4358,31.969803
4359,31.967192999999998
4360,31.916102
4361,31.942631000000002
4362,31.928158
4363,31.871226
4364,31.790383000000002
4365,31.812999
4366,31.861837
4367,31.834571
4368,31.848178
4369,31.85997
4370,31.90336
4371,31.876198
4372,31.890618
4373,31.958443
4374,31.987615
4375,31.932291
4376,31.903478
4377,31.879534
4378,31.842727
4379,31.87389
4380,31.845888
4381,31.847703000000003
4382,31.823563
4383,31.779186000000003
4384,31.807937000000003
4385,31.883586
4386,31.818414
4387,31.860049
4388,31.874505000000003
4389,31.785246
4390,31.801808
4391,31.844137999999997
4392,31.802675
4393,31.787822
4394,31.766484000000002
4395,31.73289
4396,31.757261
4397,31.745464
4398,31.688473000000002
4399,31.661441
4400,31.670271
4401,31.698400000000003
4402,31.757434
4403,31.836938
4404,31.880121
4405,31.83977
4406,31.840911
4407,31.830713
4408,31.866906
4409,31.932140999999998
4410,31.897517
4411,31.857045999999997
4412,31.857885999999997
4413,31.798004000000002
4414,31.770373
4415,31.822911
4416,31.779687999999997
4417,31.733408999999998
4418,31.779146
4419,31.764218
4420,31.801233
4421,31.864442
4422,31.871675
4423,31.900440999999997
4424,31.869883
4425,31.868825
4426,31.934436
4427,32.022846
4428,31.99861
4429,32.014062
4430,31.977152999999998
4431,31.954158
4432,31.983178
4433,32.052148
4434,32.055012
4435,32.066273
4436,32.096594
4437,32.114091
4438,32.120023
4439,32.237156999999996
4440,32.335356
4441,32.322103999999996
4442,32.319742
4443,32.208186000000005
4444,32.226014
4445,32.224846
4446,32.198132
4447,32.091533
4448,32.124894
4449,32.018031
4450,31.929729
4451,31.96369
4452,31.933310000000002
4453,31.977588
4454,31.979598000000003
4455,31.93932
4456,32.010211
4457,32.048398
4458,31.998316
4459,31.972441999999997
4460,32.012697
4461,31.936602
4462,31.902428
4463,31.936888
4464,31.989724
4465,32.060527
4466,32.035269
4467,32.085538
4468,32.110422
4469,32.14994
4470,32.126841
4471,32.151012
4472,32.173742
4473,32.146239
4474,32.057551
4475,31.994516
4476,31.912512
4477,31.838033
4478,31.770969
4479,31.726692
4480,31.720299
4481,31.769959
4482,31.7513
4483,31.748060000000002
4484,31.760870999999998
4485,31.779215
4486,31.862667000000002
4487,31.881534
4488,31.957297999999998
4489,32.005064
4490,32.006414
4491,31.969909
4492,31.995624
4493,31.979777
4494,31.972459999999998
4495,31.971201
4496,31.913553
4497,31.898641
4498,31.930415
4499,31.919462
4500,31.94881
4501,31.930449
4502,31.921778
4503,31.876444
4504,31.915262
4505,31.943887
4506,31.937837
4507,32.003299999999996
4508,32.002285
4509,31.951846
4510,31.976613
4511,31.983065999999997
4512,31.99379
4513,32.058801
4514,32.060219000000004
4515,32.040926999999996
4516,32.0886
4517,32.077085
4518,32.033595
4519,32.078131
4520,32.064625
4521,32.056836
4522,32.088381
4523,32.101358
4524,32.097185
4525,32.144715
4526,32.151803
4527,32.17368
4528,32.231495
4529,32.220677
4530,32.204546
4531,32.221602
4532,32.164162
4533,32.166629
4534,32.189595000000004
4535,32.163221
4536,32.177364000000004
4537,32.175029
4538,32.112704
4539,32.07568
4540,32.064861
4541,32.115998
4542,32.090664000000004
4543,32.053441
4544,31.993984
4545,31.976086
4546,32.024899
4547,31.990541
4548,31.977661
4549,31.997392
4550,31.974866000000002
4551,31.953281
4552,31.980991000000003
4553,32.00372
4554,32.078444
4555,32.045847
4556,31.923068999999998
4557,31.902755000000003
4558,31.878148
4559,31.91609
4560,31.936674
4561,31.893917000000002
4562,31.900536
4563,31.807176
4564,31.765487
4565,31.849809
4566,31.83425
4567,31.796585
4568,31.776975999999998
4569,31.757137999999998
4570,31.717736000000002
4571,31.709097
4572,31.779844
4573,31.855115
4574,31.82336
4575,31.761862
4576,31.830489
4577,31.914663
4578,32.011976
4579,32.050735
4580,32.082072
4581,32.097155
4582,32.075221
4583,32.052596
4584,32.142826
4585,32.106526
4586,32.08188
4587,32.076884
4588,32.025162
4589,31.998389
4590,32.035254
4591,32.019254000000004
4592,31.989348000000003
4593,31.968622
4594,31.903995
4595,31.939124
4596,31.965787
4597,31.945418
4598,31.94839
4599,31.951794000000003
4600,31.909439
4601,31.961119
4602,32.054938
4603,32.133732
4604,32.130006
4605,32.12498
4606,32.119532
4607,32.13524
4608,32.211315
4609,32.19037
4610,32.240994
4611,32.210109
4612,32.150045999999996
4613,32.12281
4614,32.089057000000004
4615,32.118821
4616,32.081027
4617,32.040104
4618,31.923607
4619,31.939968
4620,31.891037
4621,31.884117999999997
4622,31.847776000000003
4623,31.796526
4624,31.851731
4625,31.812568
4626,31.857897
4627,31.855702
4628,31.886382
4629,31.875352
4630,31.90125
4631,31.892283
4632,31.896383
4633,31.900650000000002
4634,31.865374
4635,31.853587
4636,31.817231
4637,31.811051
4638,31.826314999999997
4639,31.790383000000002
4640,31.717676
4641,31.728731
4642,31.693448
4643,31.686006000000003
4644,31.710226
4645,31.71471
4646,31.722428
4647,31.748403999999997
4648,31.72999
4649,31.798105
4650,31.875239
4651,31.887625
4652,31.888617999999997
4653,31.939526
4654,31.92389
4655,31.957738000000003
4656,31.977598
4657,32.009948
4658,32.055463
4659,32.060468
4660,32.014852
4661,31.986845000000002
4662,32.020896
4663,32.001361
4664,32.059018
4665,32.053354
4666,32.054482
4667,32.088052
4669,32.055649
4670,32.060377
4671,32.096949
4672,32.073166
4673,32.075651
4674,32.075363
4675,32.06523
4676,32.009447
4677,31.996964
4678,31.964166000000002
4679,31.944794
4680,31.994101999999998
4681,31.962078
4682,31.968239
4683,31.959195
4684,31.943838
4685,31.940853
4686,31.997233
4687,31.913833999999998
4688,31.93067
4689,31.969324
4690,31.939789
4691,31.958535
4692,32.049238
4693,32.12207
4694,32.134689
4695,32.217342
4696,32.211777
4697,32.256229
4698,32.297323
4699,32.281899
4700,32.26654
4701,32.309151
4702,32.206067
4703,32.132796
4704,32.179008
4705,32.107424
4706,32.097512
4707,32.056478
4708,31.99985
4709,32.015409
4710,32.06623
4711,32.010196
4712,32.046185
4713,32.062565
4714,31.990706999999997
4715,32.018517
4716,32.057166
4717,32.164241000000004
4718,32.212018
4719,32.201183
4720,32.21826
4721,32.230601
4722,32.319691
4723,32.326271
4724,32.358022
4725,32.335525000000004
4726,32.319528
4727,32.272024
4728,32.271048
4729,32.264596000000004
4730,32.248567
4731,32.260937999999996
4732,32.175148
4733,32.258459
4734,32.230045
4735,32.247521
4736,32.279705
4737,32.249074
4738,32.24045
4739,32.260115
4740,32.279151
4741,32.275925
4742,32.268109
4743,32.185818
4744,32.182182
4745,32.212117
4746,32.129101999999996
4747,32.117596
4748,32.115207
4749,32.124347
4750,32.061216
4751,32.124577
4752,32.144931
4753,32.167189
4754,32.180503
4755,32.09917
4756,32.121578
4757,32.183491000000004
4758,32.218652
4759,32.212161
4760,32.212825
4761,32.163321
4762,32.142526000000004
4763,32.19159
4764,32.206984
4765,32.278670999999996
4766,32.324961
4767,32.271934
4768,32.200829
4769,32.232828
4770,32.254673
4771,32.289095
4772,32.31001
4773,32.238566999999996
4774,32.207824
4775,32.203001
4776,32.206694999999996
4777,32.188438
4778,32.208109
4779,32.176036
4780,32.201994
4781,32.149702
4782,32.162272
4783,32.146623
4784,32.147662
4785,32.148311
4786,32.114777
4787,32.169304
4788,32.171164
4789,32.136167
4790,32.08226
4791,32.072861
4792,32.016224
4793,32.02003
4794,32.089054
4795,32.100224
4796,32.093586
4797,32.087844000000004
4798,32.107442
4799,32.167391
4800,32.191900000000004
4801,32.271579
4802,32.362994
