training_iteration,proportion_missed
6256,0.3555944055944057
6257,0.3555944055944057
6258,0.350979020979021
6259,0.3548251748251748
6260,0.35867132867132867
6261,0.3617482517482518
6262,0.3725174825174825
6263,0.37790209790209794
6264,0.3755944055944056
6265,0.35559440559440575
6266,0.3555944055944057
6267,0.3555944055944057
6268,0.36482517482517485
6269,0.36482517482517485
6270,0.3632867132867134
6271,0.36097902097902107
6272,0.3563636363636364
6273,0.35944055944055947
6274,0.3555944055944057
6275,0.3571328671328672
6276,0.3563636363636364
6277,0.3563636363636364
6278,0.3563636363636365
6279,0.3563636363636365
6280,0.3563636363636365
6281,0.3563636363636365
6282,0.35790209790209787
6283,0.3617482517482518
6284,0.3617482517482518
6285,0.36790209790209794
6286,0.36405594405594416
6287,0.3771328671328672
6288,0.37713286713286714
6289,0.3717482517482517
6290,0.36405594405594405
6291,0.36405594405594405
6292,0.3617482517482518
6293,0.36230769230769233
6294,0.35846153846153844
6295,0.35
6296,0.35846153846153844
6297,0.3592307692307692
6298,0.3638461538461539
6299,0.3638461538461539
6300,0.3638461538461539
6301,0.36307692307692313
6302,0.3646153846153847
6303,0.3653846153846153
6304,0.3653846153846153
6305,0.37769230769230766
6306,0.3769230769230769
6307,0.37923076923076926
6308,0.3807692307692308
6309,0.38307692307692315
6310,0.3823076923076924
6311,0.38230769230769235
6312,0.3846153846153847
6313,0.3853846153846154
6314,0.3769230769230769
6315,0.38846153846153847
6316,0.3853846153846154
6317,0.4015384615384616
6318,0.40538461538461545
6319,0.39923076923076933
6320,0.4092307692307693
6321,0.4092307692307693
6322,0.4000000000000001
6323,0.38846153846153864
6324,0.3892307692307693
6325,0.38923076923076927
6326,0.39384615384615396
6327,0.4
6328,0.40153846153846146
6329,0.41461538461538455
6330,0.4146153846153846
6331,0.41615384615384615
6332,0.4192307692307692
6333,0.41769230769230775
6334,0.41846153846153855
6335,0.42615384615384627
6336,0.42615384615384627
6337,0.4261538461538462
6338,0.4238461538461539
6339,0.4261538461538461
6340,0.4261538461538461
6341,0.4207692307692308
6342,0.4238461538461538
6343,0.4223076923076923
6344,0.41846153846153844
6345,0.4207692307692308
6346,0.4207692307692308
6347,0.4115384615384615
6348,0.4076923076923078
6349,0.4084615384615386
6350,0.4123076923076925
6351,0.41230769230769243
6352,0.40923076923076934
6353,0.4061538461538462
6354,0.4061538461538462
6355,0.4161538461538462
6356,0.41461538461538455
6357,0.40692307692307694
6358,0.4100000000000001
6359,0.4107692307692308
6360,0.41230769230769243
6361,0.4115384615384617
6362,0.4115384615384617
6363,0.4107692307692309
6364,0.41384615384615386
6365,0.4046153846153846
6366,0.4046153846153846
6367,0.3976923076923078
6368,0.39846153846153853
6369,0.38923076923076927
6370,0.38923076923076927
6371,0.3876923076923077
6372,0.3907692307692308
6373,0.39076923076923087
6374,0.3984615384615385
6375,0.3984615384615385
6376,0.3992307692307693
6377,0.3823076923076924
6378,0.3823076923076924
6379,0.38384615384615395
6380,0.37338461538461537
6381,0.37723076923076915
6382,0.37492307692307686
6383,0.36184615384615393
6384,0.36184615384615393
6385,0.36184615384615393
6386,0.361846153846154
6387,0.3580000000000001
6388,0.3580000000000001
6389,0.3665256410256411
6390,0.3696025641025642
6391,0.3742179487179488
6392,0.3649871794871796
6393,0.34652564102564115
6394,0.3365256410256411
6395,0.3357564102564103
6396,0.34652564102564104
6397,0.3411410256410257
6398,0.3388333333333333
6399,0.3480641025641026
6400,0.34498717948717955
6401,0.3488333333333334
6402,0.3519102564102565
6403,0.3519102564102565
6404,0.3519102564102565
6405,0.3519102564102565
6406,0.3388333333333334
6407,0.3480641025641027
6408,0.3426794871794872
6409,0.33652564102564114
6410,0.3411410256410256
6411,0.3388333333333333
6412,0.3388333333333333
6413,0.3388333333333333
6414,0.33575641025641034
6415,0.3319102564102564
6416,0.3319102564102564
6417,0.3372948717948719
6418,0.34037179487179503
6419,0.34652564102564115
6420,0.34960256410256413
6421,0.34806410256410253
6422,0.35883333333333334
6423,0.35883333333333334
6424,0.36037179487179494
6425,0.36191025641025654
6426,0.3626794871794873
6427,0.3619102564102565
6428,0.36037179487179494
6429,0.36729487179487186
6430,0.3726794871794873
6431,0.3726794871794873
6432,0.3757564102564103
6433,0.3865256410256409
6434,0.38421794871794873
6435,0.3788333333333334
6436,0.37960256410256416
6437,0.3711410256410257
6438,0.37114102564102575
6439,0.37037179487179495
6440,0.3772948717948718
6441,0.3888333333333333
6442,0.38621794871794873
6443,0.38621794871794873
6444,0.38391025641025645
6445,0.39237179487179497
6446,0.4016025641025642
6447,0.396923076923077
6448,0.396923076923077
6449,0.396923076923077
6450,0.4007692307692308
6451,0.39384615384615396
6452,0.39384615384615396
6453,0.39461538461538476
6454,0.39615384615384636
6455,0.39615384615384636
6456,0.40000000000000013
6457,0.4000000000000001
6458,0.4000000000000001
6459,0.4000000000000001
6460,0.39384615384615396
6461,0.38923076923076927
6462,0.3846153846153847
6463,0.3846153846153847
6464,0.37500000000000006
6465,0.37500000000000006
6466,0.3726923076923078
6467,0.37500000000000006
6468,0.37807692307692314
6469,0.3857692307692308
6470,0.39346153846153853
6471,0.39269230769230773
6472,0.39269230769230773
6473,0.39730769230769236
6474,0.39730769230769236
6475,0.4080769230769231
6476,0.4157692307692307
6477,0.4173076923076923
6478,0.4173076923076923
6479,0.4173076923076924
6480,0.4057692307692309
6481,0.4057692307692309
6482,0.4057692307692309
6483,0.40346153846153854
6484,0.40346153846153854
6485,0.3973076923076924
6486,0.391923076923077
6487,0.40346153846153854
6488,0.40346153846153854
6489,0.40423076923076917
6490,0.39884615384615385
6491,0.39423076923076933
6492,0.40038461538461545
6493,0.39115384615384613
6494,0.39115384615384613
6495,0.38884615384615384
6496,0.38884615384615384
6497,0.38884615384615384
6498,0.38730769230769235
6499,0.3926923076923077
6500,0.3934615384615385
6501,0.3934615384615385
6502,0.3934615384615384
6503,0.3934615384615384
6504,0.39192307692307693
6505,0.3942307692307692
6506,0.3857692307692308
6507,0.3857692307692308
6508,0.3950000000000001
6509,0.3896153846153846
6510,0.3896153846153846
6511,0.39346153846153853
6512,0.3957692307692309
6513,0.39807692307692305
6514,0.40115384615384614
6515,0.40423076923076917
6516,0.40115384615384614
6517,0.40192307692307694
6518,0.3965384615384615
6519,0.39961538461538465
6520,0.39961538461538465
6521,0.4065384615384615
6522,0.406923076923077
6523,0.40384615384615385
6524,0.404871794871795
6525,0.40333333333333343
6526,0.40179487179487183
6527,0.3964102564102565
6528,0.3964102564102565
6529,0.3964102564102565
6530,0.3917948717948719
6531,0.3948717948717948
6532,0.39717948717948715
6533,0.3964102564102564
6534,0.3964102564102564
6535,0.37256410256410255
6536,0.3717948717948718
6537,0.371025641025641
6538,0.37717948717948724
6539,0.377948717948718
6540,0.37641025641025644
6541,0.38333333333333336
6542,0.38256410256410256
6543,0.38256410256410256
6544,0.3787179487179488
6545,0.3717948717948718
6546,0.3702564102564103
6547,0.3833333333333334
6548,0.37564102564102575
6549,0.37871794871794884
6550,0.3710256410256411
6551,0.3717948717948718
6552,0.367948717948718
6553,0.36871794871794866
6554,0.3741025641025641
6555,0.37564102564102575
6556,0.37564102564102575
6557,0.3733333333333334
6558,0.3733333333333334
6559,0.36794871794871803
6560,0.36717948717948723
6561,0.3687179487179488
6562,0.3717948717948718
6563,0.3710256410256411
6564,0.3748717948717949
6565,0.3736829836829837
6566,0.37752913752913747
6567,0.37983682983682987
6568,0.3944522144522144
6569,0.39137529137529126
6570,0.3967599067599067
6571,0.39829836829836823
6572,0.4021445221445222
6573,0.40291375291375287
6574,0.4021445221445222
6575,0.40445221445221446
6576,0.4144522144522146
6577,0.4144522144522146
6578,0.4144522144522146
6579,0.4144522144522146
6580,0.4141317016317017
6581,0.40772144522144527
6582,0.4023368298368299
6583,0.4023368298368299
6584,0.40464452214452223
6585,0.40541375291375303
6586,0.4123368298368299
6587,0.4069522144522146
6588,0.41541375291375293
6589,0.4031060606060607
6590,0.4031060606060607
6591,0.4046445221445223
6592,0.4023368298368299
6593,0.41156759906759915
6594,0.3992599067599069
6595,0.3992599067599069
6596,0.3984906759906761
6597,0.3946445221445222
6598,0.395413752913753
6599,0.3931060606060607
6600,0.3931060606060607
6601,0.3931060606060607
6602,0.4015675990675991
6603,0.3938752913752914
6604,0.40618298368298367
6605,0.4046445221445222
6606,0.4061829836829838
6607,0.4061829836829838
6608,0.39695221445221457
6609,0.3884906759906761
6610,0.3823368298368299
6611,0.3823368298368299
6612,0.3823368298368299
6613,0.3807983682983684
6614,0.3823368298368299
6615,0.38925990675990685
6616,0.38925990675990685
6617,0.38772144522144525
6618,0.3931060606060607
6619,0.3861829836829837
6620,0.39079836829836834
6621,0.3915675990675991
6622,0.38310606060606067
6623,0.37541375291375295
6624,0.37541375291375295
6625,0.37772144522144524
6626,0.3731060606060606
6627,0.37849067599067593
6628,0.37198717948717946
6629,0.37737179487179484
6630,0.3650641025641026
6631,0.3573717948717949
6632,0.3535256410256411
6633,0.34506410256410264
6634,0.34814102564102567
6635,0.3412179487179488
6636,0.34583333333333344
6637,0.33737179487179497
6638,0.33044871794871794
6639,0.3412179487179487
6640,0.3412179487179487
6641,0.3492307692307691
6642,0.3546153846153846
6643,0.3546153846153846
6644,0.35461538461538467
6645,0.35461538461538467
6646,0.34692307692307706
6647,0.34538461538461546
6648,0.34538461538461546
6649,0.34769230769230774
6650,0.3415384615384615
6651,0.3415384615384616
6652,0.34846153846153854
6653,0.33615384615384625
6654,0.33153846153846167
6655,0.33
6656,0.3276923076923077
6657,0.33000000000000007
6658,0.33000000000000007
6659,0.33000000000000007
6660,0.3407692307692309
6661,0.3423076923076923
6662,0.33846153846153854
6663,0.3407692307692309
6664,0.33384615384615385
6665,0.3276923076923077
6666,0.3276923076923078
6667,0.33538461538461556
6669,0.336923076923077
6670,0.3515384615384616
6671,0.3607692307692309
6672,0.35923076923076935
6673,0.35923076923076924
6674,0.36153846153846153
6675,0.36153846153846153
6676,0.3669230769230769
6677,0.36846153846153856
6678,0.36846153846153856
6679,0.36846153846153856
6680,0.3684615384615386
6681,0.3684615384615386
6682,0.3723076923076924
6683,0.3830769230769231
6684,0.38000000000000006
6685,0.3746153846153847
6686,0.3630769230769232
6687,0.3630769230769232
6688,0.356923076923077
6689,0.356923076923077
6690,0.356923076923077
6691,0.356923076923077
6692,0.3653846153846155
6693,0.3653846153846155
6694,0.36384615384615393
6695,0.3661538461538462
6696,0.3707692307692308
6697,0.366923076923077
6698,0.37538461538461554
6699,0.37538461538461554
6700,0.37153846153846165
6701,0.36846153846153845
6702,0.3507692307692309
6703,0.3461538461538462
6704,0.3484615384615385
6705,0.36384615384615393
6706,0.36307692307692313
6707,0.3707692307692308
6708,0.36846153846153845
6709,0.3646153846153847
6710,0.3646153846153847
6711,0.3653846153846154
6712,0.3653846153846154
6713,0.35846153846153844
6714,0.35846153846153855
6715,0.35846153846153855
6716,0.35846153846153855
6717,0.37153846153846154
6718,0.37153846153846154
6719,0.3761538461538461
6720,0.37000000000000005
6721,0.36923076923076925
6722,0.3615384615384616
6723,0.3630769230769231
6724,0.37230769230769234
6725,0.3653846153846154
6726,0.37230769230769234
6727,0.356923076923077
6728,0.3507692307692309
6729,0.35615384615384627
6730,0.34769230769230774
6731,0.34769230769230774
6732,0.36923076923076925
6733,0.3623076923076924
6734,0.3623076923076924
6735,0.3623076923076924
6736,0.3623076923076924
6737,0.35307692307692323
6738,0.35307692307692323
6739,0.37000000000000005
6740,0.37000000000000005
6741,0.3738461538461539
6742,0.3692307692307692
6743,0.37153846153846154
6744,0.37153846153846154
6745,0.3738461538461539
6746,0.376923076923077
6747,0.3784615384615386
6748,0.38230769230769235
6749,0.3746153846153847
6750,0.3776923076923077
6751,0.38230769230769235
6752,0.38000000000000006
6753,0.37153846153846165
6754,0.3815384615384616
6755,0.3861538461538462
6756,0.39538461538461545
6757,0.386923076923077
6758,0.386923076923077
6759,0.39384615384615385
6760,0.3876923076923078
6761,0.38000000000000006
6762,0.3838461538461539
6763,0.39230769230769236
6764,0.39230769230769236
6765,0.38846153846153847
6766,0.39
6767,0.39
6768,0.39
6769,0.39153846153846156
6770,0.3907692307692308
6771,0.4
6772,0.4
6773,0.3923076923076924
6774,0.3923076923076924
6775,0.38621794871794884
6776,0.39391025641025657
6777,0.4008333333333334
6778,0.40852564102564104
6779,0.40237179487179486
6780,0.41006410256410253
6781,0.41006410256410253
6782,0.4123717948717948
6783,0.40621794871794875
6784,0.4062179487179488
6785,0.4062179487179488
6786,0.4092948717948719
6787,0.4162179487179488
6788,0.4162179487179488
6789,0.4162179487179488
6790,0.4192948717948719
6791,0.41929487179487174
6792,0.40775641025641024
6793,0.4139102564102564
6794,0.4192948717948719
6795,0.42006410256410265
6796,0.40621794871794875
6797,0.40621794871794875
6798,0.40929487179487173
6799,0.40929487179487173
6800,0.39544871794871794
6801,0.40929487179487184
6802,0.4169871794871795
6803,0.4139102564102564
6804,0.41929487179487185
6805,0.4216025641025641
6806,0.42467948717948717
6807,0.4239102564102564
6808,0.42621794871794877
6809,0.42237179487179494
6810,0.4323717948717949
6811,0.4369871794871796
6812,0.43467948717948723
6813,0.43698717948717947
6814,0.43698717948717947
6815,0.4323717948717949
6816,0.43852564102564096
6817,0.43698717948717947
6818,0.4385256410256412
6819,0.44160256410256415
6820,0.44160256410256415
6821,0.44083333333333335
6822,0.4377564102564104
6823,0.43544871794871803
6824,0.4354487179487181
6825,0.44467948717948724
6826,0.44544871794871793
6827,0.4539102564102564
6828,0.4469871794871796
6829,0.4446794871794873
6830,0.4446794871794873
6831,0.4469871794871796
6832,0.4469871794871796
6833,0.44923076923076927
6834,0.44923076923076927
6835,0.44153846153846155
6836,0.43000000000000005
6837,0.43000000000000005
6838,0.43153846153846154
6839,0.43230769230769234
6840,0.4346153846153847
6841,0.4253846153846154
6842,0.4223076923076923
6843,0.4207692307692308
6844,0.4176923076923078
6845,0.4076923076923077
6846,0.39846153846153853
6847,0.39846153846153853
6848,0.38384615384615395
6849,0.38384615384615395
6850,0.38384615384615395
6851,0.39000000000000007
6852,0.39000000000000007
6853,0.39384615384615396
6854,0.3961538461538462
6855,0.39846153846153853
6856,0.3892307692307693
6857,0.39384615384615396
6858,0.39076923076923087
6859,0.38230769230769246
6860,0.3800000000000001
6861,0.37307692307692314
6862,0.3676923076923078
6863,0.3707692307692308
6864,0.36
6865,0.35846153846153855
6866,0.3523076923076923
6867,0.3530769230769231
6868,0.346923076923077
6869,0.33923076923076934
6870,0.3484615384615385
6871,0.3461538461538462
6872,0.34615384615384615
6873,0.34615384615384615
6874,0.34615384615384615
6875,0.3515384615384615
6876,0.3515384615384615
6877,0.356923076923077
6878,0.3546153846153847
6879,0.35384615384615387
6880,0.34923076923076934
6881,0.3423076923076923
6882,0.34307692307692306
6883,0.34307692307692306
6884,0.34384615384615386
6885,0.32769230769230767
6886,0.33230769230769225
6887,0.3361538461538462
6888,0.33538461538461534
6889,0.3353846153846154
6890,0.3353846153846154
6891,0.3276923076923078
6892,0.32153846153846155
6893,0.32230769230769224
6894,0.3269230769230769
6895,0.3238461538461538
6896,0.3307692307692307
6897,0.34538461538461523
6898,0.3376923076923078
6899,0.3376923076923078
6900,0.3376923076923078
6901,0.3453846153846154
6902,0.35230769230769227
6903,0.35230769230769227
6904,0.36
6905,0.35775641025641036
6906,0.3531410256410257
6907,0.3516025641025642
6908,0.3516025641025642
6909,0.358525641025641
6910,0.3623717948717949
6911,0.35929487179487185
6912,0.35480769230769227
6913,0.34865384615384615
6914,0.34865384615384615
6915,0.3517307692307693
6916,0.34557692307692306
6917,0.34557692307692306
6918,0.34557692307692306
6919,0.3448076923076924
6920,0.3455769230769232
6921,0.3455769230769232
6922,0.3578846153846154
6923,0.3578846153846154
6924,0.355
6925,0.36500000000000005
6926,0.3726923076923077
6927,0.3711538461538462
6928,0.3711538461538462
6929,0.3711538461538462
6930,0.37576923076923086
6931,0.3719230769230769
6932,0.36653846153846154
6933,0.37269230769230766
6934,0.37269230769230766
6935,0.37192307692307686
6936,0.37192307692307686
6937,0.3688461538461539
6938,0.36500000000000005
6939,0.3611538461538462
6940,0.3565384615384615
6941,0.36269230769230776
6942,0.3726923076923077
6943,0.37346153846153846
6944,0.3788461538461539
6945,0.3796153846153847
6946,0.3696153846153847
6947,0.36346153846153856
6948,0.3696153846153847
6949,0.37576923076923074
6950,0.38807692307692304
6951,0.38807692307692304
6952,0.39038461538461533
6953,0.3911538461538462
6954,0.3873076923076924
6955,0.3873076923076924
6956,0.3796153846153846
6957,0.37423076923076926
6958,0.3742307692307694
6959,0.36423076923076936
6960,0.3557692307692309
6961,0.3587820512820513
6962,0.3587820512820513
6963,0.3587820512820513
6964,0.3618589743589744
6965,0.3633974358974359
6966,0.3633974358974359
6967,0.3633974358974359
6968,0.3641666666666667
6969,0.3701923076923077
6970,0.3701923076923077
6971,0.3655769230769232
6972,0.3655769230769233
6973,0.3655769230769233
6974,0.36711538461538473
6975,0.36250000000000016
6976,0.3678846153846155
6977,0.369423076923077
6978,0.38096153846153846
6979,0.37173076923076925
6980,0.3686538461538461
6981,0.37403846153846154
6982,0.3746153846153846
6983,0.37769230769230766
6984,0.3646153846153847
6985,0.3653846153846153
6986,0.36153846153846153
6987,0.36153846153846153
6988,0.35923076923076924
6989,0.35923076923076924
6990,0.35923076923076924
6991,0.3638461538461539
6992,0.36384615384615393
6993,0.36384615384615393
6994,0.3623076923076923
6995,0.3653846153846154
6996,0.3653846153846154
6997,0.35692307692307684
6998,0.35692307692307684
6999,0.35538461538461547
7000,0.3561538461538462
7001,0.35923076923076935
7002,0.37769230769230766
7003,0.3769230769230769
7004,0.3838461538461539
7005,0.3838461538461539
7006,0.3784615384615385
7007,0.3761538461538461
7008,0.3769230769230769
7009,0.3776923076923077
7010,0.3776923076923077
7011,0.37846153846153846
7012,0.3807692307692308
7013,0.38307692307692315
7014,0.38384615384615395
7015,0.3807692307692308
7016,0.38000000000000006
7017,0.38000000000000006
7018,0.376923076923077
7019,0.3792307692307693
7020,0.3792307692307693
7021,0.3761538461538463
7022,0.3753846153846155
7023,0.3761538461538462
7024,0.3738461538461539
7025,0.3730769230769231
7026,0.37846153846153846
7027,0.3653846153846154
7028,0.3646153846153847
7029,0.3600000000000001
7030,0.36846153846153856
7031,0.36846153846153856
7032,0.36923076923076925
7033,0.38
7034,0.3746153846153846
7035,0.35846153846153855
7036,0.3584615384615386
7037,0.35846153846153866
7038,0.3492307692307694
7039,0.356923076923077
7040,0.35846153846153855
7041,0.3523076923076923
7042,0.3515384615384616
7043,0.3461538461538462
7044,0.3461538461538462
7045,0.3523076923076923
7046,0.3523076923076923
7047,0.35230769230769227
7048,0.34769230769230774
7049,0.3307692307692308
7050,0.33615384615384614
7051,0.3307692307692308
7052,0.3384615384615385
7053,0.3346153846153846
7054,0.33769230769230774
7055,0.33846153846153854
7056,0.33538461538461545
7057,0.33307692307692316
7058,0.33307692307692316
7059,0.33692307692307694
7060,0.3492307692307692
7061,0.35
7062,0.3492307692307693
7063,0.36153846153846153
7064,0.3646153846153847
7065,0.3646153846153847
7066,0.35615384615384627
7067,0.3492307692307693
7068,0.3453846153846154
7069,0.3446153846153846
7070,0.3546153846153846
7071,0.3546153846153846
7072,0.34846153846153854
7073,0.34846153846153854
7074,0.34538461538461557
7075,0.3484615384615385
7076,0.35
7077,0.34846153846153854
7078,0.34846153846153854
7079,0.3546153846153846
7080,0.3523076923076923
7081,0.35846153846153855
7082,0.3615384615384616
7083,0.36769230769230765
7084,0.3561538461538462
7085,0.3561538461538462
7086,0.35846153846153844
7087,0.3630769230769231
7088,0.3646153846153847
7089,0.3661538461538462
7090,0.3653846153846153
7091,0.3653846153846153
7092,0.3646153846153847
7093,0.3607692307692308
7094,0.36307692307692313
7095,0.3638461538461539
7096,0.3638461538461539
7097,0.3661538461538461
7098,0.37153846153846154
7099,0.3923076923076922
7100,0.39615384615384613
7101,0.3992307692307692
7102,0.4023076923076923
7103,0.406923076923077
7104,0.39923076923076933
7105,0.40000000000000013
7106,0.40000000000000013
7107,0.406923076923077
7108,0.40692307692307694
7109,0.40615384615384625
7110,0.4007692307692309
7111,0.39076923076923076
7112,0.39076923076923076
7113,0.39076923076923087
7114,0.39076923076923087
7115,0.4
7116,0.4
7117,0.39615384615384613
7118,0.3953846153846154
7119,0.3746153846153847
7120,0.3738461538461539
7121,0.36846153846153856
7122,0.3546153846153847
7123,0.34538461538461546
7124,0.3515384615384616
7125,0.34692307692307706
7126,0.34692307692307706
7127,0.35461538461538467
7128,0.35461538461538467
7129,0.35461538461538467
7130,0.34769230769230774
7131,0.3407692307692308
7132,0.3507692307692308
7133,0.3515384615384616
7134,0.3515384615384616
7135,0.3476923076923078
7136,0.3423076923076923
7137,0.3515384615384615
7138,0.34538461538461546
7139,0.3453846153846154
7140,0.3415384615384616
7141,0.34384615384615386
7142,0.36
7143,0.3646153846153847
7144,0.3646153846153846
7145,0.3646153846153846
7146,0.3646153846153847
7147,0.36769230769230765
7148,0.36769230769230765
7149,0.3576923076923078
7150,0.35769230769230764
7151,0.36230769230769233
7152,0.36230769230769233
7153,0.3600000000000001
7154,0.3646153846153847
7155,0.3646153846153846
7156,0.3507692307692309
7157,0.3507692307692309
7158,0.3507692307692309
7159,0.33461538461538476
7160,0.3476923076923078
7161,0.35384615384615387
7162,0.36076923076923073
7163,0.37
7164,0.3784615384615384
7165,0.3784615384615384
7166,0.3769230769230769
7167,0.37923076923076926
7168,0.37923076923076926
7169,0.3784615384615385
7170,0.3646153846153847
7171,0.3646153846153847
7172,0.3723076923076924
7173,0.3723076923076924
7174,0.37076923076923074
7175,0.38230769230769235
7176,0.38230769230769235
7177,0.38230769230769235
7178,0.38307692307692315
7179,0.3946794871794872
7180,0.39621794871794885
7181,0.39621794871794874
7182,0.39698717948717954
7183,0.3977564102564103
7184,0.3977564102564103
7185,0.3885256410256411
7186,0.3800641025641027
7187,0.37852564102564107
7188,0.38314102564102576
7189,0.3823717948717949
7190,0.3823717948717949
7191,0.38391025641025645
7192,0.3877564102564102
7193,0.3877564102564102
7194,0.38621794871794884
7195,0.3967948717948719
7196,0.3998717948717949
7197,0.39987179487179497
7198,0.3991025641025642
7199,0.39448717948717954
7200,0.39448717948717954
7201,0.39448717948717954
7202,0.3883333333333334
7203,0.3875641025641027
7204,0.4006410256410256
7205,0.3944871794871795
7206,0.3944871794871795
7207,0.39679487179487183
7208,0.3914102564102565
7209,0.39064102564102576
7210,0.39064102564102576
7211,0.38987179487179496
7212,0.39833333333333326
7213,0.3898717948717949
7214,0.3906410256410257
7215,0.38910256410256416
7216,0.3852564102564104
7217,0.3875641025641026
7218,0.39217948717948725
7219,0.3844871794871796
7220,0.38371794871794873
7221,0.38371794871794873
7222,0.376025641025641
7223,0.3691025641025641
7224,0.36602564102564117
7225,0.3567948717948719
7226,0.36987179487179495
7227,0.37217948717948723
7228,0.38294871794871804
7229,0.3852564102564103
7230,0.3860256410256411
7231,0.38833333333333336
7232,0.386025641025641
7233,0.3860256410256411
7234,0.37987179487179495
7235,0.3821794871794873
7236,0.37935897435897437
7237,0.37089743589743596
7238,0.37089743589743596
7239,0.37160256410256415
7240,0.3708333333333334
7241,0.3708333333333334
7242,0.37544871794871804
7243,0.38006410256410256
7244,0.38006410256410256
7245,0.3892948717948718
7246,0.3939102564102564
7247,0.39544871794871794
7248,0.3900641025641026
7249,0.3900641025641026
7250,0.38391025641025645
7251,0.39006410256410257
7252,0.40467948717948715
7253,0.41544871794871796
7254,0.4064102564102565
7255,0.40871794871794875
7256,0.4041025641025642
7257,0.407948717948718
7258,0.40256410256410263
7259,0.40948717948717955
7260,0.40794871794871795
7261,0.40794871794871795
7262,0.39871794871794886
7263,0.39871794871794886
7264,0.4056410256410258
7265,0.4041025641025642
7266,0.4033333333333334
7267,0.41256410256410264
7268,0.41410256410256424
7269,0.41410256410256424
7270,0.4210256410256411
7271,0.4210256410256411
7272,0.4164102564102565
7273,0.40025641025641034
7274,0.40025641025641034
7275,0.40025641025641034
7276,0.4002564102564103
7277,0.40452214452214447
7278,0.41221445221445224
7279,0.4114452214452215
7280,0.4114452214452215
7281,0.4152913752913752
7282,0.42298368298368294
7283,0.4237529137529137
7284,0.41650932400932406
7285,0.41650932400932406
7286,0.41650932400932406
7287,0.41650932400932406
7288,0.3972785547785549
7289,0.3942016317016317
7290,0.3942016317016317
7291,0.39266317016317026
7292,0.3811247086247087
7293,0.3818939393939394
7294,0.3818939393939394
7295,0.38189393939393945
7296,0.39650932400932404
7297,0.3995862470862471
7298,0.4029195804195804
7299,0.4106118881118881
7300,0.40676573426573426
7301,0.4121503496503497
7302,0.4121503496503497
7303,0.417534965034965
7304,0.4129195804195805
7305,0.4059965034965036
7306,0.4159965034965035
7307,0.42061188811188815
7308,0.42061188811188815
7309,0.42061188811188815
7310,0.4298426573426574
7311,0.4359965034965035
7312,0.4436888111888112
7313,0.4436888111888112
7314,0.4436888111888112
7315,0.4436888111888112
7316,0.444458041958042
7317,0.421381118881119
7318,0.41984265734265747
7319,0.4190734265734266
7320,0.41676573426573427
7321,0.4213811188811188
7322,0.4267657342657343
7323,0.43368881118881125
7324,0.43368881118881125
7325,0.42138111888111895
7326,0.43368881118881125
7327,0.43907342657342663
7328,0.43138111888111896
7329,0.43138111888111896
7330,0.424458041958042
7331,0.4198426573426574
7332,0.4206118881118882
7333,0.4044580419580419
7334,0.4044580419580419
7335,0.40676573426573426
7336,0.4136888111888112
7337,0.424458041958042
7338,0.43138111888111885
7339,0.43138111888111885
7340,0.43403846153846154
7341,0.4371153846153846
7342,0.42711538461538473
7343,0.42711538461538473
7344,0.42480769230769233
7345,0.4148076923076923
7346,0.4148076923076923
7347,0.4148076923076923
7348,0.4148076923076923
7349,0.4190384615384616
7350,0.42519230769230776
7351,0.4375
7352,0.44980769230769224
7353,0.44980769230769224
7354,0.44980769230769235
7355,0.4582692307692308
7356,0.4621153846153846
7357,0.4621153846153846
7358,0.4621153846153846
7359,0.4590384615384616
7360,0.4526923076923077
7361,0.4526923076923077
7362,0.4475641025641026
7363,0.4398717948717949
7364,0.44294871794871804
7365,0.446025641025641
7366,0.446025641025641
7367,0.446025641025641
7368,0.45294871794871794
7369,0.45294871794871794
7370,0.43371794871794866
7371,0.42910256410256414
7372,0.42910256410256414
7373,0.42833333333333345
7374,0.4224592074592075
7375,0.42476689976689974
7376,0.42784382284382283
7377,0.4278438228438229
7378,0.4278438228438229
7379,0.43522843822843826
7380,0.43522843822843826
7381,0.43984382284382284
7382,0.4329207459207459
7383,0.43138228438228443
7384,0.42830536130536134
7385,0.42830536130536134
7386,0.42061305361305373
7387,0.41984382284382293
7388,0.41349766899766904
7389,0.4134976689976691
7390,0.4134976689976691
7391,0.41349766899766904
7392,0.4227284382284382
7393,0.4250361305361306
7394,0.4265745920745922
7395,0.4342668997668998
7396,0.423497668997669
7397,0.423497668997669
7398,0.41657459207459213
7399,0.4296515151515152
7400,0.42272843822843825
7401,0.4227284382284382
7402,0.4188822843822845
7403,0.4196515151515153
7404,0.4196515151515153
7405,0.41503613053613064
7406,0.417343822843823
7407,0.4227284382284383
7408,0.4104207459207459
7409,0.41112587412587415
7410,0.40727972027972037
7411,0.4018951048951049
7412,0.40112587412587425
7413,0.40035664335664334
7414,0.4065104895104895
7415,0.4034335664335665
7416,0.404972027972028
7417,0.3980489510489511
7418,0.39958741258741265
7419,0.4026643356643357
7420,0.39824125874125876
7421,0.4013181818181819
7422,0.394395104895105
7423,0.394395104895105
7424,0.394395104895105
7425,0.394395104895105
7426,0.3951643356643358
7427,0.3990104895104896
7428,0.3959335664335665
7429,0.3959335664335665
7430,0.3936258741258742
7431,0.3967027972027973
7432,0.3967027972027973
7433,0.392920745920746
