training_iteration,training_iteration_time_s,cumulative_training_hours,number_of_agents
403,14.306023999999999,1.3090388275,2.0
404,14.296961999999999,1.3130102058333333,2.0
405,14.363473,1.3170000594444446,2.0
406,14.393418,1.320998231111111,2.0
407,14.383431,1.3249936286111113,2.0
408,14.272695,1.328958266111111,2.0
409,13.937161,1.3328296997222222,2.0
410,13.938151,1.3367014083333333,2.0
411,13.933106,1.3405717155555557,2.0
412,13.961838,1.3444500038888891,2.0
413,13.997269000000001,1.348338134166667,2.0
414,14.037450999999999,1.3522374261111114,2.0
415,13.962259,1.3561158313888892,2.0
416,13.944352,1.3599892625000005,2.0
417,13.966161,1.3638687516666672,2.0
418,13.974698,1.3677506122222227,2.0
419,13.98911,1.3716364761111117,2.0
420,13.98772,1.3755219538888894,2.0
421,14.039498,1.379421814444445,2.0
422,14.03335,1.3833199672222227,2.0
423,14.100268,1.387236708333334,2.0
424,14.163227000000001,1.3911709380555561,2.0
425,14.473859000000001,1.395191454444445,2.0
426,14.75817,1.3992909461111116,2.0
427,15.111536,1.4034885950000007,2.0
428,15.376573,1.4077598652777783,2.0
429,15.392014999999999,1.4120354250000007,2.0
430,15.407258,1.4163152188888897,2.0
431,15.360848,1.4205821211111118,2.0
432,15.363513000000001,1.424849763611112,2.0
433,15.270686,1.4290916208333342,2.0
434,15.192592000000001,1.4333117852777786,2.0
435,14.91516,1.4374548852777784,2.0
436,14.656209,1.441526054444445,2.0
437,14.286209999999999,1.4454944461111119,2.0
438,13.970983,1.449375274722223,2.0
439,13.935834999999999,1.4532463400000009,2.0
440,13.945223,1.4571200130555564,2.0
441,13.986905,1.4610052644444451,2.0
442,13.966745999999999,1.464884916111112,2.0
443,13.969147999999999,1.4687652350000007,2.0
444,14.040443,1.4726653580555562,2.0
445,14.053053,1.4765689838888896,2.0
446,14.013019,1.4804614891666672,2.0
447,14.034540999999999,1.4843599727777783,2.0
448,14.056764,1.488264629444445,2.0
449,14.090264999999999,1.492178591944445,2.0
450,14.070903,1.4960871761111116,2.0
451,14.033109,1.499985261944445,2.0
452,14.093131999999999,1.5039000208333337,2.0
453,14.114263000000001,1.507820649444445,2.0
454,14.027197,1.5117170930555561,2.0
455,13.999419,1.5156058205555563,2.0
456,13.995766,1.519493533333334,2.0
457,13.960342,1.5233714061111119,2.0
458,14.106264999999999,1.5272898130555563,2.0
459,14.102827,1.5312072650000008,2.0
460,14.096226,1.535122883333334,2.0
461,14.100052,1.539039564444445,2.0
462,14.035914,1.542938429444445,2.0
463,14.011327999999999,1.5468304650000004,2.0
464,14.006416,1.5507211361111115,2.0
465,14.005938,1.554611674444445,2.0
466,14.071803,1.5585205086111116,2.0
467,14.08083,1.5624318502777783,2.0
468,13.92087,1.5662987586111117,2.0
469,13.893595999999999,1.5701580908333337,2.0
470,13.90441,1.5740204269444449,2.0
471,13.916283,1.5778860611111114,2.0
472,13.91507,1.5817513583333336,2.0
473,13.930545,1.585620954166667,2.0
474,13.966724000000001,1.5895005997222227,2.0
475,13.954598,1.593376876944445,2.0
476,13.884125,1.5972335783333336,2.0
477,13.886902,1.6010910511111114,2.0
478,13.88424,1.6049477844444449,2.0
479,13.912132999999999,1.6088122658333337,2.0
480,13.884601,1.6126690994444448,2.0
481,13.867593999999999,1.6165212088888894,2.0
482,13.890805,1.6203797658333337,2.0
483,13.887777,1.6242374816666671,2.0
484,13.890533,1.6280959630555558,2.0
485,13.895188000000001,1.6319557375000004,2.0
486,13.9264,1.635824181944445,2.0
487,13.92979,1.6396935680555562,2.0
488,14.004610000000001,1.6435837375000006,2.0
489,13.980431000000001,1.647467190555556,2.0
490,13.993326,1.651354225555556,2.0
491,14.03005,1.6552514616666671,2.0
492,14.011498,1.659143544444445,2.0
493,14.036849,1.6630426691666673,2.0
494,14.040423,1.6669427866666673,2.0
495,14.053424000000001,1.670846515555556,2.0
496,14.069488,1.6747547066666673,2.0
497,14.063596,1.6786612611111118,2.0
498,14.026733,1.6825575758333338,2.0
499,14.026396,1.686453796944445,2.0
500,14.015018,1.6903468575000005,2.0
501,13.996905,1.6942348866666672,2.0
502,14.006065000000001,1.6981254602777782,2.0
503,13.96826,1.7020055325000003,2.0
504,13.946037,1.705879431666667,2.0
505,13.958537,1.7097568030555559,2.0
506,13.91424,1.7136218697222225,2.0
507,13.906063,1.7174846650000004,2.0
508,13.897299,1.7213450258333338,2.0
509,13.907397999999999,1.725208191944445,2.0
510,13.952517,1.7290838911111117,2.0
511,13.947102000000001,1.7329580861111118,2.0
512,13.953745999999999,1.7368341266666674,2.0
513,13.986647000000001,1.7407193063888895,2.0
514,13.974004,1.744600974166667,2.0
515,13.936682000000001,1.7484722747222226,2.0
516,13.942135,1.7523450900000004,2.0
517,13.954634,1.7562213772222226,2.0
518,13.937971,1.7600930358333338,2.0
519,13.944153,1.7639664116666671,2.0
520,13.908623,1.7678299180555561,2.0
521,13.896799000000001,1.7716901400000007,2.0
522,13.905031000000001,1.7755526486111117,2.0
523,13.900686,1.7794139502777784,2.0
524,14.206623,1.783360234444445,2.0
525,14.545207,1.7874005697222228,2.0
526,14.849118,1.791525324722223,2.0
527,15.157088,1.795735626944445,2.0
528,15.171314,1.799949880833334,2.0
529,15.189680000000001,1.8041692363888897,2.0
530,15.225417,1.8083985188888896,2.0
531,15.236906999999999,1.8126309930555564,2.0
532,15.260031999999999,1.8168698908333343,2.0
533,15.249578999999999,1.821105885000001,2.0
534,14.956862,1.8252605688888899,2.0
535,14.603404000000001,1.8293170700000012,2.0
536,14.286736000000001,1.8332856077777788,2.0
537,13.976085,1.8371678536111122,2.0
538,13.965323,1.8410471100000012,2.0
539,13.927547,1.8449158730555568,2.0
540,13.931051,1.8487856094444457,2.0
541,13.917308,1.8526515283333347,2.0
542,13.858334999999999,1.8565010658333345,2.0
543,13.853084999999998,1.8603491450000011,2.0
544,13.868677,1.864201555277779,2.0
545,13.893915000000002,1.8680609761111122,2.0
546,13.915633,1.8719264297222233,2.0
547,13.924607,1.8757943761111122,2.0
548,13.92285,1.8796618344444453,2.0
549,13.942418,1.8835347283333341,2.0
550,13.925533999999999,1.8874029322222232,2.0
551,13.934608,1.8912736566666675,2.0
552,13.984061,1.8951581180555563,2.0
553,14.044133,1.899059266111112,2.0
554,14.030871,1.9029567302777786,2.0
555,14.054278,1.9068606963888897,2.0
556,14.073529,1.910770010000001,2.0
557,14.086018,1.9146827927777785,2.0
558,14.095754000000001,1.9185982800000008,2.0
559,14.110227,1.9225177875000008,2.0
560,14.094850000000001,1.926433023611112,2.0
561,14.1024,1.9303503569444453,2.0
562,14.06965,1.9342585930555565,2.0
563,14.00008,1.9381475041666676,2.0
564,13.984596999999999,1.9420321144444452,2.0
565,13.985696,1.9459170300000008,2.0
566,13.982205,1.9498009758333341,2.0
567,13.974587,1.9536828055555564,2.0
568,13.970271,1.9575634363888896,2.0
569,13.963826999999998,1.9614422772222229,2.0
570,14.264386,1.9654046066666673,2.0
571,14.256654000000001,1.9693647883333338,2.0
572,14.262319,1.9733265436111118,2.0
573,14.29065,1.9772961686111117,2.0
574,14.297505,1.9812676977777783,2.0
575,14.336677,1.9852501080555562,2.0
576,14.331492,1.9892310780555562,2.0
577,14.309906000000002,1.9932060519444452,2.0
578,14.310469,1.997181182222223,2.0
579,14.286045,2.0011495280555565,2.0
580,13.968476,2.0050296602777786,2.0
581,13.967939,2.008909643333334,2.0
582,13.978743,2.0127926275000005,2.0
583,13.978632,2.016675580833334,2.0
584,14.000117,2.0205645022222227,2.0
585,13.931406,2.024434337222223,2.0
586,13.925556,2.0283025472222227,2.0
587,13.937541,2.0321740863888897,2.0
588,13.953993,2.036050195555556,2.0
589,13.955388000000001,2.039926692222223,2.0
590,13.982637,2.0438107580555562,2.0
591,13.986606,2.0476959263888896,2.0
592,13.95293,2.0515717402777787,2.0
593,13.956218999999999,2.055448467777779,2.0
594,13.918502,2.0593147183333342,2.0
595,13.952088,2.0631902983333346,2.0
596,13.965153,2.067069507500001,2.0
597,14.036447,2.0709685205555566,2.0
598,14.032745,2.0748665052777793,2.0
599,14.058593,2.0787716700000014,2.0
600,14.067394,2.0826792794444455,2.0
601,14.092183,2.0865937747222234,2.0
602,14.102325,2.0905110872222235,2.0
603,14.096435999999999,2.09442676388889,2.0
604,14.118625,2.0983486041666675,2.0
605,14.098825000000001,2.1022649444444457,2.0
606,14.061345,2.106170873611112,2.0
607,13.998406000000001,2.110059319722223,2.0
608,13.964452,2.1139383341666678,2.0
609,13.96073,2.1178163147222233,2.0
610,13.937948,2.1216879669444455,2.0
611,13.904568999999999,2.125550347222223,2.0
612,13.930937,2.1294200519444453,2.0
613,13.91375,2.133284982500001,2.0
614,13.894392,2.1371445358333343,2.0
615,13.894898,2.141004229722223,2.0
616,13.897515,2.144864650555556,2.0
617,13.896392,2.148724759444445,2.0
618,13.915325999999999,2.1525901277777786,2.0
619,13.87117,2.1564432305555563,2.0
620,13.936255,2.160314412500001,2.0
621,13.917933000000001,2.1641805050000005,2.0
622,13.871450000000001,2.168033685555556,2.0
623,14.169557000000001,2.1719696736111116,2.0
624,14.491608,2.1759951202777783,2.0
625,14.778222,2.180100181944445,2.0
626,15.074845,2.1842876388888897,2.0
627,15.350178,2.188551577222223,2.0
628,15.645165,2.192897456388889,2.0
629,15.979586,2.1973362302777786,2.0
630,16.237788000000002,2.2018467269444453,2.0
631,16.56636,2.206448493611112,2.0
632,16.888916000000002,2.2111398591666673,2.0
633,16.895663,2.2158330988888895,2.0
634,16.881453,2.2205223913888896,2.0
635,16.903102,2.2252176975000006,2.0
636,16.689116000000002,2.2298535630555563,2.0
637,16.399635999999997,2.234409017500001,2.0
638,16.419644,2.2389700297222226,2.0
639,16.116299,2.243446779444445,2.0
640,15.822535,2.247841928055556,2.0
641,15.498738999999999,2.252147133333334,2.0
642,15.225389,2.2563764080555564,2.0
643,14.899454,2.2605151452777785,2.0
644,14.585237999999999,2.2645666002777785,2.0
645,14.246761000000001,2.2685240338888897,2.0
646,14.171289,2.2724605030555565,2.0
647,14.160435,2.276393957222223,2.0
648,14.131892,2.2803194827777786,2.0
649,14.428780000000001,2.284327477222223,2.0
650,14.415059999999999,2.2883316605555564,2.0
651,14.438652,2.292342397222223,2.0
652,14.4048,2.2963437305555563,2.0
653,14.438478,2.30035441888889,2.0
654,14.46401,2.3043721994444453,2.0
655,14.502581,2.3084006941666675,2.0
656,14.489488,2.3124255519444454,2.0
657,14.51623,2.3164578380555563,2.0
658,14.247363,2.32041543888889,2.0
659,13.954208000000001,2.3242916077777784,2.0
660,13.938431000000001,2.3281633941666673,2.0
661,13.942001,2.3320361722222227,2.0
662,13.961902,2.3359144783333337,2.0
663,13.929399,2.339783755833334,2.0
664,13.957700999999998,2.343660895,2.0
665,13.941792,2.347533615,2.0
666,13.966054,2.351413074444445,2.0
667,13.923332,2.355280666666667,2.0
668,13.90258,2.359142494444445,2.0
669,13.920316000000001,2.363009248888889,2.0
670,13.918526,2.366875506111111,2.0
671,13.92628,2.370743917222222,2.0
672,13.897635000000001,2.3746043713888887,2.0
673,13.952043,2.3784799388888884,2.0
674,13.930464,2.3823495122222216,2.0
675,13.930352999999998,2.3862190547222215,2.0
676,13.903286,2.3900810786111104,2.0
677,13.940406000000001,2.3939534136111105,2.0
678,13.949290999999999,2.3978282166666665,2.0
